Sector,Ratio,MeanChange,NumPos,NumNeg
방위산업,15.38,-9.24,2,11
반도체 소재,8.33,-15.37,2,22
유통/소매,8.0,-10.01,2,23
유틸리티,7.69,-5.28,1,12
정유/화학/가스,6.56,-11.0,4,57
유통,5.88,-8.42,1,16
게임,5.56,-10.45,1,17
바이오/제약/신약개발,5.52,-13.25,8,137
증권,5.26,-8.95,1,18
로봇,5.0,-17.16,1,19
IT하드웨어/반도체,4.3,-16.33,4,89
음식료,4.17,-9.47,2,46
운송/항공/물류,3.7,-9.44,1,26
헬스케어,3.7,-12.09,1,26
이차전지 소재,3.45,-14.21,1,28
기타금융,3.45,-4.65,1,28
엔터테인먼트,3.23,-12.35,1,30
진단기기/의료기기,3.23,-12.85,1,30
건설,3.03,-11.86,1,32
건자재,2.94,-12.09,1,33
철강/비철금속,2.33,-12.87,1,42
IT소프트웨어,2.2,-14.77,2,89
자동차 부품,1.82,-13.87,1,54
화장품,0.0,-18.23,0,29
미용기기,0.0,-17.57,0,5
미디어,0.0,-11.86,0,26
가전제품,0.0,-15.45,0,8
의류,0.0,-10.3,0,25
디스플레이 패널,0.0,-9.79,0,2
필수소비재,0.0,-8.63,0,2
반도체 장비,0.0,-19.82,0,47
지주회사,0.0,-9.68,0,70
디스플레이 소재,0.0,-17.74,0,9
AI,0.0,-17.0,0,22
홈리빙/가구,0.0,-13.71,0,8
전력기기,0.0,-18.04,0,40
원자력,0.0,-20.24,0,5
신재생에너지,0.0,-15.75,0,18
디스플레이 장비,0.0,-17.06,0,15
이차전지 배터리,0.0,-8.54,0,3
조선/기계/중공업,0.0,-15.8,0,41
자동차,0.0,-12.53,0,3
창업투자/VC,0.0,-15.85,0,15
이차전지 장비,0.0,-17.89,0,15
은행,0.0,-12.27,0,6
보험,0.0,-7.66,0,14
통신,0.0,-12.75,0,17
기타,0.0,-9.06,0,11
