Sector,Ratio,MeanChange,NumPos,NumNeg
디스플레이 패널,50.0,-4.38,1,1
필수소비재,50.0,-5.38,1,1
게임,33.33,-2.34,6,12
자동차,33.33,-4.9,1,2
바이오/제약/신약개발,23.45,-3.68,34,111
유틸리티,23.08,-3.19,3,10
진단기기/의료기기,16.13,-4.4,5,26
기타금융,13.79,-2.98,4,25
음식료,12.5,-4.9,6,42
가전제품,12.5,-7.87,1,7
미디어,11.54,-4.94,3,23
정유/화학/가스,8.2,-7.79,5,56
조선/기계/중공업,7.32,-10.39,3,38
지주회사,7.14,-7.25,5,65
이차전지 장비,6.67,-12.11,1,14
창업투자/VC,6.67,-10.57,1,14
IT소프트웨어,6.59,-8.07,6,85
유통,5.88,-4.49,1,16
자동차 부품,5.45,-11.43,3,52
철강/비철금속,4.65,-9.55,2,41
AI,4.55,-6.78,1,21
반도체 소재,4.17,-9.37,1,23
유통/소매,4.0,-9.67,1,24
헬스케어,3.7,-7.04,1,26
운송/항공/물류,3.7,-7.72,1,26
화장품,3.45,-10.7,1,28
엔터테인먼트,3.23,-8.58,1,30
IT하드웨어/반도체,3.23,-10.61,3,90
건설,3.03,-8.26,1,32
전력기기,2.5,-10.33,1,39
미용기기,0.0,-9.4,0,5
의류,0.0,-9.15,0,25
방위산업,0.0,-9.62,0,13
홈리빙/가구,0.0,-8.53,0,8
건자재,0.0,-10.33,0,34
원자력,0.0,-14.2,0,5
신재생에너지,0.0,-9.67,0,18
로봇,0.0,-16.72,0,20
증권,0.0,-7.12,0,19
은행,0.0,-9.8,0,6
보험,0.0,-9.16,0,14
통신,0.0,-10.64,0,17
이차전지 소재,0.0,-11.52,0,29
이차전지 배터리,0.0,-9.3,0,3
디스플레이 장비,0.0,-10.77,0,15
디스플레이 소재,0.0,-11.87,0,9
반도체 장비,0.0,-10.39,0,47
기타,0.0,-9.8,0,11
