Sector,Ratio,MeanChange,NumPos,NumNeg
디스플레이 패널,100.0,5.18,2,0
자동차,100.0,3.99,3,0
미용기기,100.0,11.73,5,0
신재생에너지,95.0,10.66,19,1
운송/항공/물류,93.1,3.59,27,2
AI,91.67,8.74,22,2
증권,89.47,5.35,17,2
IT하드웨어/반도체,87.23,4.86,82,12
창업투자/VC,86.67,2.35,13,2
자동차 부품,85.0,5.87,51,9
반도체 장비,84.0,4.8,42,8
반도체 소재,81.82,4.13,18,4
건자재,80.0,2.13,24,6
은행,80.0,0.59,8,2
지주회사,80.0,2.82,48,12
가전제품,80.0,4.37,8,2
기타금융,78.12,1.31,25,7
의류,77.78,5.04,21,6
디스플레이 장비,77.78,4.47,14,4
헬스케어,75.86,2.51,22,7
방위산업,75.0,1.92,9,3
게임,75.0,1.86,15,5
IT소프트웨어,74.12,3.78,63,22
유틸리티,73.33,2.51,11,4
조선/기계/중공업,72.09,2.62,31,12
진단기기/의료기기,71.43,0.97,20,8
건설,70.27,1.77,26,11
홈리빙/가구,69.23,2.95,9,4
전력기기,68.97,2.94,20,9
기타,66.67,1.81,10,5
디스플레이 소재,66.67,1.58,6,3
이차전지 장비,64.71,1.54,11,6
유통,64.71,4.67,11,6
정유/화학/가스,62.07,0.81,36,22
미디어,60.87,2.87,14,9
유통/소매,60.87,0.58,14,9
화장품,60.0,3.41,18,12
엔터테인먼트,56.67,-0.45,17,13
통신,54.55,0.76,12,10
음식료,53.85,0.24,28,24
보험,53.85,0.16,7,6
철강/비철금속,52.17,0.14,24,22
바이오/제약/신약개발,44.3,0.15,66,83
이차전지 배터리,40.0,0.02,2,3
이차전지 소재,34.48,-2.53,10,19
원자력,33.33,-0.74,2,4
필수소비재,25.0,1.37,1,3
