Sector,Ratio,MeanChange,NumPos,NumNeg
헬스케어,40.74,-1.89,11,16
미용기기,40.0,2.69,2,3
화장품,37.93,-0.01,11,18
운송/항공/물류,37.04,-0.72,10,17
보험,35.71,-2.12,5,9
엔터테인먼트,35.48,1.58,11,20
자동차,33.33,-2.94,1,2
진단기기/의료기기,32.26,-1.41,10,21
방위산업,30.77,-5.52,4,9
디스플레이 장비,26.67,-7.35,4,11
기타금융,24.14,-3.8,7,22
바이오/제약/신약개발,24.14,-5.4,35,110
유통,23.53,-4.55,4,13
통신,23.53,-4.26,4,13
AI,22.73,-1.59,5,17
게임,22.22,-4.94,4,14
음식료,20.83,-4.44,10,38
의류,20.0,-7.25,5,20
기타,18.18,-7.71,2,9
조선/기계/중공업,17.07,-7.59,7,34
은행,16.67,-6.93,1,5
IT소프트웨어,15.38,-6.76,14,77
창업투자/VC,13.33,-7.81,2,13
홈리빙/가구,12.5,-6.42,1,7
반도체 소재,12.5,-7.07,3,21
유통/소매,12.0,-7.75,3,22
IT하드웨어/반도체,11.83,-9.45,11,82
철강/비철금속,11.63,-11.59,5,38
지주회사,11.43,-7.04,8,62
디스플레이 소재,11.11,-11.62,1,8
로봇,10.0,-9.92,2,18
정유/화학/가스,9.84,-9.99,6,55
유틸리티,7.69,-7.53,1,12
전력기기,7.5,-9.66,3,37
이차전지 장비,6.67,-14.95,1,14
미디어,3.85,-7.46,1,25
이차전지 소재,3.45,-7.46,1,28
건자재,2.94,-13.2,1,33
반도체 장비,2.13,-11.16,1,46
신재생에너지,0.0,-14.12,0,18
증권,0.0,-11.64,0,19
이차전지 배터리,0.0,-16.06,0,3
자동차 부품,0.0,-11.95,0,55
디스플레이 패널,0.0,-13.12,0,2
가전제품,0.0,-8.72,0,8
원자력,0.0,-13.95,0,5
건설,0.0,-15.58,0,33
필수소비재,0.0,-9.5,0,2
