Sector,Ratio,MeanChange,NumPos,NumNeg
미용기기,100.0,54.25,5,0
증권,100.0,32.33,19,0
은행,100.0,8.26,6,0
필수소비재,100.0,3.12,2,0
방위산업,84.62,49.29,11,2
신재생에너지,83.33,46.08,15,3
조선/기계/중공업,82.93,38.75,34,7
지주회사,81.43,22.53,57,13
원자력,80.0,24.55,4,1
화장품,79.31,25.47,23,6
의류,76.0,16.57,19,6
건설,75.76,27.72,25,8
로봇,75.0,45.06,15,5
가전제품,75.0,13.76,6,2
헬스케어,74.07,19.92,20,7
음식료,70.83,16.38,34,14
반도체 소재,70.83,14.62,17,7
전력기기,70.0,20.35,28,12
유틸리티,69.23,6.9,9,4
유통/소매,68.0,7.64,17,8
철강/비철금속,67.44,7.74,29,14
정유/화학/가스,67.21,10.27,41,20
반도체 장비,65.96,14.55,31,16
기타금융,65.52,3.84,19,10
통신,64.71,8.86,11,6
자동차 부품,63.64,21.87,35,20
홈리빙/가구,62.5,6.87,5,3
IT하드웨어/반도체,61.29,13.09,57,36
유통,58.82,17.0,10,7
IT소프트웨어,58.24,21.78,53,38
엔터테인먼트,58.06,21.68,18,13
보험,57.14,9.75,8,6
디스플레이 소재,55.56,5.53,5,4
진단기기/의료기기,54.84,8.15,17,14
기타,54.55,4.27,6,5
AI,54.55,30.3,12,10
바이오/제약/신약개발,54.48,16.84,79,66
창업투자/VC,53.33,16.02,8,7
건자재,47.06,2.08,16,18
디스플레이 장비,46.67,13.69,7,8
미디어,38.46,3.3,10,16
운송/항공/물류,37.04,-3.13,10,17
이차전지 장비,33.33,-3.15,5,10
게임,33.33,-3.58,6,12
이차전지 소재,10.34,-26.98,3,26
이차전지 배터리,0.0,-21.06,0,3
디스플레이 패널,0.0,-7.04,0,2
자동차,0.0,-12.26,0,3
