Sector,Ratio,MeanChange,NumPos,NumNeg
증권,100.0,31.43,19,0
은행,100.0,9.23,6,0
미용기기,100.0,50.96,5,0
조선/기계/중공업,85.37,40.57,35,6
방위산업,84.62,47.97,11,2
화장품,79.31,26.73,23,6
건설,78.79,26.57,26,7
신재생에너지,77.78,43.16,14,4
통신,76.47,15.96,13,4
의류,76.0,18.12,19,6
지주회사,75.71,21.59,53,17
가전제품,75.0,13.02,6,2
헬스케어,74.07,19.88,20,7
유통/소매,72.0,8.8,18,7
반도체 소재,70.83,14.02,17,7
전력기기,70.0,20.19,28,12
철강/비철금속,69.77,7.92,30,13
유틸리티,69.23,7.64,9,4
기타금융,68.97,3.81,20,9
음식료,68.75,15.69,33,15
로봇,65.0,45.15,13,7
정유/화학/가스,63.93,9.78,39,22
IT소프트웨어,62.64,22.03,57,34
홈리빙/가구,62.5,6.41,5,3
반도체 장비,61.7,12.74,29,18
엔터테인먼트,61.29,22.98,19,12
IT하드웨어/반도체,61.29,12.08,57,36
원자력,60.0,18.21,3,2
자동차 부품,60.0,18.64,33,22
창업투자/VC,60.0,16.2,9,6
건자재,58.82,3.75,20,14
보험,57.14,8.56,8,6
디스플레이 소재,55.56,4.37,5,4
AI,54.55,25.71,12,10
기타,54.55,4.53,6,5
바이오/제약/신약개발,54.48,16.3,79,66
유통,52.94,14.53,9,8
진단기기/의료기기,51.61,6.18,16,15
필수소비재,50.0,1.44,1,1
디스플레이 장비,46.67,12.1,7,8
미디어,42.31,3.42,11,15
이차전지 장비,40.0,0.15,6,9
게임,33.33,-4.81,6,12
운송/항공/물류,33.33,-3.89,9,18
이차전지 소재,10.34,-29.06,3,26
자동차,0.0,-15.74,0,3
이차전지 배터리,0.0,-24.37,0,3
디스플레이 패널,0.0,-8.42,0,2
