Sector,Ratio,MeanChange,NumPos,NumNeg
홈리빙/가구,37.5,2.83,3,5
화장품,20.69,-4.04,6,23
의류,20.0,-2.98,5,20
미용기기,20.0,-9.47,1,4
미디어,19.23,0.42,5,21
전력기기,17.5,-8.3,7,33
유통/소매,16.0,-4.49,4,21
반도체 장비,14.89,-5.89,7,40
건자재,14.71,-7.02,5,29
디스플레이 장비,13.33,-9.13,2,13
창업투자/VC,13.33,-8.87,2,13
가전제품,12.5,-6.38,1,7
건설,12.12,0.83,4,29
IT소프트웨어,12.09,-6.89,11,80
지주회사,11.43,-4.59,8,62
게임,11.11,-7.39,2,16
헬스케어,11.11,-7.35,3,24
IT하드웨어/반도체,9.68,-6.89,9,84
철강/비철금속,9.3,-7.67,4,39
자동차 부품,9.09,-5.03,5,50
AI,9.09,-14.54,2,20
바이오/제약/신약개발,8.97,-7.57,13,132
유틸리티,7.69,-8.12,1,12
조선/기계/중공업,7.32,-10.54,3,38
보험,7.14,-6.7,1,13
기타금융,6.9,-4.69,2,27
이차전지 소재,6.9,-10.48,2,27
정유/화학/가스,6.56,-7.63,4,57
진단기기/의료기기,6.45,-6.49,2,29
음식료,6.25,-5.26,3,45
유통,5.88,-6.06,1,16
통신,5.88,-8.99,1,16
신재생에너지,5.56,-7.86,1,17
증권,5.26,-5.14,1,18
반도체 소재,4.17,-8.24,1,23
운송/항공/물류,3.7,-8.84,1,26
엔터테인먼트,3.23,-14.04,1,30
방위산업,0.0,-14.22,0,13
필수소비재,0.0,-2.13,0,2
원자력,0.0,-22.32,0,5
로봇,0.0,-16.48,0,20
자동차,0.0,-5.15,0,3
은행,0.0,-8.36,0,6
이차전지 장비,0.0,-12.72,0,15
이차전지 배터리,0.0,-6.39,0,3
디스플레이 소재,0.0,-8.97,0,9
디스플레이 패널,0.0,-11.0,0,2
기타,0.0,-7.64,0,11
