Sector,Ratio,MeanChange,NumPos,NumNeg
방위산업,100.0,10.73,13,0
디스플레이 패널,100.0,1.77,2,0
증권,94.74,19.49,18,1
유틸리티,92.31,9.42,12,1
신재생에너지,88.89,28.86,16,2
은행,83.33,7.36,5,1
지주회사,82.86,8.85,58,12
기타금융,82.76,3.82,24,5
조선/기계/중공업,80.49,13.08,33,8
전력기기,80.0,12.67,32,8
원자력,80.0,12.19,4,1
보험,78.57,7.58,11,3
의류,76.0,7.49,19,6
가전제품,75.0,7.43,6,2
홈리빙/가구,75.0,1.01,6,2
엔터테인먼트,74.19,7.98,23,8
통신,70.59,1.28,12,5
건설,69.7,2.48,23,10
화장품,68.97,10.11,20,9
진단기기/의료기기,67.74,10.01,21,10
유통,64.71,6.41,11,6
유통/소매,64.0,2.51,16,9
운송/항공/물류,62.96,3.82,17,10
헬스케어,62.96,9.2,17,10
미디어,61.54,2.76,16,10
미용기기,60.0,3.04,3,2
IT소프트웨어,57.14,1.31,52,39
바이오/제약/신약개발,56.55,5.35,82,63
자동차 부품,56.36,0.43,31,24
정유/화학/가스,55.74,1.3,34,27
기타,54.55,4.21,6,5
음식료,54.17,1.09,26,22
반도체 장비,53.19,2.66,25,22
게임,50.0,1.82,9,9
필수소비재,50.0,1.64,1,1
IT하드웨어/반도체,49.46,-0.4,46,47
건자재,47.06,-0.51,16,18
철강/비철금속,46.51,-0.87,20,23
디스플레이 소재,44.44,0.03,4,5
반도체 소재,41.67,1.65,10,14
로봇,40.0,3.78,8,12
자동차,33.33,-2.55,1,2
AI,31.82,-5.31,7,15
창업투자/VC,26.67,-9.33,4,11
이차전지 장비,20.0,-1.65,3,12
디스플레이 장비,20.0,-2.17,3,12
이차전지 소재,17.24,-9.71,5,24
이차전지 배터리,0.0,-10.82,0,3
