Sector,Ratio,MeanChange,NumPos,NumNeg
보험,42.86,-0.24,6,8
조선/기계/중공업,39.53,-0.52,17,26
유틸리티,33.33,-0.75,4,8
은행,33.33,-1.4,2,4
철강/비철금속,32.56,0.9,14,29
홈리빙/가구,30.0,-3.13,3,7
운송/항공/물류,29.63,-1.31,8,19
의류,25.0,-1.3,6,18
디스플레이 장비,25.0,-1.37,4,12
헬스케어,24.14,-1.4,7,22
신재생에너지,22.22,-2.09,4,14
건설,20.0,-0.48,7,28
창업투자/VC,20.0,-1.57,3,12
증권,20.0,-1.11,4,16
기타,20.0,-0.51,2,8
IT소프트웨어,19.15,-1.92,18,76
바이오/제약/신약개발,18.67,-1.89,28,122
유통,17.65,-1.37,3,14
통신,16.67,-1.66,3,15
게임,16.67,-2.28,3,15
정유/화학/가스,16.67,-1.93,10,50
지주회사,15.28,-1.52,11,61
AI,14.29,-1.47,3,18
반도체 소재,13.04,-2.01,3,20
자동차 부품,12.96,-2.25,7,47
반도체 장비,12.77,-2.11,6,41
미디어,12.5,-2.01,3,21
이차전지 소재,11.54,-2.6,3,23
로봇,11.11,-2.36,2,16
화장품,10.71,-3.78,3,25
IT하드웨어/반도체,9.57,-2.2,9,85
건자재,8.82,-2.94,3,31
음식료,8.33,-2.66,4,44
방위산업,7.69,-3.38,1,12
기타금융,6.9,-1.24,2,27
이차전지 장비,6.67,-3.24,1,14
전력기기,2.5,-3.07,1,39
이차전지 배터리,0.0,-1.4,0,3
디스플레이 소재,0.0,-3.16,0,9
필수소비재,0.0,-2.52,0,2
디스플레이 패널,0.0,-3.37,0,3
원자력,0.0,-3.03,0,5
가전제품,0.0,-2.67,0,8
진단기기/의료기기,0.0,-2.6,0,32
미용기기,0.0,-3.22,0,4
엔터테인먼트,0.0,-4.34,0,32
자동차,0.0,-1.7,0,3
