Sector,Ratio,MeanChange,NumPos,NumNeg
은행,83.33,0.78,5,1
기타금융,82.76,1.86,24,5
건설,81.82,6.61,27,6
방위산업,76.92,3.51,10,3
조선/기계/중공업,75.61,4.42,31,10
홈리빙/가구,75.0,5.35,6,2
증권,73.68,3.52,14,5
의류,68.0,1.64,17,8
건자재,67.65,2.38,23,11
지주회사,64.29,0.42,45,25
철강/비철금속,60.47,0.17,26,17
창업투자/VC,53.33,2.7,8,7
바이오/제약/신약개발,53.1,1.83,77,68
통신,52.94,1.03,9,8
정유/화학/가스,50.82,-0.27,31,30
디스플레이 패널,50.0,-2.47,1,1
필수소비재,50.0,-0.33,1,1
유통,47.06,-0.16,8,9
진단기기/의료기기,41.94,0.99,13,18
자동차 부품,41.82,-0.34,23,32
AI,40.91,0.98,9,13
음식료,39.58,-1.19,19,29
엔터테인먼트,38.71,-0.77,12,19
미디어,38.46,0.21,10,16
유틸리티,38.46,-0.63,5,8
가전제품,37.5,-0.46,3,5
기타,36.36,-0.62,4,7
보험,35.71,-1.5,5,9
로봇,35.0,-1.59,7,13
IT소프트웨어,34.07,-0.85,31,60
이차전지 배터리,33.33,-1.33,1,2
게임,33.33,-1.58,6,12
자동차,33.33,2.78,1,2
유통/소매,32.0,-0.33,8,17
IT하드웨어/반도체,31.18,-2.22,29,64
헬스케어,29.63,-2.45,8,19
화장품,24.14,-2.02,7,22
운송/항공/물류,22.22,-1.66,6,21
미용기기,20.0,-2.88,1,4
디스플레이 장비,20.0,-6.32,3,12
원자력,20.0,-4.84,1,4
전력기기,17.5,-5.44,7,33
디스플레이 소재,11.11,-2.97,1,8
이차전지 소재,6.9,-6.56,2,27
이차전지 장비,6.67,-8.29,1,14
반도체 소재,4.17,-6.11,1,23
반도체 장비,2.13,-7.98,1,46
신재생에너지,0.0,-5.6,0,18
