Sector,Ratio,MeanChange,NumPos,NumNeg
디스플레이 패널,100.0,9.35,3,0
방위산업,92.31,10.11,12,1
유틸리티,91.67,9.67,11,1
증권,90.0,17.41,18,2
신재생에너지,88.89,26.04,16,2
지주회사,83.33,8.6,60,12
은행,83.33,6.27,5,1
의류,83.33,8.6,20,4
기타금융,82.76,3.9,24,5
원자력,80.0,17.08,4,1
조선/기계/중공업,79.07,12.35,34,9
보험,78.57,6.65,11,3
전력기기,75.0,12.81,30,10
미용기기,75.0,7.35,3,1
가전제품,75.0,7.16,6,2
엔터테인먼트,71.88,8.8,23,9
진단기기/의료기기,71.88,10.56,23,9
화장품,71.43,9.95,20,8
미디어,70.83,3.62,17,7
홈리빙/가구,70.0,-1.59,7,3
기타,70.0,1.96,7,3
건설,68.57,2.53,24,11
통신,66.67,4.16,12,6
헬스케어,65.52,10.8,19,10
유통,64.71,5.59,11,6
운송/항공/물류,62.96,3.17,17,10
바이오/제약/신약개발,58.0,5.06,87,63
IT소프트웨어,56.38,1.95,53,41
자동차 부품,55.56,0.21,30,24
반도체 장비,55.32,1.94,26,21
정유/화학/가스,55.0,1.0,33,27
게임,50.0,1.29,9,9
음식료,50.0,0.58,24,24
필수소비재,50.0,2.0,1,1
철강/비철금속,46.51,0.14,20,23
IT하드웨어/반도체,45.74,0.7,43,51
로봇,44.44,4.42,8,10
디스플레이 소재,44.44,-0.52,4,5
건자재,44.12,-1.07,15,19
반도체 소재,43.48,1.76,10,13
자동차,33.33,-2.86,1,2
AI,28.57,-5.19,6,15
창업투자/VC,20.0,-9.72,3,12
이차전지 장비,20.0,-1.35,3,12
디스플레이 장비,18.75,-3.22,3,13
이차전지 소재,15.38,-9.9,4,22
이차전지 배터리,0.0,-10.03,0,3
