Sector,Ratio,MeanChange,NumPos,NumNeg
자동차,100.0,8.22,3,0
유틸리티,92.31,5.2,12,1
가전제품,75.0,2.09,6,2
자동차 부품,67.27,4.91,37,18
운송/항공/물류,66.67,3.45,18,9
이차전지 배터리,66.67,2.82,2,1
유통/소매,60.0,3.64,15,10
건자재,58.82,2.04,20,14
보험,57.14,3.96,8,6
기타,54.55,2.1,6,5
미디어,53.85,0.4,14,12
디스플레이 장비,53.33,1.1,8,7
유통,52.94,1.2,9,8
지주회사,52.86,0.49,37,33
게임,50.0,-1.46,9,9
홈리빙/가구,50.0,-0.25,4,4
디스플레이 패널,50.0,-0.7,1,1
철강/비철금속,48.84,0.48,21,22
기타금융,48.28,0.54,14,15
정유/화학/가스,47.54,-0.23,29,32
이차전지 장비,46.67,3.67,7,8
조선/기계/중공업,46.34,0.8,19,22
디스플레이 소재,44.44,-0.43,4,5
음식료,43.75,0.85,21,27
원자력,40.0,-0.28,2,3
창업투자/VC,40.0,-0.48,6,9
미용기기,40.0,-0.56,2,3
화장품,37.93,-0.14,11,18
헬스케어,37.04,-1.21,10,17
증권,36.84,-0.69,7,12
IT소프트웨어,36.26,-0.25,33,58
전력기기,35.0,0.42,14,26
건설,33.33,-0.43,11,22
은행,33.33,0.01,2,4
바이오/제약/신약개발,32.41,0.1,47,98
엔터테인먼트,32.26,0.05,10,21
의류,32.0,-0.65,8,17
반도체 장비,31.91,-1.0,15,32
방위산업,30.77,0.91,4,9
로봇,30.0,-0.3,6,14
통신,29.41,-2.3,5,12
반도체 소재,29.17,1.59,7,17
이차전지 소재,27.59,-0.41,8,21
진단기기/의료기기,25.81,-1.05,8,23
IT하드웨어/반도체,23.66,-1.12,22,71
AI,13.64,-1.59,3,19
신재생에너지,11.11,-4.55,2,16
필수소비재,0.0,-1.83,0,2
