Sector,Ratio,MeanChange,NumPos,NumNeg
필수소비재,100.0,1.89,2,0
미용기기,100.0,62.07,4,0
증권,100.0,39.85,20,0
은행,100.0,11.76,6,0
방위산업,92.31,54.05,12,1
조선/기계/중공업,90.7,49.58,39,4
홈리빙/가구,90.0,12.6,9,1
화장품,89.29,39.63,25,3
건설,88.57,23.56,31,4
가전제품,87.5,21.44,7,1
의류,87.5,26.07,21,3
지주회사,85.33,31.87,64,11
신재생에너지,84.21,52.29,16,3
유틸리티,83.33,14.89,10,2
반도체 장비,82.98,21.47,39,8
원자력,80.0,24.36,4,1
헬스케어,79.31,25.97,23,6
기타금융,79.31,6.04,23,6
음식료,79.17,21.42,38,10
반도체 소재,78.26,22.13,18,5
통신,77.78,30.88,14,4
디스플레이 장비,75.0,19.72,12,4
로봇,73.68,67.04,14,5
IT소프트웨어,73.4,34.16,69,25
정유/화학/가스,73.33,15.64,44,16
전력기기,72.5,28.13,29,11
철강/비철금속,72.09,12.87,31,12
IT하드웨어/반도체,70.53,21.53,67,28
자동차 부품,67.27,18.14,37,18
디스플레이 패널,66.67,7.49,2,1
창업투자/VC,66.67,24.97,10,5
디스플레이 소재,66.67,9.38,6,3
보험,64.29,14.56,9,5
진단기기/의료기기,62.5,9.73,20,12
엔터테인먼트,62.5,28.51,20,12
AI,61.9,38.04,13,8
건자재,61.76,8.29,21,13
기타,60.0,10.49,6,4
유통,58.82,19.24,10,7
바이오/제약/신약개발,58.0,17.57,87,63
미디어,56.0,5.84,14,11
이차전지 장비,53.33,9.07,8,7
운송/항공/물류,48.15,0.08,13,14
게임,33.33,-5.19,6,12
이차전지 소재,11.54,-25.98,3,23
이차전지 배터리,0.0,-20.4,0,3
자동차,0.0,-13.29,0,3
