Sector,Ratio,MeanChange,NumPos,NumNeg
미용기기,100.0,54.14,5,0
필수소비재,100.0,2.62,2,0
은행,100.0,7.58,6,0
가전제품,87.5,16.76,7,1
조선/기계/중공업,85.37,39.23,35,6
방위산업,84.62,37.31,11,2
증권,84.21,19.69,16,3
신재생에너지,83.33,48.84,15,3
로봇,80.0,57.65,16,4
원자력,80.0,19.74,4,1
반도체 소재,79.17,13.64,19,5
헬스케어,77.78,24.29,21,6
홈리빙/가구,75.0,10.74,6,2
전력기기,75.0,24.95,30,10
AI,72.73,45.15,16,6
화장품,72.41,26.85,21,8
의류,72.0,14.58,18,7
유통/소매,72.0,10.01,18,7
통신,70.59,13.23,12,5
IT소프트웨어,68.13,25.35,62,29
건설,66.67,27.87,22,11
디스플레이 장비,66.67,12.88,10,5
지주회사,65.71,13.67,46,24
기타금융,65.52,3.16,19,10
음식료,64.58,14.73,31,17
엔터테인먼트,64.52,24.26,20,11
반도체 장비,63.83,11.94,30,17
기타,63.64,4.6,7,4
철강/비철금속,62.79,6.01,27,16
정유/화학/가스,60.66,6.06,37,24
IT하드웨어/반도체,60.22,12.04,56,37
창업투자/VC,60.0,14.67,9,6
진단기기/의료기기,58.06,9.89,18,13
디스플레이 소재,55.56,4.14,5,4
유틸리티,53.85,7.02,7,6
건자재,52.94,5.03,18,16
유통,52.94,16.25,9,8
바이오/제약/신약개발,51.03,19.51,74,71
보험,50.0,5.01,7,7
자동차 부품,49.09,20.86,27,28
미디어,46.15,3.58,12,14
운송/항공/물류,40.74,-1.49,11,16
게임,38.89,-3.71,7,11
이차전지 장비,26.67,-8.37,4,11
이차전지 소재,6.9,-31.06,2,27
이차전지 배터리,0.0,-22.83,0,3
자동차,0.0,-17.28,0,3
디스플레이 패널,0.0,-10.47,0,2
