Sector,Ratio,MeanChange,NumPos,NumNeg
필수소비재,50.0,-7.12,1,1
자동차,33.33,-13.44,1,2
기타금융,31.03,-2.59,9,20
방위산업,30.77,-3.94,4,9
건설,27.27,-5.32,9,24
조선/기계/중공업,24.39,-9.61,10,31
바이오/제약/신약개발,17.93,-8.25,26,119
통신,17.65,-13.83,3,14
은행,16.67,-10.71,1,5
유통/소매,16.0,-9.51,4,21
헬스케어,14.81,-12.36,4,23
엔터테인먼트,12.9,-14.27,4,27
정유/화학/가스,11.48,-13.29,7,54
게임,11.11,-10.94,2,16
운송/항공/물류,11.11,-10.74,3,24
지주회사,8.57,-10.02,6,64
유틸리티,7.69,-6.75,1,12
자동차 부품,7.27,-16.13,4,51
보험,7.14,-7.54,1,13
철강/비철금속,6.98,-15.96,3,40
이차전지 소재,6.9,-27.26,2,27
창업투자/VC,6.67,-11.95,1,14
진단기기/의료기기,6.45,-13.5,2,29
음식료,6.25,-12.45,3,45
유통,5.88,-7.96,1,16
IT하드웨어/반도체,5.38,-23.13,5,88
증권,5.26,-6.66,1,18
전력기기,5.0,-23.04,2,38
AI,4.55,-23.84,1,21
IT소프트웨어,4.4,-16.95,4,87
반도체 소재,4.17,-23.7,1,23
화장품,3.45,-18.91,1,28
건자재,2.94,-10.97,1,33
신재생에너지,0.0,-22.33,0,18
디스플레이 소재,0.0,-28.57,0,9
반도체 장비,0.0,-31.13,0,47
가전제품,0.0,-20.3,0,8
미디어,0.0,-12.91,0,26
디스플레이 패널,0.0,-22.8,0,2
미용기기,0.0,-22.9,0,5
의류,0.0,-11.9,0,25
디스플레이 장비,0.0,-26.81,0,15
이차전지 배터리,0.0,-15.06,0,3
원자력,0.0,-31.32,0,5
이차전지 장비,0.0,-28.22,0,15
홈리빙/가구,0.0,-10.46,0,8
로봇,0.0,-24.34,0,20
기타,0.0,-9.97,0,11
