Sector,Ratio,MeanChange,NumPos,NumNeg
미용기기,80.0,33.57,4,1
이차전지 배터리,66.67,2.99,2,1
은행,66.67,25.26,4,2
화장품,62.07,8.08,18,11
디스플레이 장비,53.33,6.21,8,7
필수소비재,50.0,-3.94,1,1
디스플레이 패널,50.0,-7.82,1,1
이차전지 소재,44.83,30.88,13,16
조선/기계/중공업,41.46,-1.74,17,24
엔터테인먼트,38.71,3.06,12,19
철강/비철금속,37.21,1.82,16,27
지주회사,37.14,0.52,26,44
운송/항공/물류,37.04,6.4,10,17
기타,36.36,-8.39,4,7
의류,36.0,-4.6,9,16
보험,35.71,-1.82,5,9
자동차,33.33,-10.39,1,2
헬스케어,33.33,-8.86,9,18
디스플레이 소재,33.33,10.32,3,6
정유/화학/가스,32.79,-4.69,20,41
유통/소매,32.0,3.71,8,17
자동차 부품,30.91,-5.25,17,38
방위산업,30.77,0.94,4,9
유통,29.41,-2.36,5,12
반도체 소재,29.17,-7.09,7,17
신재생에너지,27.78,-2.06,5,13
게임,27.78,-9.95,5,13
전력기기,27.5,-7.01,11,29
미디어,26.92,-4.37,7,19
가전제품,25.0,-12.16,2,6
로봇,25.0,-2.1,5,15
통신,23.53,-10.31,4,13
유틸리티,23.08,2.21,3,10
음식료,22.92,-10.1,11,37
진단기기/의료기기,22.58,-15.03,7,24
IT하드웨어/반도체,22.58,-9.19,21,72
창업투자/VC,20.0,-12.72,3,12
원자력,20.0,-16.94,1,4
이차전지 장비,20.0,-8.29,3,12
IT소프트웨어,19.78,-7.1,18,73
반도체 장비,14.89,-13.83,7,40
건자재,14.71,-14.6,5,29
바이오/제약/신약개발,13.1,-15.59,19,126
건설,12.12,-13.78,4,29
증권,10.53,-13.62,2,17
AI,4.55,-19.02,1,21
기타금융,3.45,-13.32,1,28
홈리빙/가구,0.0,-16.09,0,8
