Sector,Ratio,MeanChange,NumPos,NumNeg
필수소비재,100.0,7.29,4,0
유틸리티,100.0,5.79,15,0
미용기기,100.0,15.75,5,0
신재생에너지,95.0,26.49,19,1
증권,94.74,8.02,18,1
창업투자/VC,93.33,25.33,14,1
홈리빙/가구,92.31,7.72,12,1
건설,91.89,30.36,34,3
엔터테인먼트,90.0,12.55,27,3
디스플레이 소재,88.89,10.47,8,1
조선/기계/중공업,88.37,15.76,38,5
이차전지 장비,88.24,7.48,15,2
AI,87.5,15.86,21,3
IT소프트웨어,87.06,13.2,74,11
미디어,86.96,18.09,20,3
유통/소매,86.96,7.28,20,3
지주회사,86.67,6.99,52,8
기타,86.67,11.5,13,2
전력기기,86.21,9.41,25,4
진단기기/의료기기,85.71,6.78,24,4
기타금융,84.38,3.69,27,5
원자력,83.33,15.77,5,1
건자재,83.33,18.93,25,5
헬스케어,82.76,8.37,24,5
이차전지 소재,82.76,7.56,24,5
음식료,82.69,5.72,43,9
유통,82.35,5.41,14,3
통신,81.82,8.51,18,4
정유/화학/가스,81.03,5.67,47,11
은행,80.0,7.94,8,2
가전제품,80.0,4.11,8,2
이차전지 배터리,80.0,5.08,4,1
바이오/제약/신약개발,75.17,8.8,112,37
방위산업,75.0,10.53,9,3
의류,70.37,6.22,19,8
화장품,66.67,9.17,20,10
IT하드웨어/반도체,64.89,3.31,61,33
반도체 소재,63.64,3.5,14,8
철강/비철금속,63.04,4.99,29,17
자동차 부품,61.67,4.66,37,23
디스플레이 장비,61.11,5.71,11,7
게임,60.0,6.5,12,8
운송/항공/물류,58.62,3.13,17,12
보험,53.85,3.16,7,6
반도체 장비,46.0,0.88,23,27
자동차,0.0,-6.77,0,3
디스플레이 패널,0.0,-3.05,0,2
