Sector,Ratio,MeanChange,NumPos,NumNeg
디스플레이 패널,100.0,4.08,2,0
로봇,90.0,9.98,18,2
증권,89.47,4.66,17,2
의류,88.0,3.95,22,3
홈리빙/가구,87.5,3.28,7,1
기타,81.82,4.21,9,2
원자력,80.0,4.52,4,1
지주회사,78.57,3.44,55,15
전력기기,77.5,2.39,31,9
반도체 소재,75.0,3.1,18,6
신재생에너지,72.22,6.53,13,5
IT하드웨어/반도체,72.04,2.19,67,26
보험,71.43,2.74,10,4
유틸리티,69.23,2.03,9,4
반도체 장비,68.09,2.01,32,15
게임,66.67,1.49,12,6
은행,66.67,-0.46,4,2
자동차,66.67,1.61,2,1
디스플레이 소재,66.67,0.07,6,3
조선/기계/중공업,65.85,2.77,27,14
기타금융,65.52,1.92,19,10
가전제품,62.5,4.31,5,3
창업투자/VC,60.0,-1.42,9,6
자동차 부품,60.0,0.64,33,22
운송/항공/물류,59.26,2.48,16,11
AI,59.09,3.76,13,9
미디어,57.69,1.15,15,11
IT소프트웨어,56.04,0.91,51,40
건자재,55.88,0.84,19,15
바이오/제약/신약개발,55.86,2.21,81,64
헬스케어,55.56,1.48,15,12
진단기기/의료기기,54.84,1.76,17,14
음식료,54.17,0.5,26,22
철강/비철금속,53.49,-0.16,23,20
유통,52.94,0.96,9,8
유통/소매,52.0,-0.67,13,12
정유/화학/가스,49.18,-0.33,30,31
건설,48.48,-1.93,16,17
엔터테인먼트,48.39,1.95,15,16
디스플레이 장비,46.67,-1.32,7,8
화장품,41.38,0.74,12,17
미용기기,40.0,-2.29,2,3
방위산업,38.46,-1.86,5,8
통신,35.29,-2.8,6,11
이차전지 소재,34.48,-1.6,10,19
이차전지 배터리,33.33,-0.22,1,2
이차전지 장비,13.33,-3.27,2,13
필수소비재,0.0,-1.9,0,2
