Sector,Ratio,MeanChange,NumPos,NumNeg
가전제품,100.0,2.26,8,0
디스플레이 패널,100.0,1.38,2,0
유틸리티,92.31,3.04,12,1
홈리빙/가구,87.5,1.33,7,1
방위산업,84.62,3.41,11,2
의류,84.0,1.35,21,4
건설,81.82,0.6,27,6
운송/항공/물류,81.48,1.59,22,5
원자력,80.0,1.89,4,1
정유/화학/가스,78.69,2.16,48,13
보험,78.57,0.71,11,3
엔터테인먼트,77.42,1.14,24,7
철강/비철금속,76.74,1.01,33,10
이차전지 소재,75.86,0.99,22,7
전력기기,72.5,0.91,29,11
통신,70.59,1.09,12,5
유통,70.59,1.73,12,5
헬스케어,70.37,2.67,19,8
지주회사,70.0,1.18,49,21
로봇,70.0,6.62,14,6
IT하드웨어/반도체,69.89,0.97,65,28
건자재,67.65,0.7,23,11
반도체 소재,66.67,0.66,16,8
디스플레이 소재,66.67,0.42,6,3
이차전지 배터리,66.67,-0.1,2,1
기타,63.64,0.04,7,4
AI,63.64,2.05,14,8
조선/기계/중공업,63.41,0.54,26,15
IT소프트웨어,62.64,1.26,57,34
음식료,62.5,0.31,30,18
바이오/제약/신약개발,60.0,0.71,87,58
디스플레이 장비,60.0,0.61,9,6
미용기기,60.0,1.25,3,2
이차전지 장비,60.0,-0.28,9,6
화장품,58.62,0.89,17,12
진단기기/의료기기,58.06,0.87,18,13
게임,55.56,1.36,10,8
신재생에너지,55.56,0.2,10,8
자동차 부품,52.73,0.13,29,26
증권,52.63,0.3,10,9
유통/소매,52.0,0.37,13,12
기타금융,51.72,-0.28,15,14
창업투자/VC,46.67,0.11,7,8
미디어,46.15,-0.1,12,14
반도체 장비,44.68,0.01,21,26
자동차,33.33,-0.86,1,2
은행,16.67,-2.15,1,5
필수소비재,0.0,-0.79,0,2
