Sector,Ratio,MeanChange,NumPos,NumNeg
증권,100.0,26.25,19,0
가전제품,100.0,8.5,8,0
디스플레이 패널,100.0,2.48,2,0
유틸리티,100.0,10.9,13,0
자동차,100.0,2.14,3,0
방위산업,92.31,8.4,12,1
의류,92.0,12.63,23,2
지주회사,90.0,16.78,63,7
유통,88.24,11.6,15,2
홈리빙/가구,87.5,1.33,7,1
보험,85.71,15.98,12,2
은행,83.33,8.25,5,1
기타금융,82.76,4.71,24,5
전력기기,80.0,11.65,32,8
원자력,80.0,18.64,4,1
화장품,79.31,10.82,23,6
건설,78.79,8.37,26,7
조선/기계/중공업,78.05,9.71,32,9
헬스케어,77.78,9.93,21,6
미디어,76.92,4.18,20,6
운송/항공/물류,70.37,5.01,19,8
유통/소매,68.0,2.85,17,8
음식료,64.58,4.24,31,17
엔터테인먼트,64.52,8.74,20,11
바이오/제약/신약개발,64.14,6.53,93,52
건자재,61.76,3.48,21,13
게임,61.11,1.89,11,7
신재생에너지,61.11,9.08,11,7
자동차 부품,60.0,1.99,33,22
미용기기,60.0,4.6,3,2
진단기기/의료기기,58.06,5.47,18,13
철강/비철금속,55.81,0.96,24,19
반도체 장비,55.32,4.2,26,21
IT소프트웨어,54.95,4.57,50,41
기타,54.55,6.52,6,5
정유/화학/가스,54.1,2.34,33,28
IT하드웨어/반도체,51.61,0.93,48,45
필수소비재,50.0,2.65,1,1
창업투자/VC,46.67,-3.12,7,8
이차전지 장비,46.67,-1.48,7,8
로봇,45.0,6.24,9,11
디스플레이 소재,44.44,-0.8,4,5
반도체 소재,41.67,1.33,10,14
통신,41.18,-0.59,7,10
AI,40.91,-0.68,9,13
이차전지 배터리,33.33,-7.07,1,2
디스플레이 장비,33.33,-0.81,5,10
이차전지 소재,20.69,-9.33,6,23
