Sector,Ratio,MeanChange,NumPos,NumNeg
필수소비재,100.0,4.56,2,0
AI,40.91,-3.7,9,13
기타,36.36,-1.91,4,7
창업투자/VC,33.33,-0.67,5,10
건설,30.3,6.56,10,23
헬스케어,29.63,-9.16,8,19
IT소프트웨어,28.57,-2.16,26,65
게임,27.78,-7.84,5,13
홈리빙/가구,25.0,1.82,2,6
음식료,25.0,-4.03,12,36
유통/소매,24.0,-4.64,6,19
신재생에너지,22.22,-8.18,4,14
보험,21.43,-7.34,3,11
미용기기,20.0,-6.27,1,4
진단기기/의료기기,19.35,-10.46,6,25
미디어,19.23,-6.82,5,21
철강/비철금속,18.6,-11.1,8,35
건자재,17.65,-6.61,6,28
유통,17.65,-4.16,3,14
화장품,17.24,-10.86,5,24
엔터테인먼트,16.13,-10.38,5,26
유틸리티,15.38,-5.18,2,11
자동차 부품,14.55,-7.77,8,47
지주회사,14.29,-6.93,10,60
바이오/제약/신약개발,13.79,-8.3,20,125
정유/화학/가스,13.11,-10.99,8,53
의류,12.0,-7.87,3,22
디스플레이 소재,11.11,-21.09,1,8
기타금융,10.34,-4.54,3,26
전력기기,10.0,-16.97,4,36
조선/기계/중공업,9.76,-11.09,4,37
IT하드웨어/반도체,9.68,-16.79,9,84
방위산업,7.69,-16.71,1,12
이차전지 장비,6.67,-17.5,1,14
디스플레이 장비,6.67,-18.16,1,14
반도체 장비,6.38,-17.91,3,44
로봇,5.0,-22.48,1,19
반도체 소재,4.17,-15.46,1,23
운송/항공/물류,0.0,-12.74,0,27
원자력,0.0,-22.99,0,5
자동차,0.0,-13.2,0,3
증권,0.0,-10.31,0,19
은행,0.0,-10.19,0,6
통신,0.0,-14.31,0,17
이차전지 소재,0.0,-22.62,0,29
이차전지 배터리,0.0,-14.07,0,3
디스플레이 패널,0.0,-17.44,0,2
가전제품,0.0,-11.45,0,8
