Sector,Ratio,MeanChange,NumPos,NumNeg
디스플레이 패널,100.0,4.91,2,0
필수소비재,100.0,5.46,2,0
보험,92.86,34.3,13,1
증권,89.47,22.11,17,2
홈리빙/가구,87.5,20.26,7,1
유틸리티,84.62,12.6,11,2
은행,83.33,35.02,5,1
화장품,75.86,38.3,22,7
기타금융,75.86,6.42,22,7
전력기기,70.0,67.47,28,12
조선/기계/중공업,68.29,22.04,28,13
건자재,67.65,7.9,23,11
지주회사,67.14,10.28,47,23
자동차,66.67,20.96,2,1
건설,66.67,5.49,22,11
디스플레이 장비,66.67,16.53,10,5
음식료,60.42,19.36,29,19
의류,60.0,2.49,15,10
미용기기,60.0,29.55,3,2
반도체 장비,57.45,22.5,27,20
디스플레이 소재,55.56,18.25,5,4
자동차 부품,54.55,11.88,30,25
바이오/제약/신약개발,48.97,19.45,71,74
철강/비철금속,48.84,0.64,21,22
유통,47.06,3.4,8,9
창업투자/VC,46.67,69.59,7,8
반도체 소재,45.83,2.98,11,13
기타,45.45,0.39,5,6
게임,44.44,2.61,8,10
정유/화학/가스,44.26,2.02,27,34
원자력,40.0,10.55,2,3
방위산업,38.46,11.2,5,8
가전제품,37.5,3.15,3,5
유통/소매,36.0,-5.16,9,16
통신,35.29,-12.65,6,11
이차전지 소재,34.48,11.88,10,19
이차전지 배터리,33.33,17.3,1,2
IT하드웨어/반도체,32.26,-3.96,30,63
미디어,30.77,-8.96,8,18
IT소프트웨어,27.47,-4.02,25,66
진단기기/의료기기,25.81,-2.91,8,23
운송/항공/물류,22.22,-6.59,6,21
로봇,20.0,-18.74,4,16
엔터테인먼트,19.35,-17.49,6,25
헬스케어,18.52,-8.43,5,22
AI,18.18,-1.75,4,18
신재생에너지,16.67,-11.73,3,15
이차전지 장비,13.33,-10.47,2,13
