Sector,Ratio,MeanChange,NumPos,NumNeg
유틸리티,100.0,1.57,15,0
디스플레이 패널,100.0,2.64,2,0
원자력,100.0,6.89,6,0
미용기기,100.0,6.33,5,0
자동차,100.0,2.75,3,0
게임,95.0,3.4,19,1
증권,94.74,4.21,18,1
유통,94.12,2.34,16,1
기타금융,93.75,2.14,30,2
이차전지 소재,93.1,5.53,27,2
보험,92.31,3.21,12,1
지주회사,90.0,3.73,54,6
이차전지 장비,88.24,4.39,15,2
엔터테인먼트,86.67,4.98,26,4
운송/항공/물류,82.76,2.12,24,5
전력기기,82.76,6.15,24,5
유통/소매,82.61,1.57,19,4
IT하드웨어/반도체,80.85,2.75,76,18
건자재,80.0,7.88,24,6
기타,80.0,2.54,12,3
반도체 장비,80.0,3.02,40,10
은행,80.0,2.34,8,2
이차전지 배터리,80.0,2.86,4,1
정유/화학/가스,77.59,2.59,45,13
통신,77.27,0.94,17,5
자동차 부품,76.67,0.62,46,14
건설,75.68,0.65,28,9
신재생에너지,75.0,4.62,15,5
의류,74.07,2.23,20,7
음식료,73.08,0.95,38,14
반도체 소재,72.73,2.51,16,6
디스플레이 장비,72.22,3.4,13,5
철강/비철금속,71.74,0.13,33,13
가전제품,70.0,1.58,7,3
화장품,70.0,1.92,21,9
홈리빙/가구,69.23,-0.13,9,4
IT소프트웨어,68.24,2.01,58,27
디스플레이 소재,66.67,1.98,6,3
방위산업,66.67,0.73,8,4
헬스케어,65.52,2.07,19,10
진단기기/의료기기,64.29,0.72,18,10
미디어,60.87,-0.06,14,9
조선/기계/중공업,60.47,3.43,26,17
바이오/제약/신약개발,52.35,0.03,78,71
필수소비재,50.0,1.46,2,2
AI,33.33,-0.84,8,16
창업투자/VC,26.67,-2.84,4,11
