Sector,Ratio,MeanChange,NumPos,NumNeg
디스플레이 소재,100.0,69.72,9,0
이차전지 배터리,100.0,22.34,3,0
디스플레이 장비,93.33,55.4,14,1
가전제품,87.5,10.14,7,1
반도체 장비,87.23,67.47,41,6
이차전지 장비,86.67,59.47,13,2
자동차 부품,85.45,45.2,47,8
반도체 소재,83.33,62.86,20,4
조선/기계/중공업,82.93,27.02,34,7
미용기기,80.0,93.38,4,1
전력기기,80.0,39.81,32,8
원자력,80.0,27.54,4,1
AI,72.73,125.57,16,6
이차전지 소재,72.41,103.17,21,8
IT하드웨어/반도체,72.04,37.69,67,26
건자재,70.59,17.76,24,10
로봇,70.0,60.58,14,6
철강/비철금속,69.77,38.44,30,13
방위산업,69.23,18.17,9,4
자동차,66.67,11.6,2,1
건설,66.67,3.9,22,11
증권,63.16,8.0,12,7
헬스케어,62.96,35.39,17,10
화장품,62.07,29.57,18,11
신재생에너지,61.11,56.82,11,7
지주회사,60.0,10.88,42,28
정유/화학/가스,59.02,15.69,36,25
창업투자/VC,53.33,15.21,8,7
의류,52.0,6.73,13,12
진단기기/의료기기,51.61,24.09,16,15
IT소프트웨어,50.55,27.73,46,45
미디어,50.0,-1.05,13,13
디스플레이 패널,50.0,9.72,1,1
필수소비재,50.0,-0.75,1,1
유통,47.06,2.75,8,9
유틸리티,46.15,-8.08,6,7
음식료,43.75,4.6,21,27
보험,42.86,11.35,6,8
바이오/제약/신약개발,42.07,6.4,61,84
통신,41.18,2.6,7,10
운송/항공/물류,37.04,-3.97,10,17
엔터테인먼트,35.48,-0.28,11,20
기타금융,34.48,5.23,10,19
게임,33.33,0.62,6,12
은행,33.33,-4.9,2,4
유통/소매,32.0,-6.45,8,17
기타,27.27,-3.93,3,8
홈리빙/가구,25.0,2.98,2,6
