Sector,Ratio,MeanChange,NumPos,NumNeg
신재생에너지,88.46,19.61,23,3
미용기기,86.67,8.31,13,2
엔터테인먼트,75.0,7.59,27,9
기타,73.68,6.95,70,25
원자력,70.0,1.34,7,3
금융,69.52,6.21,73,32
필수소비재,68.66,3.6,46,21
화장품,68.42,8.88,26,12
IT소프트웨어,68.09,7.5,96,45
건설/건자재,67.62,14.42,71,34
AI,66.67,8.4,24,12
조선/기계/중공업,63.29,4.51,50,29
미디어,61.54,15.22,24,15
헬스케어/진단,59.77,2.58,52,35
바이오/신약개발,59.57,6.64,112,76
유통/소매,57.45,2.9,27,20
정유/화학/가스,55.56,-0.12,40,32
통신,54.29,2.66,19,16
의류,53.49,10.57,23,20
방위산업,52.94,1.6,9,8
지주회사,52.86,4.54,37,33
철강/비철금속,50.79,1.4,32,31
게임,45.83,1.12,11,13
자동차 부품,45.0,1.03,54,66
유틸리티,43.48,1.49,10,13
반도체 소재,42.42,-2.33,14,19
IT하드웨어/반도체,36.94,-2.77,58,99
디스플레이 소재,35.71,-2.58,5,9
운송/항공/물류,34.29,0.32,12,23
이차전지 배터리,33.33,-3.07,2,4
디스플레이 장비,22.22,-4.99,6,21
반도체 장비,21.21,-6.08,14,52
이차전지 소재,20.0,-6.63,7,28
이차전지 장비,12.0,-5.45,3,22
디스플레이 패널,0.0,-9.59,0,1
자동차,0.0,-13.66,0,3
