Sector,Ratio,MeanChange,NumPos,NumNeg
필수소비재,100.0,2.88,2,0
미용기기,100.0,54.36,5,0
은행,100.0,8.49,6,0
증권,89.47,20.77,17,2
방위산업,84.62,45.55,11,2
신재생에너지,83.33,39.69,15,3
조선/기계/중공업,82.93,34.85,34,7
원자력,80.0,18.1,4,1
건설,78.79,22.81,26,7
화장품,75.86,24.44,22,7
가전제품,75.0,12.05,6,2
헬스케어,74.07,19.08,20,7
의류,72.0,14.37,18,7
지주회사,71.43,16.51,50,20
반도체 소재,70.83,12.49,17,7
로봇,70.0,48.61,14,6
유틸리티,69.23,6.16,9,4
전력기기,67.5,18.59,27,13
정유/화학/가스,67.21,7.65,41,20
기타금융,65.52,3.05,19,10
음식료,64.58,14.4,31,17
유통/소매,64.0,7.45,16,9
IT소프트웨어,63.74,22.36,58,33
기타,63.64,4.18,7,4
철강/비철금속,62.79,5.49,27,16
홈리빙/가구,62.5,6.77,5,3
엔터테인먼트,61.29,21.31,19,12
AI,59.09,36.04,13,9
통신,58.82,10.18,10,7
진단기기/의료기기,58.06,6.35,18,13
반도체 장비,57.45,9.58,27,20
디스플레이 소재,55.56,1.57,5,4
IT하드웨어/반도체,54.84,10.59,51,42
자동차 부품,54.55,16.7,30,25
유통,52.94,15.91,9,8
바이오/제약/신약개발,50.34,16.54,73,72
보험,50.0,7.96,7,7
건자재,47.06,2.69,16,18
미디어,42.31,3.19,11,15
창업투자/VC,40.0,14.2,6,9
게임,38.89,-3.9,7,11
디스플레이 장비,33.33,10.52,5,10
운송/항공/물류,29.63,-4.9,8,19
이차전지 장비,26.67,-5.2,4,11
이차전지 소재,10.34,-29.25,3,26
이차전지 배터리,0.0,-23.17,0,3
디스플레이 패널,0.0,-8.38,0,2
자동차,0.0,-15.58,0,3
