Sector,Ratio,MeanChange,NumPos,NumNeg
이차전지 배터리,100.0,4.7,3,0
자동차,100.0,2.74,3,0
음식료,87.5,4.13,42,6
자동차 부품,87.27,5.0,48,7
방위산업,84.62,5.42,11,2
유틸리티,84.62,1.8,11,2
은행,83.33,3.63,5,1
조선/기계/중공업,82.93,4.28,34,7
화장품,82.76,4.38,24,5
건자재,82.35,5.3,28,6
건설,81.82,3.18,27,6
기타,81.82,2.83,9,2
운송/항공/물류,81.48,2.75,22,5
지주회사,81.43,2.62,57,13
디스플레이 장비,80.0,4.94,12,3
원자력,80.0,12.12,4,1
의류,80.0,1.03,20,5
반도체 소재,79.17,5.76,19,5
증권,78.95,1.64,15,4
디스플레이 소재,77.78,2.46,7,2
반도체 장비,76.6,6.3,36,11
유통,76.47,3.67,13,4
철강/비철금속,74.42,5.8,32,11
신재생에너지,72.22,4.31,13,5
정유/화학/가스,72.13,3.39,44,17
보험,71.43,1.55,10,4
통신,70.59,3.05,12,5
헬스케어,70.37,0.44,19,8
이차전지 소재,68.97,11.18,20,9
바이오/제약/신약개발,65.52,2.64,95,50
전력기기,65.0,2.5,26,14
가전제품,62.5,-0.06,5,3
IT하드웨어/반도체,61.29,4.39,57,36
미용기기,60.0,8.56,3,2
유통/소매,56.0,-0.17,14,11
게임,55.56,2.27,10,8
진단기기/의료기기,51.61,1.6,16,15
디스플레이 패널,50.0,3.46,1,1
홈리빙/가구,50.0,-0.77,4,4
창업투자/VC,46.67,2.85,7,8
엔터테인먼트,45.16,-0.43,14,17
IT소프트웨어,41.76,0.24,38,53
기타금융,41.38,2.68,12,17
이차전지 장비,33.33,2.42,5,10
미디어,30.77,-0.93,8,18
로봇,20.0,-3.93,4,16
AI,13.64,-3.02,3,19
필수소비재,0.0,-2.23,0,2
