Sector,Ratio,MeanChange,NumPos,NumNeg
원자력,100.0,12.08,5,0
필수소비재,100.0,2.92,2,0
증권,85.0,3.45,17,3
헬스케어,68.97,2.34,20,9
유틸리티,66.67,3.78,8,4
의류,66.67,1.06,16,8
전력기기,60.0,3.73,24,16
진단기기/의료기기,56.25,5.45,18,14
방위산업,53.85,1.87,7,6
바이오/제약/신약개발,52.0,2.04,78,72
가전제품,50.0,0.31,4,4
은행,50.0,0.46,3,3
조선/기계/중공업,48.84,1.32,21,22
지주회사,48.61,0.3,35,37
건설,48.57,-0.16,17,18
기타금융,44.83,-0.21,13,16
게임,44.44,-0.99,8,10
화장품,42.86,1.59,12,16
미디어,41.67,-0.24,10,14
엔터테인먼트,40.62,-0.59,13,19
창업투자/VC,40.0,-3.45,6,9
신재생에너지,38.89,1.39,7,11
음식료,37.5,-0.62,18,30
유통,35.29,1.93,6,11
디스플레이 소재,33.33,-1.86,3,6
디스플레이 패널,33.33,3.32,1,2
IT소프트웨어,31.91,-1.94,30,64
기타,30.0,-1.35,3,7
보험,28.57,0.27,4,10
정유/화학/가스,28.33,-2.64,17,43
통신,27.78,-1.74,5,13
자동차 부품,25.93,-2.99,14,40
철강/비철금속,25.58,-1.72,11,32
미용기기,25.0,-2.64,1,3
운송/항공/물류,22.22,-1.36,6,21
IT하드웨어/반도체,21.28,-3.32,20,74
건자재,20.59,-2.05,7,27
홈리빙/가구,20.0,-3.83,2,8
AI,19.05,-7.94,4,17
이차전지 장비,13.33,-6.13,2,13
반도체 소재,13.04,-4.03,3,20
반도체 장비,12.77,-4.68,6,41
디스플레이 장비,12.5,-4.33,2,14
로봇,11.11,-7.66,2,16
이차전지 소재,3.85,-9.86,1,25
자동차,0.0,-4.3,0,3
이차전지 배터리,0.0,-9.12,0,3
