Sector,Ratio,MeanChange,NumPos,NumNeg
보험,100.0,2.4,13,0
원자력,100.0,1.51,6,0
자동차,100.0,1.38,3,0
은행,100.0,1.87,10,0
증권,94.74,2.01,18,1
음식료,94.23,1.25,49,3
화장품,93.33,3.15,28,2
유틸리티,93.33,0.94,14,1
기타금융,90.62,0.46,29,3
헬스케어,89.66,2.19,26,3
AI,87.5,2.9,21,3
유통/소매,86.96,1.41,20,3
전력기기,86.21,2.9,25,4
진단기기/의료기기,85.71,1.41,24,4
자동차 부품,83.33,0.92,50,10
지주회사,81.67,1.11,49,11
가전제품,80.0,0.88,8,2
건자재,80.0,1.06,24,6
기타,80.0,0.76,12,3
미용기기,80.0,1.36,4,1
운송/항공/물류,79.31,0.73,23,6
바이오/제약/신약개발,77.85,1.4,116,33
의류,77.78,0.62,21,6
디스플레이 장비,77.78,0.88,14,4
통신,77.27,0.24,17,5
홈리빙/가구,76.92,2.12,10,3
엔터테인먼트,76.67,1.67,23,7
유통,76.47,0.49,13,4
게임,75.0,0.8,15,5
정유/화학/가스,74.14,0.6,43,15
건설,67.57,1.04,25,12
디스플레이 소재,66.67,0.3,6,3
신재생에너지,65.0,0.73,13,7
IT하드웨어/반도체,64.89,0.2,61,33
IT소프트웨어,64.71,0.09,55,30
반도체 장비,64.0,0.58,32,18
반도체 소재,63.64,0.81,14,8
이차전지 소재,62.07,-0.3,18,11
미디어,60.87,0.28,14,9
창업투자/VC,60.0,0.84,9,6
이차전지 배터리,60.0,0.33,3,2
철강/비철금속,58.7,-0.81,27,19
조선/기계/중공업,55.81,0.16,24,19
필수소비재,50.0,2.2,2,2
디스플레이 패널,50.0,-0.07,1,1
방위산업,41.67,-0.73,5,7
이차전지 장비,41.18,-0.35,7,10
