Sector,Ratio,MeanChange,NumPos,NumNeg
미용기기,100.0,2.72,5,0
자동차,100.0,0.31,3,0
유틸리티,93.33,1.59,14,1
증권,89.47,5.43,17,2
엔터테인먼트,86.67,5.78,26,4
보험,84.62,3.05,11,2
기타금융,84.38,1.45,27,5
방위산업,83.33,3.72,10,2
통신,77.27,1.01,17,5
지주회사,76.67,2.01,46,14
유통/소매,73.91,2.55,17,6
화장품,73.33,2.12,22,8
유통,70.59,0.45,12,5
은행,70.0,1.56,7,3
가전제품,70.0,0.47,7,3
운송/항공/물류,68.97,0.1,20,9
의류,66.67,1.23,18,9
원자력,66.67,0.94,4,2
전력기기,65.52,2.66,19,10
게임,65.0,-0.28,13,7
건설,64.86,0.69,24,13
홈리빙/가구,61.54,0.64,8,5
미디어,60.87,1.02,14,9
음식료,57.69,0.59,30,22
신재생에너지,55.0,-0.75,11,9
헬스케어,51.72,1.86,15,14
필수소비재,50.0,-0.56,2,2
IT소프트웨어,49.41,0.0,42,43
조선/기계/중공업,48.84,1.26,21,22
기타,46.67,-1.57,7,8
정유/화학/가스,46.55,0.12,27,31
자동차 부품,43.33,-1.76,26,34
진단기기/의료기기,42.86,-1.39,12,16
이차전지 배터리,40.0,-3.12,2,3
바이오/제약/신약개발,39.6,-1.1,59,90
이차전지 소재,37.93,-0.86,11,18
IT하드웨어/반도체,37.23,-0.23,35,59
건자재,36.67,-0.13,11,19
철강/비철금속,34.78,-2.41,16,30
창업투자/VC,33.33,-2.37,5,10
반도체 소재,27.27,-1.28,6,16
반도체 장비,26.0,-1.49,13,37
이차전지 장비,23.53,1.58,4,13
디스플레이 장비,22.22,0.64,4,14
AI,12.5,-3.24,3,21
디스플레이 소재,11.11,-3.02,1,8
디스플레이 패널,0.0,-0.9,0,2
