Sector,Ratio,MeanChange,NumPos,NumNeg
방위산업,61.54,15.38,8,5
조선/기계/중공업,58.14,14.28,25,18
미용기기,50.0,2.65,2,2
로봇,50.0,30.0,9,9
홈리빙/가구,50.0,10.16,5,5
통신,50.0,0.65,9,9
엔터테인먼트,43.75,-1.58,14,18
IT소프트웨어,41.49,8.09,39,55
원자력,40.0,-7.87,2,3
음식료,39.58,1.67,19,29
AI,38.1,-0.24,8,13
건설,37.14,11.82,13,22
창업투자/VC,33.33,5.93,5,10
건자재,29.41,-9.39,10,24
유통,29.41,-2.69,5,12
게임,27.78,-16.23,5,13
지주회사,26.39,-7.08,19,53
자동차 부품,25.93,13.51,14,40
전력기기,25.0,-11.41,10,30
헬스케어,24.14,-14.43,7,22
IT하드웨어/반도체,22.34,-9.83,21,73
신재생에너지,22.22,-5.67,4,14
철강/비철금속,20.93,-8.18,9,34
미디어,20.83,-12.14,5,19
의류,20.83,-11.89,5,19
기타,20.0,-8.94,2,8
화장품,17.86,-15.74,5,23
반도체 소재,17.39,-18.52,4,19
바이오/제약/신약개발,17.33,-12.71,26,124
유틸리티,16.67,-11.4,2,10
정유/화학/가스,16.67,-14.24,10,50
보험,14.29,-12.71,2,12
반도체 장비,12.77,-18.6,6,41
가전제품,12.5,-15.16,1,7
디스플레이 장비,12.5,-20.44,2,14
운송/항공/물류,11.11,-13.62,3,24
디스플레이 소재,11.11,-24.56,1,8
기타금융,10.34,-10.12,3,26
증권,10.0,-11.71,2,18
이차전지 장비,6.67,-35.23,1,14
진단기기/의료기기,6.25,-18.41,2,30
이차전지 소재,0.0,-52.0,0,26
이차전지 배터리,0.0,-32.95,0,3
필수소비재,0.0,-2.96,0,2
은행,0.0,-15.58,0,6
디스플레이 패널,0.0,-35.68,0,3
자동차,0.0,-27.59,0,3
