Sector,Ratio,MeanChange,NumPos,NumNeg
필수소비재,50.0,-8.23,1,1
자동차,33.33,-2.13,1,2
방위산업,30.77,-17.05,4,9
조선/기계/중공업,26.83,-12.35,11,30
이차전지 소재,24.14,-2.85,7,22
유틸리티,23.08,0.9,3,10
신재생에너지,22.22,3.45,4,14
디스플레이 소재,22.22,-14.0,2,7
은행,16.67,-15.88,1,5
자동차 부품,16.36,-16.6,9,46
철강/비철금속,16.28,-17.3,7,36
로봇,15.0,-15.73,3,17
운송/항공/물류,14.81,-23.37,4,23
정유/화학/가스,14.75,-15.1,9,52
전력기기,12.5,-22.48,5,35
반도체 소재,12.5,-25.69,3,21
음식료,12.5,-14.7,6,42
건설,12.12,-24.5,4,29
기타금융,10.34,-16.85,3,26
지주회사,10.0,-20.21,7,63
진단기기/의료기기,9.68,-25.13,3,28
IT하드웨어/반도체,9.68,-22.04,9,84
바이오/제약/신약개발,9.66,-21.62,14,131
기타,9.09,-26.47,1,10
미디어,7.69,-19.84,2,24
헬스케어,7.41,-29.44,2,25
창업투자/VC,6.67,-32.84,1,14
디스플레이 장비,6.67,-19.09,1,14
건자재,5.88,-32.36,2,32
통신,5.88,-32.56,1,16
유통,5.88,-19.69,1,16
게임,5.56,-35.85,1,17
AI,4.55,-34.19,1,21
IT소프트웨어,4.4,-30.3,4,87
반도체 장비,4.26,-36.24,2,45
유통/소매,4.0,-19.15,1,24
의류,4.0,-23.92,1,24
화장품,3.45,-28.86,1,28
증권,0.0,-26.5,0,19
이차전지 배터리,0.0,-16.27,0,3
홈리빙/가구,0.0,-31.28,0,8
디스플레이 패널,0.0,-21.06,0,2
미용기기,0.0,-35.11,0,5
엔터테인먼트,0.0,-37.39,0,31
보험,0.0,-25.8,0,14
가전제품,0.0,-27.12,0,8
이차전지 장비,0.0,-19.17,0,15
원자력,0.0,-18.84,0,5
