Sector,Ratio,MeanChange,NumPos,NumNeg
방위산업,100.0,12.59,13,0
원자력,100.0,24.65,5,0
증권,94.74,15.39,18,1
유틸리티,92.31,11.11,12,1
기타금융,89.66,3.96,26,3
지주회사,84.29,10.15,59,11
은행,83.33,6.56,5,1
의류,80.0,9.8,20,5
보험,78.57,10.04,11,3
전력기기,77.5,13.89,31,9
유통,76.47,10.17,13,4
화장품,75.86,9.52,22,7
건설,75.76,4.8,25,8
조선/기계/중공업,75.61,11.81,31,10
가전제품,75.0,7.7,6,2
신재생에너지,66.67,8.8,12,6
미디어,65.38,3.51,17,9
유통/소매,64.0,2.36,16,9
헬스케어,62.96,7.75,17,10
홈리빙/가구,62.5,0.55,5,3
미용기기,60.0,2.28,3,2
통신,58.82,0.27,10,7
IT소프트웨어,58.24,3.06,53,38
엔터테인먼트,58.06,8.68,18,13
운송/항공/물류,55.56,3.26,15,12
진단기기/의료기기,54.84,5.23,17,14
바이오/제약/신약개발,50.34,4.29,73,72
음식료,50.0,1.81,24,24
게임,50.0,0.19,9,9
디스플레이 패널,50.0,-0.62,1,1
건자재,50.0,1.02,17,17
필수소비재,50.0,1.29,1,1
정유/화학/가스,47.54,-0.69,29,32
기타,45.45,4.5,5,6
철강/비철금속,41.86,-2.08,18,25
반도체 장비,40.43,1.03,19,28
자동차 부품,40.0,-2.59,22,33
IT하드웨어/반도체,38.71,-0.64,36,57
반도체 소재,37.5,-0.8,9,15
로봇,35.0,2.09,7,13
창업투자/VC,33.33,-6.97,5,10
디스플레이 장비,33.33,-1.55,5,10
디스플레이 소재,33.33,-4.38,3,6
AI,27.27,-4.97,6,16
이차전지 장비,20.0,-6.2,3,12
이차전지 소재,13.79,-14.0,4,25
자동차,0.0,-2.8,0,3
이차전지 배터리,0.0,-12.84,0,3
