Sector,Ratio,MeanChange,NumPos,NumNeg
디스플레이 패널,100.0,3.92,1,0
자동차,100.0,2.02,3,0
이차전지 배터리,100.0,3.06,6,0
이차전지 소재,97.14,5.01,34,1
이차전지 장비,96.0,3.14,24,1
반도체 장비,93.94,3.38,62,4
반도체 소재,87.88,2.48,29,4
디스플레이 소재,85.71,2.55,12,2
IT하드웨어/반도체,85.35,1.78,134,23
디스플레이 장비,85.19,2.02,23,4
정유/화학/가스,84.72,1.12,61,11
철강/비철금속,84.13,1.98,53,10
운송/항공/물류,80.0,0.45,28,7
원자력,80.0,0.97,8,2
통신,77.14,1.14,27,8
게임,75.0,0.52,18,6
자동차 부품,75.0,0.67,90,30
조선/기계/중공업,74.68,0.75,59,20
지주회사,72.86,0.74,51,19
금융,70.48,0.28,74,31
바이오/신약개발,68.62,0.93,129,59
건설/건자재,67.62,-0.06,71,34
기타,66.32,0.71,63,32
헬스케어/진단,65.52,0.29,57,30
의류,65.12,0.26,28,15
미디어,64.1,-0.58,25,14
IT소프트웨어,63.12,0.21,89,52
유통/소매,61.7,0.13,29,18
신재생에너지,61.54,1.09,16,10
엔터테인먼트,61.11,0.1,22,14
유틸리티,60.87,-0.01,14,9
미용기기,60.0,0.62,9,6
화장품,55.26,-0.44,21,17
방위산업,52.94,-0.44,9,8
필수소비재,52.24,-0.25,35,32
AI,44.44,-0.94,16,20
