Sector,Ratio,MeanChange,NumPos,NumNeg
보험,100.0,2.45,14,0
원자력,100.0,5.94,5,0
은행,100.0,1.41,6,0
유틸리티,92.31,1.85,12,1
홈리빙/가구,87.5,1.56,7,1
건설,81.82,2.35,27,6
미용기기,80.0,1.4,4,1
건자재,79.41,0.85,27,7
유통,76.47,0.61,13,4
지주회사,75.71,0.9,53,17
의류,72.0,1.44,18,7
엔터테인먼트,70.97,1.2,22,9
방위산업,69.23,0.88,9,4
증권,68.42,0.57,13,6
기타금융,65.52,0.23,19,10
화장품,65.52,0.86,19,10
운송/항공/물류,62.96,0.27,17,10
전력기기,62.5,1.56,25,15
미디어,61.54,0.12,16,10
철강/비철금속,60.47,0.53,26,17
조선/기계/중공업,58.54,1.03,24,17
IT소프트웨어,57.14,0.53,52,39
헬스케어,55.56,0.49,15,12
디스플레이 패널,50.0,-0.31,1,1
유통/소매,48.0,0.04,12,13
자동차 부품,47.27,0.05,26,29
음식료,45.83,0.02,22,26
정유/화학/가스,44.26,-0.4,27,34
AI,40.91,0.1,9,13
기타,36.36,-0.39,4,7
반도체 장비,36.17,-0.67,17,30
신재생에너지,33.33,-0.97,6,12
이차전지 배터리,33.33,-1.28,1,2
디스플레이 장비,33.33,0.07,5,10
IT하드웨어/반도체,33.33,-0.3,31,62
창업투자/VC,33.33,-0.69,5,10
로봇,30.0,-0.8,6,14
게임,27.78,-1.45,5,13
바이오/제약/신약개발,25.52,-0.79,37,108
가전제품,25.0,-0.31,2,6
통신,23.53,-1.29,4,13
진단기기/의료기기,22.58,-2.53,7,24
반도체 소재,20.83,-1.19,5,19
이차전지 소재,10.34,-2.65,3,26
이차전지 장비,6.67,-2.55,1,14
필수소비재,0.0,-1.29,0,2
자동차,0.0,-1.34,0,3
디스플레이 소재,0.0,-1.96,0,9
