Sector,Ratio,MeanChange,NumPos,NumNeg
은행,100.0,1.85,6,0
가전제품,100.0,1.48,8,0
디스플레이 패널,100.0,0.77,2,0
홈리빙/가구,100.0,1.19,8,0
자동차,100.0,3.27,3,0
증권,100.0,8.69,19,0
지주회사,97.14,4.5,68,2
유통,94.12,1.21,16,1
건설,93.94,3.08,31,2
보험,92.86,3.71,13,1
디스플레이 소재,88.89,1.08,8,1
게임,88.89,1.26,16,2
의류,88.0,2.72,22,3
유통/소매,88.0,0.93,22,3
자동차 부품,87.27,3.17,48,7
정유/화학/가스,86.89,1.33,53,8
음식료,85.42,1.98,41,7
운송/항공/물류,85.19,1.32,23,4
기타금융,82.76,1.04,24,5
기타,81.82,0.95,9,2
원자력,80.0,3.37,4,1
신재생에너지,77.78,1.99,14,4
IT하드웨어/반도체,77.42,1.13,72,21
미디어,76.92,0.7,20,6
반도체 장비,76.6,0.94,36,11
통신,76.47,0.68,13,4
건자재,76.47,1.42,26,8
바이오/제약/신약개발,74.48,1.19,108,37
철강/비철금속,74.42,0.99,32,11
IT소프트웨어,73.63,1.19,67,24
디스플레이 장비,73.33,0.26,11,4
조선/기계/중공업,70.73,1.82,29,12
헬스케어,70.37,1.16,19,8
로봇,70.0,1.1,14,6
전력기기,70.0,1.18,28,12
방위산업,69.23,0.54,9,4
엔터테인먼트,67.74,1.4,21,10
이차전지 배터리,66.67,1.03,2,1
창업투자/VC,66.67,0.75,10,5
진단기기/의료기기,64.52,0.3,20,11
반도체 소재,62.5,0.12,15,9
이차전지 소재,62.07,0.63,18,11
유틸리티,61.54,0.47,8,5
이차전지 장비,60.0,-0.32,9,6
화장품,58.62,0.38,17,12
AI,54.55,0.41,12,10
필수소비재,50.0,-0.21,1,1
미용기기,40.0,1.02,2,3
