Sector,Ratio,MeanChange,NumPos,NumNeg
자동차,100.0,2.78,3,0
이차전지 배터리,100.0,4.87,3,0
디스플레이 소재,88.89,8.7,8,1
디스플레이 장비,86.67,13.2,13,2
반도체 장비,80.85,16.91,38,9
원자력,80.0,21.5,4,1
이차전지 장비,80.0,20.39,12,3
반도체 소재,79.17,17.19,19,5
방위산업,61.54,1.94,8,5
전력기기,60.0,4.37,24,16
로봇,60.0,16.39,12,8
이차전지 소재,58.62,28.9,17,12
IT하드웨어/반도체,58.06,7.26,54,39
자동차 부품,56.36,2.21,31,24
신재생에너지,55.56,9.26,10,8
디스플레이 패널,50.0,2.21,1,1
철강/비철금속,44.19,9.01,19,24
미용기기,40.0,0.93,2,3
정유/화학/가스,37.7,1.26,23,38
의류,36.0,-3.18,9,16
진단기기/의료기기,35.48,1.13,11,20
조선/기계/중공업,34.15,-0.87,14,27
게임,33.33,-0.17,6,12
건자재,32.35,0.59,11,23
지주회사,31.43,-0.78,22,48
통신,29.41,-0.02,5,12
유통,29.41,-1.53,5,12
바이오/제약/신약개발,27.59,-1.53,40,105
건설,27.27,-1.09,9,24
기타,27.27,-5.2,3,8
AI,27.27,-1.7,6,16
창업투자/VC,26.67,-1.81,4,11
가전제품,25.0,-3.66,2,6
음식료,25.0,-0.62,12,36
화장품,24.14,-0.89,7,22
IT소프트웨어,23.08,-0.64,21,70
운송/항공/물류,18.52,-3.57,5,22
은행,16.67,-3.35,1,5
유통/소매,16.0,-7.27,4,21
유틸리티,15.38,-3.06,2,11
헬스케어,14.81,-4.25,4,23
보험,14.29,-6.66,2,12
홈리빙/가구,12.5,-3.51,1,7
증권,10.53,-3.94,2,17
기타금융,10.34,0.02,3,26
엔터테인먼트,9.68,-8.5,3,28
미디어,7.69,-5.37,2,24
필수소비재,0.0,-5.45,0,2
