Sector,Ratio,MeanChange,NumPos,NumNeg
필수소비재,100.0,22.52,2,0
은행,100.0,37.39,6,0
운송/항공/물류,85.19,15.9,23,4
증권,84.21,13.4,16,3
창업투자/VC,80.0,28.62,12,3
미용기기,80.0,15.63,4,1
디스플레이 장비,80.0,50.78,12,3
전력기기,80.0,73.37,32,8
반도체 소재,79.17,28.66,19,5
보험,78.57,21.59,11,3
반도체 장비,76.6,53.58,36,11
기타금융,75.86,6.61,22,7
홈리빙/가구,75.0,11.35,6,2
통신,70.59,6.66,12,5
방위산업,69.23,22.64,9,4
조선/기계/중공업,68.29,15.9,28,13
지주회사,67.14,9.74,47,23
자동차,66.67,26.0,2,1
음식료,64.58,6.39,31,17
가전제품,62.5,4.49,5,3
IT하드웨어/반도체,62.37,23.24,58,35
화장품,62.07,14.65,18,11
자동차 부품,61.82,10.59,34,21
IT소프트웨어,61.54,14.2,56,35
원자력,60.0,14.6,3,2
의류,60.0,-2.45,15,10
미디어,57.69,6.47,15,11
바이오/제약/신약개발,57.24,21.25,83,62
유통/소매,56.0,7.95,14,11
디스플레이 소재,55.56,31.03,5,4
이차전지 소재,55.17,42.86,16,13
기타,54.55,5.33,6,5
유통,47.06,4.4,8,9
정유/화학/가스,45.9,2.01,28,33
건설,45.45,-0.55,15,18
헬스케어,44.44,0.48,12,15
신재생에너지,44.44,2.66,8,10
건자재,44.12,-1.01,15,19
진단기기/의료기기,41.94,-1.33,13,18
엔터테인먼트,41.94,12.2,13,18
철강/비철금속,41.86,8.04,18,25
유틸리티,38.46,6.32,5,8
로봇,35.0,6.92,7,13
이차전지 장비,33.33,-0.65,5,10
이차전지 배터리,33.33,28.7,1,2
게임,33.33,-1.88,6,12
AI,22.73,7.29,5,17
디스플레이 패널,0.0,-10.41,0,2
