Sector,Ratio,MeanChange,NumPos,NumNeg
이차전지 배터리,100.0,1.1,3,0
원자력,100.0,8.24,5,0
자동차,100.0,2.1,3,0
디스플레이 장비,93.75,1.91,15,1
홈리빙/가구,90.0,1.87,9,1
디스플레이 소재,88.89,2.33,8,1
게임,88.89,1.26,16,2
이차전지 소재,84.62,1.92,22,4
기타,80.0,0.81,8,2
창업투자/VC,80.0,1.39,12,3
보험,78.57,2.64,11,3
IT하드웨어/반도체,76.84,1.82,73,22
정유/화학/가스,76.67,0.98,46,14
철강/비철금속,74.42,1.32,32,11
엔터테인먼트,71.88,1.01,23,9
건설,71.43,1.31,25,10
건자재,70.59,1.1,24,10
전력기기,70.0,1.3,28,12
음식료,68.75,0.36,33,15
로봇,68.42,0.14,13,6
IT소프트웨어,67.02,1.89,63,31
디스플레이 패널,66.67,-0.33,2,1
이차전지 장비,66.67,0.36,10,5
자동차 부품,65.45,0.52,36,19
미디어,64.0,0.25,16,9
신재생에너지,63.16,2.48,12,7
가전제품,62.5,0.01,5,3
방위산업,61.54,0.91,8,5
지주회사,60.0,0.64,45,30
통신,55.56,-0.77,10,8
기타금융,55.17,0.14,16,13
헬스케어,51.72,-0.32,15,14
조선/기계/중공업,51.16,0.34,22,21
필수소비재,50.0,-0.8,1,1
진단기기/의료기기,50.0,0.19,16,16
미용기기,50.0,-0.04,2,2
증권,50.0,-0.04,10,10
바이오/제약/신약개발,46.0,-0.66,69,81
운송/항공/물류,44.44,-0.2,12,15
AI,42.86,0.94,9,12
의류,41.67,-0.11,10,14
유틸리티,41.67,-0.24,5,7
유통,41.18,-0.05,7,10
화장품,35.71,-0.79,10,18
은행,33.33,-0.2,2,4
