Sector,Ratio,MeanChange,NumPos,NumNeg
미용기기,100.0,51.44,4,0
필수소비재,100.0,3.29,2,0
증권,90.0,19.53,18,2
신재생에너지,88.89,54.84,16,2
가전제품,87.5,13.93,7,1
조선/기계/중공업,83.72,36.61,36,7
은행,83.33,5.39,5,1
반도체 소재,78.26,14.88,18,5
로봇,77.78,57.57,14,4
건설,77.14,30.03,27,8
헬스케어,75.86,22.26,22,7
화장품,75.0,26.86,21,7
의류,70.83,13.22,17,7
홈리빙/가구,70.0,11.69,7,3
방위산업,69.23,29.77,9,4
IT소프트웨어,68.09,24.65,64,30
전력기기,67.5,21.38,27,13
통신,66.67,16.99,12,6
AI,66.67,43.88,14,7
음식료,64.58,13.75,31,17
지주회사,63.89,11.92,46,26
IT하드웨어/반도체,63.83,14.93,60,34
기타금융,62.07,2.95,18,11
반도체 장비,61.7,10.03,29,18
기타,60.0,4.86,6,4
정유/화학/가스,60.0,6.48,36,24
엔터테인먼트,59.38,22.52,19,13
진단기기/의료기기,59.38,11.45,19,13
디스플레이 소재,55.56,6.88,5,4
철강/비철금속,53.49,4.63,23,20
창업투자/VC,53.33,16.41,8,7
유통,52.94,14.26,9,8
유틸리티,50.0,4.72,6,6
건자재,50.0,3.25,17,17
자동차 부품,48.15,18.0,26,28
바이오/제약/신약개발,46.67,13.12,70,80
게임,44.44,-3.03,8,10
디스플레이 장비,43.75,7.4,7,9
미디어,41.67,2.47,10,14
원자력,40.0,11.85,2,3
보험,35.71,0.32,5,9
디스플레이 패널,33.33,-1.42,1,2
운송/항공/물류,33.33,-3.15,9,18
이차전지 장비,26.67,-7.71,4,11
이차전지 소재,7.69,-31.34,2,24
이차전지 배터리,0.0,-23.34,0,3
자동차,0.0,-16.8,0,3
