Sector,Ratio,MeanChange,NumPos,NumNeg
자동차,100.0,144.55,3,0
가전제품,100.0,44.83,8,0
디스플레이 패널,100.0,46.83,2,0
디스플레이 소재,100.0,77.76,9,0
유틸리티,100.0,32.09,13,0
증권,100.0,43.34,19,0
필수소비재,100.0,13.2,2,0
건자재,94.12,53.79,32,2
건설,93.94,56.91,31,2
정유/화학/가스,90.16,69.93,55,6
조선/기계/중공업,87.8,105.64,36,5
홈리빙/가구,87.5,56.36,7,1
지주회사,87.14,43.66,61,9
철강/비철금속,86.05,72.36,37,6
보험,85.71,47.49,12,2
자동차 부품,85.45,78.47,47,8
헬스케어,85.19,95.43,23,4
운송/항공/물류,85.19,33.62,23,4
방위산업,84.62,65.78,11,2
게임,83.33,92.82,15,3
음식료,83.33,48.28,40,8
통신,82.35,89.89,14,3
기타,81.82,65.91,9,2
반도체 장비,80.85,92.91,38,9
미용기기,80.0,21.01,4,1
창업투자/VC,80.0,81.59,12,3
의류,80.0,37.26,20,5
전력기기,77.5,83.85,31,9
IT하드웨어/반도체,77.42,92.22,72,21
미디어,76.92,56.45,20,6
바이오/제약/신약개발,76.55,108.77,111,34
디스플레이 장비,73.33,78.91,11,4
IT소프트웨어,72.53,73.71,66,25
유통/소매,72.0,40.4,18,7
엔터테인먼트,70.97,104.59,22,9
진단기기/의료기기,67.74,100.08,21,10
은행,66.67,11.9,4,2
이차전지 배터리,66.67,47.37,2,1
이차전지 장비,66.67,138.71,10,5
반도체 소재,62.5,84.27,15,9
원자력,60.0,116.16,3,2
유통,58.82,33.7,10,7
화장품,58.62,40.69,17,12
신재생에너지,55.56,314.6,10,8
이차전지 소재,55.17,176.6,16,13
로봇,50.0,148.15,10,10
기타금융,48.28,28.72,14,15
AI,22.73,91.58,5,17
