Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId,Sector
317770,KR7317770006,엑스페릭스,KOSDAQ,벤처기업부,4190,2,-140,-3.23,4500,4515,4075,2408097,10248000987,126422511030,30172437,KSQ,IT소프트웨어
317830,KR7317830008,에스피시스템스,KOSDAQ,벤처기업부,7790,1,290,3.87,7500,7810,7500,50648,389952235,83928042220,10773818,KSQ,로봇
317850,KR7317850006,대모,KOSDAQ,벤처기업부,7650,2,-70,-0.91,7670,7680,7570,15928,121361245,63681813000,8324420,KSQ,조선/기계/중공업
317870,KR7317870004,엔바이오니아,KOSDAQ,기술성장기업부,17060,1,130,0.77,16750,17670,16750,4663,79472570,145381055000,8521750,KSQ,신재생에너지
318000,KR7318000007,KBG,KOSDAQ,벤처기업부,4490,1,5,0.11,4495,4515,4435,3710,16627740,39243601270,8740223,KSQ,건자재
318010,KR7318010006,팜스빌,KOSDAQ,중견기업부,3820,1,145,3.95,3645,3825,3645,18098,67502160,30290071160,7929338,KSQ,헬스케어
318020,KR7318020005,포인트모바일,KOSDAQ,벤처기업부,4250,1,65,1.55,4185,4265,4145,35592,150453190,53814656000,12662272,KSQ,IT하드웨어/반도체
318160,KR7318160009,셀바이오휴먼텍,KOSDAQ,벤처기업부,6580,1,150,2.33,6550,7060,6470,241769,1641670465,60936728580,9260901,KSQ,헬스케어
318410,KR7318410008,비비씨,KOSDAQ,중견기업부,8610,1,120,1.41,8490,8630,8480,4382,37544400,47830642230,5555243,KSQ,IT하드웨어/반도체
319400,KR7319400008,현대무벡스,KOSDAQ,우량기업부,4130,1,275,7.13,3940,4185,3935,483257,1976734523,486703571130,117845901,KSQ,조선/기계/중공업
319660,KR7319660007,피에스케이,KOSDAQ GLOBAL,우량기업부,19000,1,610,3.32,18740,19250,18710,137838,2628501235,550367566000,28966714,KSQ,반도체 장비
320000,KR7320000003,한울반도체,KOSDAQ,중견기업부,2750,1,25,0.92,2730,2825,2720,83679,229731082,88679192250,32246979,KSQ,반도체 장비
321260,KR7321260002,프로이천,KOSDAQ,벤처기업부,2195,3,0,0.0,2200,2220,2185,32086,70488680,61881624380,28192084,KSQ,이차전지 장비
321370,KR7321370009,센서뷰,KOSDAQ,기술성장기업부,1215,2,-3,-0.25,1218,1229,1214,89521,109145998,51272784945,42199823,KSQ,IT하드웨어/반도체
321550,KR7321550006,티움바이오,KOSDAQ,기술성장기업부,6410,1,20,0.31,6480,6600,6110,125386,799056990,171347491980,26731278,KSQ,바이오/제약/신약개발
321820,KR7321820003,아티스트컴퍼니,KOSDAQ,기술성장기업부,12740,2,-260,-2.0,12870,13020,12510,84895,1079059975,198634130240,15591376,KSQ,엔터테인먼트
322000,KR7322000001,HD현대에너지솔루션,KOSPI,,54000,1,1800,3.45,55900,58700,51100,854544,45951837700,604800000000,11200000,STK,신재생에너지
322180,KR7322180001,LS티라유텍,KOSDAQ,벤처기업부,5380,1,150,2.87,5240,5410,5220,38905,207424530,112560273920,20921984,KSQ,IT소프트웨어
322310,KR7322310004,오로스테크놀로지,KOSDAQ,벤처기업부,21100,1,400,1.93,21000,21650,21000,14899,317488700,197634036200,9366542,KSQ,반도체 장비
322510,KR7322510009,제이엘케이,KOSDAQ,기술성장기업부,6470,1,270,4.35,6310,6470,6280,39051,249204465,165171931240,25528892,KSQ,AI
322780,KR7322780008,코퍼스코리아,KOSDAQ,중견기업부,1042,2,-26,-2.43,1090,1090,1039,34962,36940636,39525782746,37932613,KSQ,반도체 장비
323280,KR7323280008,태성,KOSDAQ,중견기업부,22350,1,1200,5.67,21400,22550,21300,132705,2909691825,681691315500,30500730,KSQ,반도체 장비
323350,KR7323350009,다원넥스뷰,KOSDAQ,기술성장기업부,6730,2,-10,-0.15,6740,6810,6680,18745,126449960,53912495560,8010772,KSQ,디스플레이 장비
323410,KR7323410001,카카오뱅크,KOSPI,,23700,2,-350,-1.46,24250,24350,23600,300083,7178104875,11304649656900,476989437,STK,은행
323990,KR7323990002,박셀바이오,KOSDAQ,기술성장기업부,9840,1,100,1.03,10000,10000,9600,66096,647906460,228852274800,23257345,KSQ,바이오/제약/신약개발
326030,KR7326030004,SK바이오팜,KOSPI,,89900,2,-1200,-1.32,91200,91700,89900,101903,9235887450,7040361175000,78313250,STK,바이오/제약/신약개발
327260,KR7327260006,RF머트리얼즈,KOSDAQ,벤처기업부,5830,1,80,1.39,5790,5850,5750,15846,91729700,49165736730,8433231,KSQ,반도체 소재
328130,KR7328130000,루닛,KOSDAQ,기술성장기업부,48400,1,1400,2.98,48000,49000,47950,160053,7763637325,1410856031200,29149918,KSQ,AI
328380,KR7328380001,솔트웨어,KOSDAQ,벤처기업부,1124,2,-8,-0.71,1141,1152,1100,93498,105466914,38511362472,34262778,KSQ,IT소프트웨어
329180,KR7329180004,HD현대중공업,KOSPI,,421500,2,-6500,-1.52,423000,425000,410000,150216,62702556500,37417868394000,88773116,STK,조선/기계/중공업
330350,KR7330350000,위더스제약,KOSDAQ,우량기업부,7960,1,80,1.02,7900,8170,7620,455375,3630271625,105089026440,13202139,KSQ,바이오/제약/신약개발
330590,KR7330590001,롯데리츠,KOSPI,,3700,1,20,0.54,3680,3755,3680,102853,382540770,1069184870800,288968884,STK,기타금융
330730,KR7330730003,스톤브릿지벤처스,KOSDAQ,중견기업부,4435,1,190,4.48,4290,4480,4290,150223,656372827,80498931050,18150830,KSQ,창업투자/VC
330860,KR7330860008,네패스아크,KOSDAQ,중견기업부,10530,1,280,2.73,10270,10560,10270,15193,158964650,128297993850,12184045,KSQ,IT하드웨어/반도체
331380,KR7331380006,포커스에이아이,KOSDAQ,투자주의환기종목(소속부없음),1699,1,3,0.18,1759,1849,1641,102525,177738783,38610542948,22725452,KSQ,헬스케어
331520,KR7331520007,밸로프,KOSDAQ,중견기업부,582,2,-1,-0.17,576,589,567,498229,287902236,29603074980,50864390,KSQ,게임
331920,KR7331920009,셀레믹스,KOSDAQ,기술성장기업부,3210,2,-65,-1.98,3275,3285,3165,9450,30255565,26206915080,8164148,KSQ,바이오/제약/신약개발
332290,KR7332290006,누보,KOSDAQ,벤처기업부,1196,1,27,2.31,1195,1266,1170,312568,378238285,39928224388,33384803,KSQ,기타
332370,KR7332370006,아이디피,KOSDAQ,중견기업부,4780,1,50,1.06,4685,4845,4685,14997,71588980,63448410280,13273726,KSQ,IT하드웨어/반도체
332570,KR7332570001,PS일렉트로닉스,KOSDAQ,벤처기업부,3080,2,-5,-0.16,3090,3115,3050,288978,888882707,136063065600,44176320,KSQ,통신
333050,KR7333050003,모코엠시스,KOSDAQ,벤처기업부,1427,2,-3,-0.21,1440,1528,1412,97480,140417019,35123216202,24613326,KSQ,IT소프트웨어
333430,KR7333430007,일승,KOSDAQ,중견기업부,4705,1,5,0.11,4710,4750,4605,212168,988749635,144569344635,30726747,KSQ,건설
333620,KR7333620003,엔시스,KOSDAQ,벤처기업부,7020,1,40,0.57,6990,7050,6920,8144,56782870,74105534880,10556344,KSQ,IT소프트웨어
334890,KR7334890001,이지스밸류플러스리츠,KOSPI,,4580,2,-110,-2.35,4545,4600,4545,95948,438675409,235611088020,51443469,STK,기타금융
334970,KR7334970001,프레스티지바이오로직스,KOSDAQ,기술성장기업부,3840,2,-25,-0.65,3875,3890,3815,28522,109311300,297283726080,77417637,KSQ,바이오/제약/신약개발
335810,KR7335810008,프리시젼바이오,KOSDAQ,기술성장기업부,2600,3,0,0.0,2600,2605,2585,1748,4528220,30197767600,11614526,KSQ,진단기기/의료기기
335870,KR7335870002,윙스풋,KOSDAQ,중견기업부,2355,1,20,0.86,2430,2500,2320,35905,86188730,39447363915,16750473,KSQ,IT소프트웨어
335890,KR7335890000,비올,KOSDAQ,벤처기업부,9990,2,-710,-6.64,10720,10780,9770,983353,9948965760,583607058750,58419125,KSQ,미용기기
336060,KR7336060009,웨이버스,KOSDAQ,벤처기업부,1238,1,8,0.65,1247,1247,1231,33485,41379147,59616137600,48155200,KSQ,AI
336260,KR7336260005,두산퓨얼셀,KOSPI,,18120,1,250,1.4,18880,18880,17790,280122,5104774590,1186746315120,65493726,STK,신재생에너지
336370,KR7336370002,솔루스첨단소재,KOSPI,,9250,2,-470,-4.84,9550,9640,9210,500154,4690210470,649510432000,70217344,STK,이차전지 소재
336570,KR7336570007,원텍,KOSDAQ,기술성장기업부,10050,2,-220,-2.14,10160,10370,10010,534280,5425291690,898862070600,89439012,KSQ,미용기기
336680,KR7336680004,탑런토탈솔루션,KOSDAQ,중견기업부,4845,1,75,1.57,4815,4855,4775,22616,109012939,94830114255,19572779,KSQ,기타
337930,KR7337930002,젝시믹스,KOSDAQ,우량기업부,5900,1,70,1.2,5850,5940,5810,37523,220694450,176303652500,29881975,KSQ,의류
338100,KR7338100001,NH프라임리츠,KOSPI,,4485,1,15,0.34,4470,4497,4465,24891,111401370,83690100000,18660000,STK,기타금융
338220,KR7338220007,뷰노,KOSDAQ,기술성장기업부,18140,1,940,5.47,17650,18150,17500,53201,950053945,253993069220,14001823,KSQ,AI
338840,KR7338840002,와이바이오로직스,KOSDAQ,기술성장기업부,9270,2,-330,-3.44,9420,9610,9200,144374,1352791650,137033923320,14782516,KSQ,바이오/제약/신약개발
339770,KR7339770000,교촌에프앤비,KOSPI,,5160,3,0,0.0,5220,5220,5120,14257,73477000,257819812800,49965080,STK,음식료
339950,KR7339950008,아이비김영,KOSDAQ,중견기업부,2160,1,35,1.65,2170,2170,2050,171875,361969651,97084774800,44946655,KSQ,유통/소매
340360,KR7340360007,다보링크,KOSDAQ,중견기업부,1541,2,-1,-0.06,1528,1559,1521,119822,184287695,67729891769,43951909,KSQ,통신
340440,KR7340440007,세림B&G,KOSDAQ,벤처기업부,1355,2,-4,-0.29,1364,1390,1329,79181,107802033,38452683220,28378364,KSQ,음식료
340570,KR7340570001,티앤엘,KOSDAQ,우량기업부,62600,2,-300,-0.48,64000,64000,62200,28069,1768417400,508812800000,8128000,KSQ,헬스케어
340810,KR7340810001,시선AI,KOSDAQ,기술성장기업부,5170,4,1190,29.9,4005,5170,4005,3164252,15533303801,55278642980,10692194,KSQ,AI
340930,KR7340930007,유일에너테크,KOSDAQ,벤처기업부,1472,2,-29,-1.93,1501,1501,1462,212573,313328541,50348950400,34204450,KSQ,이차전지 장비
344820,KR7344820006,KCC글라스,KOSPI,,31050,1,650,2.14,30450,31150,30450,18996,587098000,495884397600,15970512,STK,건자재
344860,KR7344860002,이노진,KOSDAQ,기술성장기업부,1933,1,31,1.63,1900,1934,1889,49777,95128784,23253990000,12030000,KSQ,화장품
347000,KR7347000002,센코,KOSDAQ,기술성장기업부,2575,1,15,0.59,2560,2605,2545,316871,816502507,84987813200,33004976,KSQ,전력기기
347700,KR7347700007,스피어,KOSDAQ,기술성장기업부,9230,1,10,0.11,9220,9300,8790,141769,1294079230,355363463910,38500917,KSQ,IT소프트웨어
347740,KR7347740003,피엔케이피부임상연구센타,KOSDAQ,벤처기업부,2890,1,165,6.06,2760,2905,2735,215356,611332178,86730564640,30010576,KSQ,헬스케어
347770,KR7347770000,핌스,KOSDAQ,중견기업부,1602,2,-8,-0.5,1594,1632,1592,4868,7840078,36616981284,22857042,KSQ,디스플레이 장비
347850,KR7347850000,디앤디파마텍,KOSDAQ,기술성장기업부,83300,2,-2300,-2.69,81700,84600,78800,209862,17038793000,895250173300,10747301,KSQ,바이오/제약/신약개발
347860,KR7347860009,알체라,KOSDAQ,벤처기업부,1905,1,145,8.24,1800,1917,1782,707552,1309342274,73744380705,38710961,KSQ,AI
347890,KR7347890006,엠투아이,KOSDAQ,벤처기업부,5950,1,20,0.34,5930,5990,5880,2905,17220260,100633563800,16913204,KSQ,IT소프트웨어
348030,KR7348030008,모비릭스,KOSDAQ,중견기업부,4825,1,5,0.1,4820,4900,4725,3990,19138391,46338335000,9603800,KSQ,게임
348080,KR7348080003,큐라티스,KOSDAQ,투자주의환기종목(소속부없음),1090,2,-102,-8.56,1193,1193,1080,617520,684860621,80510521760,73862864,KSQ,바이오/제약/신약개발
348150,KR7348150004,고바이오랩,KOSDAQ,기술성장기업부,4750,1,20,0.42,4730,4800,4680,21013,98998144,92239722750,19418889,KSQ,바이오/제약/신약개발
348210,KR7348210006,넥스틴,KOSDAQ GLOBAL,우량기업부,53300,1,200,0.38,54000,55300,53100,56560,3067541350,558424366500,10477005,KSQ,반도체 장비
348340,KR7348340001,뉴로메카,KOSDAQ,기술성장기업부,23950,1,850,3.68,23450,24050,23300,29642,704231450,271535208650,11337587,KSQ,로봇
348350,KR7348350000,위드텍,KOSDAQ,우량기업부,7850,1,50,0.64,7880,7900,7740,6661,51950320,79941260000,10183600,KSQ,반도체 장비
348370,KR7348370008,엔켐,KOSDAQ,벤처기업부,68900,1,2200,3.3,68200,71700,68200,167709,11728876550,1460287476700,21194303,KSQ,이차전지 소재
348950,KR7348950007,제이알글로벌리츠,KOSPI,,2735,2,-40,-1.44,2755,2815,2720,562931,1558520483,539823360000,197376000,STK,기타금융
350520,KR7350520003,이지스레지던스리츠,KOSPI,,4215,1,5,0.12,4220,4240,4210,13266,55993426,155391041430,36866202,STK,기타금융
351320,KR7351320007,넥사다이내믹스,KOSDAQ,중견기업부,2465,2,-60,-2.38,2540,2540,2400,64955,160872220,54269158990,22015886,KSQ,방위산업
351330,KR7351330006,이삭엔지니어링,KOSDAQ,벤처기업부,7680,1,100,1.32,7540,7690,7540,24340,185592390,63655833600,8288520,KSQ,조선/기계/중공업
351870,KR7351870001,차이커뮤니케이션,KOSDAQ,중견기업부,7370,1,70,0.96,7370,7420,7240,11221,81958870,82253931540,11160642,KSQ,미디어
352090,KR7352090005,스톰테크,KOSDAQ,중견기업부,3820,1,100,2.69,3770,3880,3715,128821,490100782,102654852360,26872998,KSQ,IT하드웨어/반도체
352480,KR7352480008,씨앤씨인터내셔널,KOSDAQ,우량기업부,36400,1,650,1.82,36100,37300,35650,50199,1832607125,364507452400,10013941,KSQ,화장품
352700,KR7352700009,씨앤투스,KOSDAQ,우량기업부,2630,1,5,0.19,2625,2630,2590,16865,43912125,69108244370,26276899,KSQ,건자재
352820,KR7352820005,하이브,KOSPI,,281500,1,9500,3.49,279000,285500,274500,136870,38462887500,11725065305500,41652097,STK,엔터테인먼트
352910,KR7352910004,오비고,KOSDAQ,기술성장기업부,4655,2,-10,-0.21,4675,4675,4630,1768,8200567,58828968310,12637802,KSQ,IT소프트웨어
352940,KR7352940001,인바이오,KOSDAQ,벤처기업부,2540,2,-55,-2.12,2595,2605,2530,11529,29672945,27604034200,10867730,KSQ,바이오/제약/신약개발
353190,KR7353190002,휴럼,KOSDAQ,중견기업부,708,1,8,1.14,698,710,695,31321,22066383,27879921360,39378420,KSQ,음식료
353200,KR7353200009,대덕전자,KOSPI,,15200,1,240,1.6,15160,15410,15150,79467,1212968225,751137260000,49416925,STK,IT하드웨어/반도체
353590,KR7353590003,오토앤,KOSDAQ,중견기업부,3745,1,90,2.46,3670,3745,3655,5575,20661335,48219009650,12875570,KSQ,자동차 부품
353810,KR7353810005,이지바이오,KOSDAQ,우량기업부,5260,1,100,1.94,5190,5270,5110,98184,510326940,174010899200,33081920,KSQ,음식료
354200,KR7354200008,엔젠바이오,KOSDAQ,기술성장기업부,2030,2,-5,-0.25,2080,2080,2025,128662,262006635,40232030020,19818734,KSQ,진단기기/의료기기
354320,KR7354320004,알멕,KOSDAQ,기술성장기업부,24450,2,-400,-1.61,25150,25150,24200,18757,461234850,156269265450,6391381,KSQ,철강/비철금속
355150,KR7355150004,코스텍시스,KOSDAQ,벤처기업부,9290,1,540,6.17,8770,9450,8650,241114,2197208400,72437381500,7797350,KSQ,진단기기/의료기기
355390,KR7355390006,크라우드웍스,KOSDAQ,기술성장기업부,10500,1,420,4.17,11130,11220,9170,1283526,13200634935,97733097000,9307914,KSQ,AI
355690,KR7355690009,에이텀,KOSDAQ,기술성장기업부,5350,1,80,1.52,5430,5430,5300,2368,12652510,28916643000,5404980,KSQ,IT하드웨어/반도체
356680,KR7356680009,엑스게이트,KOSDAQ,벤처기업부,8100,3,0,0.0,8130,8210,8000,140865,1136749545,231202285200,28543492,KSQ,IT소프트웨어
356860,KR7356860007,티엘비,KOSDAQ,우량기업부,17590,1,360,2.09,17550,17650,17470,29084,510601440,172955961700,9832630,KSQ,IT하드웨어/반도체
356890,KR7356890004,싸이버원,KOSDAQ,벤처기업부,3535,1,60,1.73,3480,3600,3420,19344,67451850,42256771375,11953825,KSQ,IT소프트웨어
357120,KR7357120005,코람코라이프인프라리츠,KOSPI,,4445,1,30,0.68,4470,4475,4430,49655,221257545,432655648530,97335354,STK,기타금융
357230,KR7357230002,에이치피오,KOSDAQ,우량기업부,2495,1,5,0.2,2490,2585,2475,26349,66455015,105013270065,42089487,KSQ,헬스케어
357250,KR7357250000,미래에셋맵스리츠,KOSPI,,2680,2,-30,-1.11,2725,2727,2680,30814,83028970,66986881400,24995105,STK,기타금융
357430,KR7357430008,마스턴프리미어리츠,KOSPI,,1464,2,-2,-0.14,1466,1467,1462,31833,46575616,44659769448,30505307,STK,기타금융
357550,KR7357550003,석경에이티,KOSDAQ,기술성장기업부,52100,1,1900,3.78,51000,52100,50500,7729,398425100,284205500000,5455000,KSQ,반도체 소재
357580,KR7357580000,아모센스,KOSDAQ,기술성장기업부,7550,1,170,2.3,7970,8050,7350,1291691,9914644850,84712993200,11220264,KSQ,IT하드웨어/반도체
357780,KR7357780006,솔브레인,KOSDAQ,우량기업부,165000,1,3800,2.36,164300,165800,163000,9838,1622486650,1283463390000,7778566,KSQ,반도체 소재
357880,KR7357880004,SKAI,KOSDAQ,기술성장기업부,2330,1,170,7.87,2220,2380,2170,1285791,2955691764,79331730490,34047953,KSQ,IT소프트웨어
358570,KR7358570000,지아이이노베이션,KOSDAQ,기술성장기업부,18160,2,-1120,-5.81,19000,19030,17760,773664,14166302590,1118915197680,61614273,KSQ,바이오/제약/신약개발
359090,KR7359090008,씨엔알리서치,KOSDAQ,벤처기업부,1005,3,0,0.0,1005,1024,1004,49632,50001314,57009520455,56725891,KSQ,바이오/제약/신약개발
360070,KR7360070007,탑머티리얼,KOSDAQ,우량기업부,26700,1,50,0.19,26800,27200,26700,11249,302922225,217432598100,8143543,KSQ,이차전지 장비
360350,KR7360350003,코셈,KOSDAQ,기술성장기업부,8330,2,-10,-0.12,8340,8570,8310,9157,76866370,47522400100,5704970,KSQ,반도체 장비
361390,KR7361390008,제노코,KOSDAQ,벤처기업부,19070,2,-60,-0.31,19180,19460,18800,21742,418381215,143040046230,7500789,KSQ,방위산업
361570,KR7361570005,알비더블유,KOSDAQ,중견기업부,2665,2,-5,-0.19,2670,2695,2600,72162,192106635,76600870515,28743291,KSQ,엔터테인먼트
361610,KR7361610009,SK아이이테크놀로지,KOSPI,,21550,1,550,2.62,21200,22150,21200,64947,1413297625,1536463107600,71297592,STK,이차전지 소재
361670,KR7361670003,삼영에스앤씨,KOSDAQ,기술성장기업부,4325,2,-25,-0.57,4345,4345,4295,1954,8417200,24512620850,5667658,KSQ,IT하드웨어/반도체
362320,KR7362320004,청담글로벌,KOSDAQ,중견기업부,6130,1,10,0.16,6150,6190,6080,26399,161770940,129044407700,21051290,KSQ,유통/소매
362990,KR7362990004,드림인사이트,KOSDAQ,벤처기업부,2125,1,5,0.24,2105,2130,2090,14364,30373002,35701219750,16800574,KSQ,AI
363250,KR7363250002,진시스템,KOSDAQ,기술성장기업부,8950,2,-330,-3.56,9280,9280,8870,39476,354720640,62943542100,7032798,KSQ,진단기기/의료기기
363260,KR7363260001,모비데이즈,KOSDAQ,벤처기업부,1705,1,42,2.53,1666,1708,1666,47322,80255413,54839226145,32163769,KSQ,IT소프트웨어
363280,KR7363280009,티와이홀딩스,KOSPI,,2995,1,255,9.31,3000,3295,2810,608152,1842484468,151035657660,50429268,STK,지주회사
365270,KR7365270008,큐라클,KOSDAQ,기술성장기업부,4545,1,65,1.45,4600,4600,4450,37853,170027167,63671609475,14009155,KSQ,바이오/제약/신약개발
365330,KR7365330000,에스와이스틸텍,KOSDAQ,중견기업부,5740,2,-160,-2.71,5720,5740,5600,183641,1040907320,175701400000,30610000,KSQ,건설
365340,KR7365340009,성일하이텍,KOSDAQ,기술성장기업부,32950,1,700,2.17,33000,33800,32800,28384,943952125,401214851250,12176475,KSQ,이차전지 소재
365550,KR7365550003,ESR켄달스퀘어리츠,KOSPI,,4390,1,60,1.39,4375,4425,4370,111556,490955918,935460710000,213089000,STK,기타금융
365590,KR7365590009,하이딥,KOSDAQ,기술성장기업부,631,1,1,0.16,630,643,627,60012,38008363,97668144934,154783114,KSQ,반도체 소재
365900,KR7365900000,브이씨,KOSDAQ,벤처기업부,3535,1,40,1.14,3525,3595,3460,528,1856135,25841910500,7310300,KSQ,창업투자/VC
366030,KR7366030005,공구우먼,KOSDAQ,우량기업부,4115,2,-30,-0.72,4120,4170,4095,13509,55780669,93220592750,22653850,KSQ,유통/소매
367000,KR7367000007,플래티어,KOSDAQ,벤처기업부,4350,1,60,1.4,4290,4375,4260,754,3244115,36488700450,8388207,KSQ,IT소프트웨어
368600,KR7368600003,아이씨에이치,KOSDAQ,기술성장기업부,2750,1,90,3.38,2665,2785,2660,81687,222707215,48230451500,17538346,KSQ,반도체 소재
368770,KR7368770004,파이버프로,KOSDAQ,벤처기업부,6820,1,170,2.56,6670,6850,6610,69064,462718220,224065814500,32854225,KSQ,통신
368970,KR7368970000,오에스피,KOSDAQ,벤처기업부,2900,2,-45,-1.53,3020,3025,2820,76268,222282742,27103864000,9346160,KSQ,음식료
369370,KR7369370002,블리츠웨이엔터테인먼트,KOSDAQ,벤처기업부,1230,1,34,2.84,1201,1250,1201,34836,42523820,61342450530,49871911,KSQ,엔터테인먼트
370090,KR7370090003,퓨런티어,KOSDAQ,기술성장기업부,18760,2,-530,-2.75,19250,19280,18600,84588,1593655750,160526130800,8556830,KSQ,반도체 장비
371950,KR7371950007,풍원정밀,KOSDAQ,기술성장기업부,10950,1,370,3.5,10900,11070,10800,7257,79186860,230393343600,21040488,KSQ,자동차 부품
372170,KR7372170001,윤성에프앤씨,KOSDAQ,기술성장기업부,28350,1,700,2.53,28350,28900,28050,14420,411511225,226206010800,7979048,KSQ,이차전지 장비
372320,KR7372320002,큐로셀,KOSDAQ,기술성장기업부,29400,2,-600,-2.0,30450,30600,29200,24878,738352550,421113281400,14323581,KSQ,바이오/제약/신약개발
372800,KR7372800003,아이티아이즈,KOSDAQ,벤처기업부,6280,2,-270,-4.12,6670,6870,6180,38390,250135050,37975097200,6046990,KSQ,IT소프트웨어
372910,KR7372910000,한컴라이프케어,KOSPI,,2955,1,15,0.51,2955,2975,2925,73018,214987220,81777869730,27674406,STK,헬스케어
373110,KR7373110006,엑셀세라퓨틱스,KOSDAQ,기술성장기업부,3380,1,35,1.05,3355,3440,3330,21234,71490816,36972001560,10938462,KSQ,바이오/제약/신약개발
373160,KR7373160001,데이원컴퍼니,KOSDAQ,기술성장기업부,6910,1,70,1.02,6780,7000,6740,39160,269224340,95105992300,13763530,KSQ,IT소프트웨어
373170,KR7373170000,엠아이큐브솔루션,KOSDAQ,벤처기업부,8600,1,390,4.75,8160,8600,8160,11080,92676710,43326198000,5037930,KSQ,IT소프트웨어
373200,KR7373200005,엑스플러스,KOSDAQ,벤처기업부,700,2,-6,-0.85,706,720,685,444640,310747932,70605198300,100864569,KSQ,게임
373220,KR7373220003,LG에너지솔루션,KOSPI,,288000,1,3500,1.23,288000,293000,286500,102827,29807616250,67392000000000,234000000,STK,이차전지 배터리
375500,KR7375500006,DL이앤씨,KOSPI,,49550,1,1050,2.16,49300,49850,48150,94408,4649720100,1917269019650,38693623,STK,건설
376180,KR7376180006,피코그램,KOSDAQ,벤처기업부,2840,1,30,1.07,2800,2850,2750,196238,550698210,52515513520,18491378,KSQ,홈리빙/가구
376270,KR7376270005,에이치이엠파마,KOSDAQ,기술성장기업부,22400,2,-400,-1.75,22800,23000,21800,24012,537666375,157074108800,7012237,KSQ,헬스케어
376290,KR7376290003,씨유테크,KOSDAQ,벤처기업부,3325,1,10,0.3,3295,3415,3270,6065,20235940,58711187500,17657500,KSQ,로봇
376300,KR7376300000,디어유,KOSDAQ,우량기업부,52300,2,-400,-0.76,53800,53800,51900,117733,6193196450,1241518633800,23738406,KSQ,엔터테인먼트
376930,KR7376930004,노을,KOSDAQ,기술성장기업부,2380,1,25,1.06,2365,2385,2335,112962,266707450,87934002800,36947060,KSQ,진단기기/의료기기
376980,KR7376980009,원티드랩,KOSDAQ,기술성장기업부,5150,2,-80,-1.53,5400,5400,5000,113064,581838150,50296929100,9766394,KSQ,IT소프트웨어
377030,KR7377030002,비트맥스,KOSDAQ,기술성장기업부,4460,1,215,5.06,4310,4500,4125,1307624,5700289331,166051250120,37231222,KSQ,IT소프트웨어
377190,KR7377190004,디앤디플랫폼리츠,KOSPI,,3265,2,-20,-0.61,3285,3300,3255,21019,68962919,288626000000,88400000,STK,기타금융
377220,KR7377220009,프롬바이오,KOSDAQ,기술성장기업부,2355,1,5,0.21,2395,2425,2300,683634,1610935459,66670050000,28310000,KSQ,헬스케어
377300,KR7377300009,카카오페이,KOSPI,,37550,2,-600,-1.57,39300,39800,37050,204738,7789589200,5057741037650,134693503,STK,IT소프트웨어
377330,KR7377330006,이지트로닉스,KOSDAQ,기술성장기업부,4835,1,35,0.73,4800,4840,4650,11786,56028820,39356677590,8139954,KSQ,자동차 부품
377450,KR7377450002,리파인,KOSDAQ,우량기업부,11140,1,150,1.36,10910,11300,10910,4835,53872510,193056200000,17330000,KSQ,진단기기/의료기기
377460,KR7377460001,위니아에이드,KOSDAQ,투자주의환기종목(소속부없음),1691,0,0,0.0,0,0,0,0,0,26030247855,15393405,KSQ,유통
377480,KR7377480009,마음AI,KOSDAQ,기술성장기업부,24950,1,2700,12.13,23850,25900,22750,1753673,42937799925,173928271350,6971073,KSQ,AI
377740,KR7377740006,바이오노트,KOSPI,,5060,1,10,0.2,5120,5120,5020,21466,108325720,516403602880,102056048,STK,진단기기/의료기기
378340,KR7378340004,필에너지,KOSDAQ,벤처기업부,13410,1,170,1.28,13420,13570,13380,22134,298176170,286677397620,21377882,KSQ,이차전지 장비
378800,KR7378800007,샤페론,KOSDAQ,기술성장기업부,3580,2,-145,-3.89,3725,3830,3560,1554809,5708997169,107912050980,30143031,KSQ,바이오/제약/신약개발
378850,KR7378850002,화승알앤에이,KOSPI,,3230,1,30,0.94,3205,3235,3190,9519,30570800,61349402290,18993623,STK,자동차 부품
380540,KR7380540005,옵티코어,KOSDAQ,벤처기업부,1966,2,-11,-0.56,1975,2100,1937,253156,509319107,94544859394,48089959,KSQ,디스플레이 장비
381620,KR7381620004,제닉스,KOSDAQ,중견기업부,7480,1,150,2.05,7390,7540,7380,13643,101658560,98122041600,13117920,KSQ,화장품
381970,KR7381970003,케이카,KOSPI,,16010,1,650,4.23,15810,16250,15700,123845,1974955940,771394988730,48182073,STK,유통
382150,KR7382150001,온코크로스,KOSDAQ,기술성장기업부,13470,2,-550,-3.92,13770,13990,13280,538670,7309704030,160245006390,11896437,KSQ,바이오/제약/신약개발
382480,KR7382480002,지아이텍,KOSDAQ,벤처기업부,2155,1,25,1.17,2130,2175,2130,31336,67349951,84814636700,39357140,KSQ,디스플레이 장비
382800,KR7382800001,지앤비에스 에코,KOSDAQ,우량기업부,3865,1,145,3.9,3830,3865,3730,83269,317352345,123026973465,31831041,KSQ,신재생에너지
382840,KR7382840007,원준,KOSDAQ,우량기업부,9230,1,60,0.65,9180,9380,9180,22801,211462460,140956692630,15271581,KSQ,이차전지 장비
