Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId,Sector
032800,KR7032800005,판타지오,KOSDAQ,중견기업부,552,2,-5,-0.9,558,560,541,91722,50545939,25368296016,45957058,KSQ,엔터테인먼트
032820,KR7032820003,우리기술,KOSDAQ,벤처기업부,2165,2,-25,-1.14,2185,2190,2120,4074196,8778750717,356526640280,164677432,KSQ,전력기기
032830,KR7032830002,삼성생명,KOSPI,,107800,1,7900,7.91,101900,108200,101200,333904,35116619350,21560000000000,200000000,STK,보험
032850,KR7032850000,비트컴퓨터,KOSDAQ,벤처기업부,5170,1,50,0.98,5140,5190,5110,57043,293950000,85942424810,16623293,KSQ,IT소프트웨어
032860,KR7032860009,더라미,KOSDAQ,중견기업부,1159,2,-1,-0.09,1151,1169,1144,39704,45925012,46818805217,40395863,KSQ,화장품
032940,KR7032940009,원익,KOSDAQ,우량기업부,6400,4,1470,29.82,5000,6400,4945,3920512,23151124585,116436672000,18193230,KSQ,지주회사
032960,KR7032960007,동일기연,KOSDAQ,중견기업부,10670,1,20,0.19,10650,10690,10600,510,5439040,43945408650,4118595,KSQ,조선/기계/중공업
033050,KR7033050006,제이엠아이,KOSDAQ,벤처기업부,876,1,5,0.57,871,882,859,9407,8171568,28539503592,32579342,KSQ,디스플레이 장비
033100,KR7033100009,제룡전기,KOSDAQ,우량기업부,34400,1,1100,3.3,33850,34600,33850,93187,3190348625,552546869600,16062409,KSQ,전력기기
033130,KR7033130006,디지틀조선,KOSDAQ,중견기업부,1590,2,-4,-0.25,1596,1596,1573,24874,39344663,59013274530,37115267,KSQ,미디어
033160,KR7033160003,엠케이전자,KOSDAQ,중견기업부,7840,1,160,2.08,7720,8000,7700,17055,133666570,173000035040,22066331,KSQ,반도체 소재
033170,KR7033170002,시그네틱스,KOSDAQ,중견기업부,669,1,2,0.3,669,689,638,66424,43843638,57352245411,85728319,KSQ,IT하드웨어/반도체
033180,KR7033180001,KH 필룩스,KOSPI,,26550,0,0,0.0,0,0,0,0,0,138166306200,5204004,STK,건자재
033200,KR7033200007,모아텍,KOSDAQ,투자주의환기종목(소속부없음),3145,1,30,0.96,3115,3275,3080,41939,131690305,45071576825,14331185,KSQ,로봇
033230,KR7033230004,인성정보,KOSDAQ,중견기업부,2205,1,30,1.38,2205,2230,2165,546887,1198978018,111386412900,50515380,KSQ,헬스케어
033240,KR7033240003,자화전자,KOSPI,,11920,1,110,0.93,11870,12030,11860,16103,192137010,264097970400,22155870,STK,IT하드웨어/반도체
033250,KR7033250002,체시스,KOSPI,,1417,2,-49,-3.34,1466,1466,1415,170359,244665701,45344000000,32000000,STK,자동차 부품
033270,KR7033270000,유나이티드제약,KOSPI,,20850,2,-50,-0.24,20950,21150,20550,22506,469671200,340560188700,16333822,STK,바이오/제약/신약개발
033290,KR7033290008,코웰패션,KOSDAQ,중견기업부,2190,1,5,0.23,2170,2215,2170,19489,42693366,122982299190,56156301,KSQ,의류
033310,KR7033310004,엠투엔,KOSDAQ,우량기업부,2045,1,61,3.07,2130,2195,2000,239567,499834520,82499862395,40342231,KSQ,바이오/제약/신약개발
033320,KR7033320003,제이씨현시스템,KOSDAQ,벤처기업부,5500,1,240,4.56,5330,5560,5280,217807,1183689470,105129376000,19114432,KSQ,IT하드웨어/반도체
033340,KR7033340001,좋은사람들,KOSDAQ,중견기업부,931,1,2,0.22,992,998,893,3247977,3034924904,90260969498,96950558,KSQ,의류
033500,KR7033500000,동성화인텍,KOSDAQ,우량기업부,25900,1,100,0.39,25800,26050,25250,165379,4250376475,776727894600,29989494,KSQ,정유/화학/가스
033530,KR7033530007,SJG세종,KOSPI,,4490,1,30,0.67,4500,4500,4465,6652,29847385,124916114890,27820961,STK,자동차 부품
033540,KR7033540006,파라텍,KOSDAQ,중견기업부,1369,1,6,0.44,1395,1395,1350,43929,60041354,51681205247,37751063,KSQ,전력기기
033560,KR7033560004,블루콤,KOSDAQ,중견기업부,3355,1,10,0.3,3345,3400,3345,3045,10233720,57370500000,17100000,KSQ,IT하드웨어/반도체
033640,KR7033640004,네패스,KOSDAQ,중견기업부,8060,1,300,3.87,8000,8150,7950,58111,470470830,185857168120,23059202,KSQ,IT하드웨어/반도체
033780,KR7033780008,KT&G,KOSPI,,124700,1,4100,3.4,123200,125700,123100,177871,22171956500,15221193375900,122062497,STK,필수소비재
033790,KR7033790007,피노,KOSDAQ,중견기업부,4760,1,55,1.17,4710,4815,4710,29211,138948515,108636528000,22822800,KSQ,창업투자/VC
033830,KR7033830001,티비씨,KOSDAQ,중견기업부,714,3,0,0.0,714,719,710,80607,57711039,71400000000,100000000,KSQ,미디어
033920,KR7033920000,무학,KOSPI,,8020,1,190,2.43,7760,8080,7760,81003,641704475,228570000000,28500000,STK,음식료
034020,KR7034020008,두산에너빌리티,KOSPI,,41550,1,600,1.47,40900,42250,40750,5731488,238366849025,26615315616300,640561146,STK,원자력
034120,KR7034120006,SBS,KOSPI,,26950,1,50,0.19,27350,27400,26350,78368,2114357775,499955864100,18551238,STK,미디어
034220,KR7034220004,LG디스플레이,KOSPI,,8420,1,110,1.32,8400,8490,8380,399675,3371934655,4210000000000,500000000,STK,디스플레이 패널
034230,KR7034230003,파라다이스,KOSPI,,13310,1,500,3.9,13020,13430,12970,265542,3522822370,1221480302130,91771623,STK,유통/소매
034310,KR7034310003,NICE,KOSPI,,11990,1,80,0.67,12100,12300,11880,116539,1402300240,445170019580,37128442,STK,기타금융
034590,KR7034590000,인천도시가스,KOSPI,,25400,2,-50,-0.2,25500,25500,25200,1655,42083025,111118751600,4374754,STK,유틸리티
034730,KR7034730002,SK,KOSPI,,175300,1,11900,7.28,169900,176400,169200,410388,71299009700,12709723835900,72502703,STK,지주회사
034810,KR7034810002,해성산업,KOSDAQ,중견기업부,7490,1,220,3.03,7280,7600,7270,51497,385555520,243850858930,32556857,KSQ,건자재
034830,KR7034830000,한국토지신탁,KOSPI,,1225,1,45,3.81,1190,1227,1182,1020638,1234339758,309299306750,252489230,STK,기타금융
034940,KR7034940007,조아제약,KOSDAQ,중견기업부,1008,1,8,0.8,1000,1027,1000,6041,6060829,31227665616,30979827,KSQ,바이오/제약/신약개발
034950,KR7034950006,한국기업평가,KOSDAQ,우량기업부,96300,1,300,0.31,95800,96500,95400,1504,144480900,437251498200,4540514,KSQ,기타금융
035000,KR7035000009,HS애드,KOSPI,,7270,1,70,0.97,7200,7300,7130,13155,95265000,120445063430,16567409,STK,미디어
035080,KR7035080001,그래디언트,KOSDAQ,중견기업부,15000,1,230,1.56,14780,15010,14770,16745,249635940,205148970000,13676598,KSQ,AI
035150,KR7035150002,백산,KOSPI,,14680,1,190,1.31,14500,14930,14500,18324,270988520,311950000000,21250000,STK,IT소프트웨어
035200,KR7035200005,프럼파스트,KOSDAQ,벤처기업부,3695,2,-80,-2.12,3790,3860,3650,110413,408672688,35954530050,9730590,KSQ,건자재
035250,KR7035250000,강원랜드,KOSPI,,17230,1,110,0.64,17190,17310,17180,240603,4152107540,3686194815000,213940500,STK,유통/소매
035290,KR7035290006,골드앤에스,KOSDAQ,중견기업부,421,1,13,3.19,410,421,408,65865,27410163,20071798080,47676480,KSQ,IT소프트웨어
035420,KR7035420009,NAVER,KOSPI,,186900,1,400,0.21,189000,189100,185700,365673,68571790850,29611876795200,158437008,STK,IT소프트웨어
035460,KR7035460005,기산텔레콤,KOSDAQ,벤처기업부,2100,3,0,0.0,2100,2120,2095,22657,47750360,30612414000,14577340,KSQ,통신
035510,KR7035510007,신세계 I&C,KOSPI,,13560,1,440,3.35,13290,13610,13220,72862,980000060,189581004000,13980900,STK,IT소프트웨어
035600,KR7035600006,KG이니시스,KOSDAQ,우량기업부,9200,1,220,2.45,9070,9220,9070,57885,531307135,253500792800,27554434,KSQ,IT소프트웨어
035610,KR7035610005,솔본,KOSDAQ,벤처기업부,3990,1,100,2.57,3885,4005,3885,35267,139610465,109110528030,27345997,KSQ,창업투자/VC
035620,KR7035620004,바른손이앤에이,KOSDAQ,중견기업부,413,1,6,1.47,406,416,405,33337,13675543,30743585775,74439675,KSQ,게임
035720,KR7035720002,카카오,KOSPI,,42050,2,-1100,-2.55,44100,44450,41650,1919331,81711343525,18573959954750,441711295,STK,IT소프트웨어
035760,KR7035760008,CJ ENM,KOSDAQ GLOBAL,중견기업부,64700,1,4300,7.12,61300,65100,61000,103628,6630970750,1418816263800,21929154,KSQ,엔터테인먼트
035810,KR7035810001,이지홀딩스,KOSDAQ,우량기업부,3905,1,170,4.55,3780,3920,3775,154134,598174765,251935702425,64516185,KSQ,지주회사
035890,KR7035890003,서희건설,KOSDAQ,우량기업부,1808,1,29,1.63,1780,1822,1774,378981,683672746,415493690256,229808457,KSQ,건설
035900,KR7035900000,JYP Ent.,KOSDAQ GLOBAL,우량기업부,77000,3,0,0.0,78300,78400,76600,230446,17834904250,2736001884000,35532492,KSQ,엔터테인먼트
036000,KR7036000008,예림당,KOSDAQ,중견기업부,2900,1,10,0.35,2890,2920,2885,28268,81846990,66799403300,23034277,KSQ,미디어
036010,KR7036010007,아비코전자,KOSDAQ,중견기업부,5140,1,100,1.98,5050,5190,5050,8414,43027395,68325680760,13292934,KSQ,IT하드웨어/반도체
036030,KR7036030005,케이티알파,KOSDAQ,우량기업부,4470,1,60,1.36,4400,4540,4400,96434,432829585,219116195010,49019283,KSQ,IT소프트웨어
036090,KR7036090009,위지트,KOSDAQ,중견기업부,685,1,23,3.47,667,690,667,586951,402129063,81098714540,118392284,KSQ,IT하드웨어/반도체
036120,KR7036120004,서울평가정보,KOSDAQ,중견기업부,2255,1,20,0.89,2230,2255,2225,18125,40573455,80052500000,35500000,KSQ,기타금융
036170,KR7036170009,에이치엠넥스,KOSDAQ,중견기업부,1005,1,16,1.62,998,1050,995,65995,66719966,61672454130,61365626,KSQ,정유/화학/가스
036180,KR7036180008,지더블유바이텍,KOSDAQ,투자주의환기종목(소속부없음),577,0,0,0.0,0,0,0,0,0,53929030348,93464524,KSQ,바이오/제약/신약개발
036190,KR7036190007,금화피에스시,KOSDAQ,우량기업부,29000,2,-50,-0.17,28700,29350,28500,17857,516243875,174000000000,6000000,KSQ,전력기기
036200,KR7036200004,유니셈,KOSDAQ,우량기업부,6020,1,150,2.56,5940,6030,5940,59566,357219055,184598622460,30664223,KSQ,반도체 장비
036220,KR7036220002,오상헬스케어,KOSDAQ,중견기업부,18800,2,-210,-1.1,19010,19290,17110,146914,2677791005,272777020800,14509416,KSQ,진단기기/의료기기
036420,KR7036420008,콘텐트리중앙,KOSPI,,12515,1,465,3.86,12350,12540,12050,94596,1169146375,241067784620,19262308,STK,엔터테인먼트
036460,KR7036460004,한국가스공사,KOSPI,,40600,1,700,1.75,40200,40700,39000,274475,11005038975,3747907800000,92313000,STK,유틸리티
036480,KR7036480002,대성미생물,KOSDAQ,중견기업부,8350,1,50,0.6,8400,8400,8310,786,6563460,31730000000,3800000,KSQ,바이오/제약/신약개발
036530,KR7036530004,SNT홀딩스,KOSPI,,57700,1,4800,9.07,53000,58750,52900,82806,4671532450,940734222200,16303886,STK,조선/기계/중공업
036540,KR7036540003,SFA반도체,KOSDAQ,우량기업부,3120,1,95,3.14,3085,3140,3065,221807,691134259,513116145360,164460303,KSQ,IT하드웨어/반도체
036560,KR7036560001,KZ정밀,KOSDAQ,우량기업부,12030,1,220,1.86,11850,12070,11780,2796,33446940,189472500000,15750000,KSQ,자동차 부품
036570,KR7036570000,엔씨소프트,KOSPI,,167900,1,1400,0.84,166800,168700,165600,90828,15241718950,3617241293800,21544022,STK,게임
036580,KR7036580009,팜스코,KOSPI,,2655,1,30,1.14,2595,2655,2595,16406,43288050,97512688665,36727943,STK,음식료
036620,KR7036620003,감성코퍼레이션,KOSDAQ,우량기업부,5320,3,0,0.0,5320,5440,5250,587543,3139972385,486780000000,91500000,KSQ,의류
036630,KR7036630002,세종텔레콤,KOSDAQ,중견기업부,6740,2,-270,-3.85,6990,7210,6570,288232,1966332610,134800000000,20000000,KSQ,통신
036640,KR7036640001,HRS,KOSDAQ,우량기업부,5270,2,-30,-0.57,5300,5350,5260,61186,324070620,86189796000,16354800,KSQ,자동차 부품
036670,KR7036670008,삼양케이씨아이,KOSDAQ,우량기업부,7070,1,70,1.0,7000,7070,6980,19770,138939390,79678900000,11270000,KSQ,반도체 소재
036710,KR7036710002,심텍홀딩스,KOSDAQ,중견기업부,1416,3,0,0.0,1418,1430,1405,36683,51994844,68992163064,48723279,KSQ,IT하드웨어/반도체
036800,KR7036800001,나이스정보통신,KOSDAQ,우량기업부,21200,1,1000,4.95,20350,21550,20150,15228,322523875,212000000000,10000000,KSQ,IT소프트웨어
036810,KR7036810000,에프에스티,KOSDAQ,우량기업부,17510,1,350,2.04,17640,18020,17430,44173,785923680,384455653480,21956348,KSQ,반도체 장비
036830,KR7036830008,솔브레인홀딩스,KOSDAQ GLOBAL,우량기업부,35900,1,6350,21.49,30950,36900,30750,170397,5866511650,752609610400,20964056,KSQ,지주회사
036890,KR7036890002,진성티이씨,KOSDAQ,우량기업부,11080,2,-40,-0.36,11130,11140,10550,303323,3277144935,249103529440,22482268,KSQ,조선/기계/중공업
036930,KR7036930006,주성엔지니어링,KOSDAQ GLOBAL,우량기업부,31950,1,550,1.75,32100,32600,31900,227935,7353131850,1510222855950,47268321,KSQ,반도체 장비
037030,KR7037030004,파워넷,KOSDAQ,우량기업부,2735,1,80,3.01,2820,2900,2695,1891885,5275789600,59838993890,21878974,KSQ,전력기기
037070,KR7037070000,파세코,KOSDAQ,중견기업부,7150,1,90,1.27,7060,7150,7030,35893,255247725,143000000000,20000000,KSQ,가전제품
037230,KR7037230000,한국팩키지,KOSDAQ,중견기업부,2005,3,0,0.0,2050,2050,1982,82845,165579504,59749655635,29800327,KSQ,음식료
037270,KR7037270006,YG PLUS,KOSPI,,6480,1,50,0.78,6550,6620,6400,748017,4855935760,411022576800,63429410,STK,엔터테인먼트
037330,KR7037330008,인지디스플레,KOSDAQ,우량기업부,1341,1,11,0.83,1330,1345,1330,7290,9729113,58850085384,43885224,KSQ,디스플레이 패널
037350,KR7037350006,성도이엔지,KOSDAQ,우량기업부,4655,1,120,2.65,4545,4665,4545,37767,174062570,72012850000,15470000,KSQ,건설
037370,KR7037370004,EG,KOSDAQ,벤처기업부,5920,2,-80,-1.33,6000,6080,5870,16025,94710140,51059834240,8624972,KSQ,철강/비철금속
037400,KR7037400009,우리엔터프라이즈,KOSDAQ,중견기업부,1074,1,9,0.85,1065,1074,1065,19184,20496804,28163873604,26223346,KSQ,IT소프트웨어
037440,KR7037440005,희림,KOSDAQ,우량기업부,5320,1,100,1.92,5220,5330,5090,56141,292751670,74067567000,13922475,KSQ,건설
037460,KR7037460003,삼지전자,KOSDAQ,벤처기업부,10480,1,340,3.35,10200,10520,10160,38539,400608670,171018110560,16318522,KSQ,통신
037560,KR7037560000,LG헬로비전,KOSPI,,2550,2,-5,-0.2,2555,2570,2535,108081,275821869,197489505750,77446865,STK,미디어
037710,KR7037710001,광주신세계,KOSPI,,28450,1,300,1.07,28200,28550,28200,20910,594821800,226382055500,7957190,STK,유통
037760,KR7037760006,쎄니트,KOSDAQ,우량기업부,1656,1,15,0.91,1641,1656,1631,21394,35237484,56027317176,33832921,KSQ,IT하드웨어/반도체
037950,KR7037950003,엘컴텍,KOSDAQ,중견기업부,987,1,5,0.51,987,987,979,69955,68815653,83349701253,84447519,KSQ,IT하드웨어/반도체
038010,KR7038010005,제일테크노스,KOSDAQ,우량기업부,6550,1,230,3.64,6350,6560,6350,46092,300040920,58950000000,9000000,KSQ,건설
038060,KR7038060000,루멘스,KOSDAQ,우량기업부,909,1,3,0.33,908,911,901,32203,29125501,43725689721,48103069,KSQ,IT하드웨어/반도체
038070,KR7038070009,서린바이오,KOSDAQ,우량기업부,8010,2,-10,-0.12,8270,8350,7875,177658,1426319115,72896414760,9100676,KSQ,바이오/제약/신약개발
038110,KR7038110003,에코플라스틱,KOSDAQ,우량기업부,3055,2,-25,-0.81,3100,3165,3040,605972,1872041251,125772425350,41169370,KSQ,자동차 부품
038290,KR7038290003,마크로젠,KOSDAQ,중견기업부,15740,2,-30,-0.19,15750,15880,15650,3156,49573000,170643636000,10841400,KSQ,바이오/제약/신약개발
038390,KR7038390001,레드캡투어,KOSDAQ,우량기업부,12340,1,440,3.7,12000,12370,11920,40017,488768710,206334943480,16720822,KSQ,운송/항공/물류
038460,KR7038460002,바이오스마트,KOSDAQ,우량기업부,3550,1,105,3.05,3500,3570,3480,242656,852955384,92883754900,26164438,KSQ,기타금융
038500,KR7038500005,삼표시멘트,KOSDAQ,우량기업부,3200,1,80,2.56,3155,3210,3145,72085,229627353,345332179200,107916306,KSQ,건자재
038530,KR7038530002,케이바이오,KOSDAQ,중견기업부,267,2,-7,-2.55,274,275,260,1106763,295999580,30895730649,115714347,KSQ,바이오/제약/신약개발
038540,KR7038540001,상상인,KOSDAQ,중견기업부,2020,1,43,2.18,1977,2030,1960,341202,682755090,111763192260,55328313,KSQ,증권
038620,KR7038620001,위즈코프,KOSDAQ,벤처기업부,618,2,-4,-0.64,620,626,608,388785,238844797,45387084930,73441885,KSQ,IT소프트웨어
038680,KR7038680005,에스넷,KOSDAQ,우량기업부,4390,1,90,2.09,4265,4390,4265,30064,130697161,87416498380,19912642,KSQ,IT소프트웨어
038870,KR7038870002,에코바이오,KOSDAQ,중견기업부,4175,1,15,0.36,4285,4310,4170,126514,535223150,58512412075,14014949,KSQ,신재생에너지
038880,KR7038880001,아이에이,KOSDAQ,중견기업부,215,1,7,3.37,211,216,211,538681,115106770,80780052625,375721175,KSQ,자동차 부품
038950,KR7038950002,파인디지털,KOSDAQ,중견기업부,3285,1,5,0.15,3280,3440,3260,1283,4244085,33542363025,10210765,KSQ,IT하드웨어/반도체
039010,KR7039010004,현대에이치티,KOSDAQ,우량기업부,9090,1,990,12.22,9680,10530,8920,2540760,24755412380,78401250000,8625000,KSQ,자동차 부품
039020,KR7039020003,이건홀딩스,KOSDAQ,중견기업부,4695,1,175,3.87,4525,4975,4525,786315,3737860307,106035208755,22584709,KSQ,홈리빙/가구
039030,KR7039030002,이오테크닉스,KOSDAQ GLOBAL,우량기업부,148900,1,3900,2.69,148800,152300,147800,63974,9590273750,1834380995000,12319550,KSQ,반도체 장비
039130,KR7039130000,하나투어,KOSPI,,51700,1,600,1.17,51600,52500,51500,41174,2143726000,800829484400,15489932,STK,운송/항공/물류
039200,KR7039200001,오스코텍,KOSDAQ,벤처기업부,28350,2,-450,-1.56,29300,29650,28050,80703,2301512575,1084335789600,38248176,KSQ,바이오/제약/신약개발
039240,KR7039240007,경남스틸,KOSDAQ,우량기업부,3135,3,0,0.0,3100,3187,3100,305003,956511906,84581058540,26979604,KSQ,철강/비철금속
039290,KR7039290002,인포뱅크,KOSDAQ,중견기업부,6380,1,120,1.92,6340,6410,6280,7070,44897345,55467579640,8693978,KSQ,IT소프트웨어
039310,KR7039310008,세중,KOSDAQ,중견기업부,1539,1,37,2.46,1510,1549,1460,10725,16259310,27889245513,18121667,KSQ,운송/항공/물류
039340,KR7039340005,한국경제TV,KOSDAQ,우량기업부,5460,1,30,0.55,5420,5480,5420,13061,71478530,122850000000,22500000,KSQ,미디어
039420,KR7039420005,케이엘넷,KOSDAQ,중견기업부,2710,1,25,0.93,2685,2750,2675,41296,111986400,65459318300,24154730,KSQ,IT소프트웨어
039440,KR7039440003,에스티아이,KOSDAQ,우량기업부,20300,1,470,2.37,20200,20700,20100,71911,1470771650,321349000000,15830000,KSQ,반도체 장비
039490,KR7039490008,키움증권,KOSPI,,174000,1,11600,7.14,165900,176100,165500,146452,25125076650,4258946844000,24476706,STK,증권
039560,KR7039560008,다산네트웍스,KOSDAQ,중견기업부,2810,2,-5,-0.18,2830,2835,2640,36479,101201400,111315286610,39613981,KSQ,통신
039570,KR7039570007,HDC랩스,KOSPI,,9220,1,30,0.33,9190,9250,9110,3291,30261620,239329081220,25957601,STK,IT소프트웨어
039610,KR7039610001,화성밸브,KOSDAQ,우량기업부,10350,1,190,1.87,10160,10380,10050,112696,1150873910,107747640000,10410400,KSQ,조선/기계/중공업
039740,KR7039740006,한국정보공학,KOSDAQ,벤처기업부,2880,1,60,2.13,2820,2935,2815,7651,21844385,23092983360,8018397,KSQ,IT소프트웨어
039830,KR7039830005,오로라,KOSDAQ,우량기업부,6560,2,-70,-1.06,6630,6640,6520,4847,31843940,70604558400,10762890,KSQ,엔터테인먼트
039840,KR7039840004,디오,KOSDAQ,중견기업부,17990,2,-230,-1.26,18290,18290,17670,41539,740624460,269521772450,14981755,KSQ,진단기기/의료기기
039860,KR7039860002,나노엔텍,KOSDAQ,중견기업부,3535,2,-30,-0.84,3540,3575,3505,22912,80821627,113509139870,32110082,KSQ,진단기기/의료기기
039980,KR7039980008,폴라리스AI,KOSDAQ,중견기업부,2940,1,90,3.16,2980,2990,2900,2262843,6671476228,213726428160,72696064,KSQ,AI
040160,KR7040160004,누리플렉스,KOSDAQ,중견기업부,3315,1,45,1.38,3280,3500,3275,20164,68113560,39964098525,12055535,KSQ,전력기기
040300,KR7040300006,YTN,KOSDAQ,중견기업부,3040,2,-75,-2.41,3090,3095,2985,133157,403697778,127680000000,42000000,KSQ,미디어
040350,KR7040350001,크레오에스지,KOSDAQ,벤처기업부,608,1,3,0.5,611,630,606,186392,115029778,117468836384,193205323,KSQ,IT소프트웨어
040420,KR7040420002,정상제이엘에스,KOSDAQ,우량기업부,6120,1,10,0.16,6110,6130,6090,4460,27252930,95946618240,15677552,KSQ,미디어
040610,KR7040610008,SG&G,KOSDAQ,중견기업부,1651,1,24,1.48,1628,1658,1628,47475,78123668,56277960596,34087196,KSQ,자동차 부품
040910,KR7040910002,아이씨디,KOSDAQ,투자주의환기종목(소속부없음),4295,1,135,3.25,4160,4300,4160,17884,75979868,79776511125,18574275,KSQ,디스플레이 장비
041020,KR7041020009,폴라리스오피스,KOSDAQ,벤처기업부,5830,1,190,3.37,5800,5860,5680,407411,2350586585,289899653340,49725498,KSQ,IT소프트웨어
041190,KR7041190000,우리기술투자,KOSDAQ,벤처기업부,7090,1,220,3.2,6950,7160,6950,268076,1899102910,595560000000,84000000,KSQ,창업투자/VC
041440,KR7041440009,현대에버다임,KOSDAQ,우량기업부,8010,2,-120,-1.48,8090,8090,7920,74873,598483490,143506711440,17915944,KSQ,조선/기계/중공업
041460,KR7041460007,한국전자인증,KOSDAQ,중견기업부,3770,1,115,3.15,3655,3770,3655,87093,325152215,71630000000,19000000,KSQ,IT소프트웨어
041510,KR7041510009,에스엠,KOSDAQ,우량기업부,128400,2,-1500,-1.15,131800,131800,128100,97230,12593399550,2939678196000,22894690,KSQ,엔터테인먼트
041520,KR7041520008,이엘씨,KOSDAQ,중견기업부,8020,1,200,2.56,7990,8070,7800,10942,87630480,97753614600,12188730,KSQ,디스플레이 소재
041650,KR7041650003,상신브레이크,KOSPI,,2970,1,30,1.02,2940,2980,2920,16864,49748890,63770206500,21471450,STK,자동차 부품
041830,KR7041830001,인바디,KOSDAQ,우량기업부,24600,2,-400,-1.6,25000,25200,24500,12115,298773250,331629697200,13480882,KSQ,헬스케어
041910,KR7041910001,폴라리스AI파마,KOSDAQ,중견기업부,8570,2,-120,-1.38,8630,8880,8450,412292,3557254205,115708771990,13501607,KSQ,바이오/제약/신약개발
041920,KR7041920000,메디아나,KOSDAQ,우량기업부,6300,2,-120,-1.87,6500,6500,6190,81690,509712190,117168804900,18598223,KSQ,헬스케어
041930,KR7041930009,동아화성,KOSDAQ,우량기업부,5850,1,120,2.09,5770,5860,5760,16873,98094530,92430000000,15800000,KSQ,자동차 부품
041960,KR7041960006,코미팜,KOSDAQ,벤처기업부,5350,1,100,1.9,5260,5400,5260,40794,217846640,387553053050,72439823,KSQ,바이오/제약/신약개발
042000,KR7042000000,카페24,KOSDAQ,기술성장기업부,45100,1,450,1.01,45100,45650,44350,93992,4227506900,1093812735400,24253054,KSQ,IT소프트웨어
042040,KR7042040006,케이피엠테크,KOSDAQ,중견기업부,258,2,-2,-0.77,260,262,257,64472,16735640,50053261620,194004890,KSQ,바이오/제약/신약개발
042110,KR7042110007,에스씨디,KOSDAQ,우량기업부,1438,2,-3,-0.21,1437,1446,1431,63713,91514534,69497913032,48329564,KSQ,가전제품
042370,KR7042370007,비츠로테크,KOSDAQ,우량기업부,7680,1,20,0.26,7660,7720,7600,38122,292458630,201216192000,26200025,KSQ,전력기기
042420,KR7042420000,네오위즈홀딩스,KOSDAQ,중견기업부,23450,1,500,2.18,23500,23500,23000,6443,149744575,201525688700,8593846,KSQ,지주회사
042500,KR7042500009,링네트,KOSDAQ,우량기업부,4205,1,20,0.48,4215,4235,4165,11166,47006610,80189913470,19070134,KSQ,IT소프트웨어
042510,KR7042510008,라온시큐어,KOSDAQ,벤처기업부,9720,1,50,0.52,9610,9730,9610,14842,143480365,108914291280,11205174,KSQ,IT소프트웨어
042520,KR7042520007,한스바이오메드,KOSDAQ,벤처기업부,8910,1,180,2.06,8850,9080,8650,27405,244234305,120519929970,13526367,KSQ,헬스케어
042600,KR7042600007,새로닉스,KOSDAQ,중견기업부,7060,1,220,3.22,6840,7200,6840,14964,105275890,87710432440,12423574,KSQ,IT하드웨어/반도체
042660,KR7042660001,한화오션,KOSPI,,76950,2,-850,-1.09,77500,77600,75600,1108589,84792468000,23578510668300,306413394,STK,조선/기계/중공업
042670,KR7042670000,HD현대인프라코어,KOSPI,,9490,1,100,1.06,9350,9520,9240,790179,7447872225,1827688893680,192591032,STK,조선/기계/중공업
042700,KR7042700005,한미반도체,KOSPI,,83100,1,3100,3.88,82000,83800,81800,534199,44337055300,8028644922900,96614259,STK,반도체 장비
042940,KR7042940007,상지건설,KOSDAQ,중견기업부,12950,5,-5540,-29.96,19930,20600,12950,4328400,67643440655,88431820400,6828712,KSQ,건설
043090,KR7043090000,더테크놀로지,KOSDAQ,투자주의환기종목(소속부없음),380,0,0,0.0,0,0,0,0,0,4718944500,12418275,KSQ,디스플레이 장비
043100,KR7043100007,알파녹스,KOSDAQ,벤처기업부,3925,2,-15,-0.38,3995,4035,3815,80067,317192478,67145273300,17107076,KSQ,자동차 부품
043150,KR7043150002,바텍,KOSDAQ,우량기업부,20500,1,150,0.74,20400,20500,20350,2682,54717325,304512248000,14854256,KSQ,진단기기/의료기기
043200,KR7043200005,파루,KOSDAQ,벤처기업부,1224,1,44,3.73,1307,1308,1153,7411686,8928475802,51168481560,41804315,KSQ,IT하드웨어/반도체
043260,KR7043260009,성호전자,KOSDAQ,우량기업부,1206,1,71,6.26,1138,1249,1138,1042172,1251210065,85532924538,70922823,KSQ,IT하드웨어/반도체
043340,KR7043340009,에쎈테크,KOSDAQ,중견기업부,508,1,1,0.2,507,517,497,156468,78767170,48260000000,95000000,KSQ,자동차 부품
043360,KR7043360007,디지아이,KOSDAQ,벤처기업부,2265,1,80,3.66,2205,2295,2185,12369,27519205,20385000000,9000000,KSQ,IT하드웨어/반도체
043370,KR7043370006,피에이치에이,KOSDAQ,우량기업부,10340,1,220,2.17,10100,10400,10100,10908,112078030,217140000000,21000000,KSQ,자동차 부품
043590,KR7043590009,웰킵스하이텍,KOSDAQ,중견기업부,662,1,1,0.15,661,663,658,10785,7128767,17964536444,27136762,KSQ,건자재
043610,KR7043610005,KT지니뮤직,KOSDAQ,우량기업부,2215,1,25,1.14,2190,2230,2190,13326,29480032,128725695170,58115438,KSQ,미디어
043650,KR7043650001,국순당,KOSDAQ,중견기업부,4635,1,65,1.42,4560,4650,4500,14963,68690530,82773239040,17858304,KSQ,음식료
