Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
005490,KR7005490008,POSCO홀딩스,KOSPI,,250500,2,-2500,-0.99,252500,255000,250000,79566,20029044500,20273704476000,80932952,STK
028260,KR7028260008,삼성물산,KOSPI,,114000,2,-400,-0.35,114700,115300,113600,50198,5735844650,19377326016000,169976544,STK
259960,KR7259960003,크래프톤,KOSPI,,384000,2,-2000,-0.52,386000,391000,381500,54855,21250559500,18397842816000,47911049,STK
035720,KR7035720002,카카오,KOSPI,,38900,2,-100,-0.26,39250,39350,38750,355571,13895173825,17266636360000,443872400,STK
086790,KR7086790003,하나금융지주,KOSPI,,59400,1,600,1.02,59100,59600,58900,183725,10887442650,17062108272000,287240880,STK
011200,KR7011200003,HMM,KOSPI,,18850,2,-500,-2.58,19380,19390,18810,1033364,19665527085,16607594499600,881039496,STK
000810,KR7000810002,삼성화재,KOSPI,,350500,2,-1500,-0.43,352000,352500,348500,10181,3567519250,16604880368500,47374837,STK
034020,KR7034020008,두산에너빌리티,KOSPI,,25850,2,-100,-0.39,26550,26600,25850,4006643,104969585550,16558505624100,640561146,STK
015760,KR7015760002,한국전력,KOSPI,,25150,1,850,3.5,24450,25250,24350,2433059,61003712100,16145396536550,641964077,STK
032830,KR7032830002,삼성생명,KOSPI,,79400,2,-200,-0.25,79600,80300,79100,30981,2467051100,15880000000000,200000000,STK
009540,KR7009540006,HD한국조선해양,KOSPI,,220000,2,-6000,-2.65,224500,227500,217500,116043,25557840500,15570085520000,70773116,STK
051910,KR7051910008,LG화학,KOSPI,,216500,2,-4000,-1.81,219500,222000,216000,80266,17546796750,15283242259500,70592343,STK
010130,KR7010130003,고려아연,KOSPI,,680000,1,1000,0.15,680000,688000,675000,5350,3648181500,14078232440000,20703283,STK
096770,KR7096770003,SK이노베이션,KOSPI,,92500,2,-1100,-1.18,93600,94100,92500,119357,11102060200,13970716780000,151034776,STK
033780,KR7033780008,KT&G,KOSPI,,110000,1,400,0.36,109500,110300,109300,87746,9627428900,13426874670000,122062497,STK
316140,KR7316140003,우리금융지주,KOSPI,,16960,1,180,1.07,16780,17000,16760,1015640,17201153140,12594351856960,742591501,STK
030200,KR7030200000,KT,KOSPI,,49250,1,50,0.1,49600,49600,49200,72035,3560176000,12412067986250,252021685,STK
064350,KR7064350002,현대로템,KOSPI,,113600,2,-1100,-0.96,118000,118000,111500,639299,73162951050,12398564484800,109142293,STK
017670,KR7017670001,SK텔레콤,KOSPI,,57600,2,-100,-0.17,57700,57900,57600,76064,4391993900,12371907052800,214790053,STK
010140,KR7010140002,삼성중공업,KOSPI,,13985,2,-535,-3.68,14520,14530,13920,6953695,97773306455,12306800000000,880000000,STK
006400,KR7006400006,삼성SDI,KOSPI,,177100,2,-2900,-1.61,179000,180500,177000,111660,19914612650,12178198263000,68764530,STK
267260,KR7267260008,HD현대일렉트릭,KOSPI,,333000,1,2500,0.76,329000,336500,319000,163844,53616369000,12003695955000,36047135,STK
024110,KR7024110009,기업은행,KOSPI,,14620,1,40,0.27,14590,14640,14580,190993,2791481305,11658366204780,797425869,STK
066570,KR7066570003,LG전자,KOSPI,,70000,2,-100,-0.14,70200,70800,69500,129651,9114649700,11455346980000,163647814,STK
402340,KR7402340004,SK스퀘어,KOSPI,,83600,1,1200,1.46,82400,84500,81800,68032,5680889450,11164617481600,133548056,STK
323410,KR7323410001,카카오뱅크,KOSPI,,20950,2,-150,-0.71,21050,21200,20950,100358,2109865175,9992650070150,476976137,STK
003550,KR7003550001,LG,KOSPI,,62800,2,-400,-0.63,63200,63600,62500,25693,1619158750,9878502360400,157300993,STK
003670,KR7003670007,포스코퓨처엠,KOSPI,,125400,2,-1200,-0.95,126700,128300,125300,61604,7783284500,9713887788000,77463220,STK
352820,KR7352820005,하이브,KOSPI,,231000,1,500,0.22,233000,236000,230500,87423,20375035750,9621634407000,41652097,STK
000100,KR7000100008,유한양행,KOSPI,,115200,2,-200,-0.17,115800,117000,114900,141119,16348466050,9240084172800,80209064,STK
034730,KR7034730002,SK,KOSPI,,126500,1,1300,1.04,124700,127800,124700,51539,6518798850,9171591929500,72502703,STK
018260,KR7018260000,삼성에스디에스,KOSPI,,116800,1,400,0.34,116800,117500,116000,19275,2251445850,9037727040000,77377800,STK
009150,KR7009150004,삼성전기,KOSPI,,120500,2,-500,-0.41,120600,121600,120200,80139,9677585450,9000590368000,74693696,STK
047050,KR7047050000,포스코인터내셔널,KOSPI,,51000,2,-400,-0.78,51600,52100,50600,146497,7507198350,8972062188000,175922788,STK
086280,KR7086280005,현대글로비스,KOSPI,,114500,2,-3800,-3.21,118000,118000,114300,75463,8721667300,8587500000000,75000000,STK
326030,KR7326030004,SK바이오팜,KOSPI,,104300,2,-500,-0.48,104400,104900,103100,31157,3247340750,8168071975000,78313250,STK
047810,KR7047810007,한국항공우주,KOSPI,,80350,2,-50,-0.06,81100,83000,79800,488421,39680955850,7832124847450,97475107,STK
003490,KR7003490000,대한항공,KOSPI,,20400,2,-150,-0.73,20550,20650,20350,238465,4888612100,7511701484400,368220661,STK
042700,KR7042700005,한미반도체,KOSPI,,74800,1,1600,2.19,76100,77800,73900,1075055,80750118750,7226746573200,96614259,STK
272210,KR7272210006,한화시스템,KOSPI,,38250,2,-400,-1.03,39100,39250,37050,1428956,54389622975,7226166629250,188919389,STK
443060,KR7443060009,HD현대마린솔루션,KOSPI,,160000,2,-11500,-6.71,170700,170700,159100,84035,13609648950,7172673600000,44829210,STK
003230,KR7003230000,삼양식품,KOSPI,,950000,2,-11000,-1.14,960000,965000,936000,16830,16013935000,7156364250000,7533015,STK
090430,KR7090430000,아모레퍼시픽,KOSPI,,114900,2,-500,-0.43,116300,116500,113800,102065,11741831550,6720818009100,58492759,STK
079550,KR7079550000,LIG넥스원,KOSPI,,289000,1,1500,0.52,290000,294000,285000,62833,18194967500,6358000000000,22000000,STK
005830,KR7005830005,DB손해보험,KOSPI,,84900,2,-300,-0.35,84700,85500,84700,29217,2485275150,6010920000000,70800000,STK
010950,KR7010950004,S-Oil,KOSPI,,52300,3,0,0.0,52500,52900,51800,54830,2873542650,5888080021600,112582792,STK
021240,KR7021240007,코웨이,KOSPI,,78400,1,1800,2.35,77200,79300,77100,35646,2800659100,5688997608000,72563745,STK
267250,KR7267250009,HD현대,KOSPI,,70400,2,-1200,-1.68,71500,71500,70400,42857,3034680400,5561113184000,78993085,STK
006800,KR7006800007,미래에셋증권,KOSPI,,9550,1,150,1.6,9440,9640,9390,220138,2100521840,5446521696400,570316408,STK
180640,KR7180640005,한진칼,KOSPI,,80500,3,0,0.0,79700,81000,79600,6306,506833400,5374363459500,66762279,STK
088980,KR7088980008,맥쿼리인프라,KOSPI,,11210,1,10,0.09,11210,11240,11200,241909,2714621020,5368715541530,478921993,STK
010120,KR7010120004,LS ELECTRIC,KOSPI,,175700,2,-3700,-2.06,180500,183800,171600,335034,59759523250,5271000000000,30000000,STK
010620,KR7010620003,HD현대미포,KOSPI,,129300,2,-4900,-3.65,131400,132000,126000,381242,49026441700,5164519865700,39942149,STK
005387,KR7005382007,현대차2우B,KOSPI,,143900,1,400,0.28,143700,144500,142600,44942,6461558900,5145776364900,35759391,STK
064400,KR7064400005,LG씨엔에스,KOSPI,,52400,1,400,0.77,52000,52400,51800,133007,6935662300,5076823675200,96885948,STK
032640,KR7032640005,LG유플러스,KOSPI,,11420,1,110,0.97,11350,11480,11340,453736,5182014700,4986101742620,436611361,STK
051900,KR7051900009,LG생활건강,KOSPI,,319000,1,8500,2.74,311500,323000,309500,27704,8800158000,4982204843000,15618197,STK
000150,KR7000150003,두산,KOSPI,,296500,1,8000,2.77,292000,303500,289000,80274,23959573500,4899317077500,16523835,STK
161390,KR7161390000,한국타이어앤테크놀로지,KOSPI,,38650,2,-150,-0.39,38650,38950,38500,33938,1313516050,4787771416850,123875069,STK
029780,KR7029780004,삼성카드,KOSPI,,40600,3,0,0.0,40550,40750,40450,11746,477514425,4703870974600,115858891,STK
271560,KR7271560005,오리온,KOSPI,,118700,2,-2100,-1.74,121500,121500,118400,40382,4823028250,4692938868400,39536132,STK
298040,KR7298040007,효성중공업,KOSPI,,478000,2,-500,-0.1,480000,481500,468500,21442,10178072250,4457133944000,9324548,STK
005940,KR7005940002,NH투자증권,KOSPI,,13440,1,60,0.45,13450,13500,13410,178348,2401859480,4401496498560,327492299,STK
000720,KR7000720003,현대건설,KOSPI,,38750,2,-600,-1.52,39350,39550,38700,184620,7196236875,4315035893750,111355765,STK
241560,KR7241560002,두산밥캣,KOSPI,,44675,2,-125,-0.28,45100,45100,44575,40878,1830850225,4282369703875,95856065,STK
034220,KR7034220004,LG디스플레이,KOSPI,,8160,3,0,0.0,8210,8240,8140,199012,1627567490,4080000000000,500000000,STK
016360,KR7016360000,삼성증권,KOSPI,,45500,1,600,1.34,45050,45750,45050,91100,4146385775,4063150000000,89300000,STK
009830,KR7009830001,한화솔루션,KOSPI,,23400,1,1150,5.17,22450,24150,22350,3595790,84797730875,4022285342400,171892536,STK
377300,KR7377300009,카카오페이,KOSPI,,29750,2,-200,-0.67,29750,30150,29650,61717,1845249725,4006733599750,134680121,STK
071050,KR7071050009,한국금융지주,KOSPI,,71400,1,500,0.71,71300,72000,71000,31944,2287265550,3978835828800,55725992,STK
006260,KR7006260004,LS,KOSPI,,120700,2,-1500,-1.23,121700,123600,119600,91882,11147216500,3886540000000,32200000,STK
028050,KR7028050003,삼성E&A,KOSPI,,19030,2,-270,-1.4,19250,19390,18980,269251,5150989550,3729880000000,196000000,STK
251270,KR7251270005,넷마블,KOSPI,,43200,2,-800,-1.82,43600,43950,43050,48622,2107031550,3713191286400,85953502,STK
011790,KR7011790003,SKC,KOSPI,,97400,2,-900,-0.92,97800,100400,97200,76360,7521934300,3688372225200,37868298,STK
022100,KR7022100002,포스코DX,KOSPI,,23850,2,-450,-1.85,24150,24300,23800,204043,4904055250,3626028286650,152034729,STK
450080,KR7450080007,에코프로머티,KOSPI,,51500,2,-200,-0.39,51800,52650,51000,127029,6589542850,3591536252000,69738568,STK
097950,KR7097950000,CJ제일제당,KOSPI,,238000,2,-1000,-0.42,239000,240000,237500,14936,3560399250,3582896268000,15054186,STK
036460,KR7036460004,한국가스공사,KOSPI,,37200,1,800,2.2,36600,37600,36400,312691,11633717700,3434043600000,92313000,STK
078930,KR7078930005,GS,KOSPI,,36850,2,-50,-0.14,36900,37000,36750,35198,1298704600,3423931679300,92915378,STK
175330,KR7175330000,JB금융지주,KOSPI,,17610,1,180,1.03,17500,17760,17470,124538,2199801250,3414719386920,193907972,STK
005385,KR7005381009,현대차우,KOSPI,,142750,2,-150,-0.1,142900,143700,142300,21973,3138029650,3407726287000,23871988,STK
035250,KR7035250000,강원랜드,KOSPI,,15690,1,30,0.19,15690,15790,15620,130539,2051605440,3356726445000,213940500,STK
011070,KR7011070000,LG이노텍,KOSPI,,140350,1,1350,0.97,139100,142200,138800,43212,6078868400,3321678467450,23667107,STK
001040,KR7001040005,CJ,KOSPI,,113700,2,-7300,-6.03,116900,116900,111400,294870,33617778750,3317424672600,29176998,STK
000880,KR7000880005,한화,KOSPI,,43900,2,-200,-0.45,44600,44950,43600,113608,4999584025,3290688466500,74958735,STK
307950,KR7307950006,현대오토에버,KOSPI,,119200,2,-800,-0.67,120000,120700,119000,5755,688516400,3268938654400,27423982,STK
138930,KR7138930003,BNK금융지주,KOSPI,,10150,3,0,0.0,10170,10240,10100,190142,1934930275,3231592717850,318383519,STK
454910,KR7454910001,두산로보틱스,KOSPI,,49550,2,-400,-0.8,50100,50700,49500,86551,4328087850,3211830009000,64819980,STK
462870,KR7462870007,시프트업,KOSPI,,53100,2,-1300,-2.39,54300,54400,52800,45813,2444524950,3105538632000,58484720,STK
128940,KR7128940004,한미약품,KOSPI,,239250,2,-250,-0.1,240500,242000,237500,19089,4586814750,3065029596750,12810991,STK
011780,KR7011780004,금호석유화학,KOSPI,,115000,2,-700,-0.61,116900,117700,114700,18079,2086830750,3042852505000,26459587,STK
302440,KR7302440003,SK바이오사이언스,KOSPI,,38650,2,-450,-1.15,39200,39350,38550,35515,1383997900,3028122874450,78347293,STK
004020,KR7004020004,현대제철,KOSPI,,22650,2,-300,-1.31,23000,23000,22600,194008,4406438750,3022547030250,133445785,STK
039490,KR7039490008,키움증권,KOSPI,,120800,1,2500,2.11,119600,122700,119100,41230,4999229350,2956786084800,24476706,STK
036570,KR7036570000,엔씨소프트,KOSPI,,135200,2,-3300,-2.38,138500,138500,135200,40723,5566020450,2912751774400,21544022,STK
489790,KR7489790006,한화비전,KOSPI,,55900,2,-600,-1.06,55600,57600,55400,521273,29443014500,2822301001000,50488390,STK
017800,KR7017800004,현대엘리베이터,KOSPI,,69300,2,-100,-0.14,68900,71500,68200,108234,7534584650,2709102280500,39092385,STK
278470,KR7278470000,에이피알,KOSPI,,70700,2,-1300,-1.81,71900,72500,70000,161339,11436614850,2640047938500,37341555,STK
383220,KR7383220001,F&F,KOSPI,,68400,1,400,0.59,67600,68700,67300,25186,1719473450,2620203930000,38307075,STK
011170,KR7011170008,롯데케미칼,KOSPI,,59900,2,-500,-0.83,60800,61000,59600,33110,1991354100,2562247598100,42775419,STK
026960,KR7026960005,동서,KOSPI,,25275,2,-425,-1.65,25600,26250,25150,107992,2751347900,2519917500000,99700000,STK
052690,KR7052690005,한전기술,KOSPI,,64300,1,1800,2.88,64300,65300,63400,143740,9244532850,2457546000000,38220000,STK
004370,KR7004370003,농심,KOSPI,,403500,2,-3000,-0.74,413500,415500,403000,11173,4562650500,2454346047000,6082642,STK
139480,KR7139480008,이마트,KOSPI,,87500,2,-100,-0.11,88300,88400,87200,46080,4043085350,2439134162500,27875819,STK
012750,KR7012750006,에스원,KOSPI,,63600,2,-300,-0.47,63000,64200,63000,6562,417284400,2416747720800,37999178,STK
031210,KR7031210008,서울보증보험,KOSPI,,34050,2,-300,-0.87,34350,34350,33650,149274,5083802150,2377425411900,69821598,STK
018880,KR7018880005,한온시스템,KOSPI,,3400,2,-25,-0.73,3415,3445,3395,173484,592146619,2307792676800,678762552,STK
004990,KR7004990008,롯데지주,KOSPI,,21050,2,-100,-0.47,21200,21200,20900,27385,576779450,2208339438850,104909237,STK
007660,KR7007660004,이수페타시스,KOSPI,,34450,1,1300,3.92,33100,35500,33050,1000966,34558998875,2178839134550,63246419,STK
018670,KR7018670000,SK가스,KOSPI,,235000,2,-4500,-1.88,239000,239500,232500,5258,1234413250,2172632340000,9245244,STK
066970,KR7066970005,엘앤에프,KOSPI,,59600,2,-700,-1.16,60200,61100,59500,51089,3086746250,2163311570400,36297174,STK
088350,KR7088350004,한화생명,KOSPI,,2490,2,-5,-0.2,2500,2505,2480,181096,451264292,2162639700000,868530000,STK
001440,KR7001440007,대한전선,KOSPI,,11450,2,-100,-0.87,11570,11600,11430,218441,2515092590,2134821585000,186447300,STK
002380,KR7002380004,KCC,KOSPI,,236500,2,-6000,-2.47,243000,243000,235000,17857,4256800000,2101650391500,8886471,STK
081660,KR7081660003,미스토홀딩스,KOSPI,,34950,2,-600,-1.69,35800,35800,34700,49443,1733899100,2100349573050,60095839,STK
030000,KR7030000004,제일기획,KOSPI,,18170,3,0,0.0,18200,18250,18130,48927,889466000,2090299058250,115041225,STK
082740,KR7082740002,한화엔진,KOSPI,,24350,2,-800,-3.18,25450,25600,24200,561460,13776394775,2031937907700,83447142,STK
111770,KR7111770004,영원무역,KOSPI,,45350,2,-1100,-2.37,46700,46700,45200,11379,519815575,2009525073800,44311468,STK
020560,KR7020560009,아시아나항공,KOSPI,,9520,2,-60,-0.63,9510,9610,9500,18210,173601470,1961031568720,205990711,STK
008930,KR7008930000,한미사이언스,KOSPI,,27950,2,-150,-0.53,28100,28250,27700,19536,548640700,1911543822500,68391550,STK
012510,KR7012510004,더존비즈온,KOSPI,,62800,2,-100,-0.16,64800,65300,62300,236084,15116892400,1908038835200,30382784,STK
000120,KR7000120006,CJ대한통운,KOSPI,,83300,2,-200,-0.24,83900,84600,83000,17461,1460775250,1900268255200,22812344,STK
051600,KR7051600005,한전KPS,KOSPI,,42100,2,-150,-0.36,42450,42950,41950,72702,3077710875,1894500000000,45000000,STK
001450,KR7001450006,현대해상,KOSPI,,20950,2,-100,-0.48,21050,21150,20800,65708,1378633100,1872930000000,89400000,STK
023530,KR7023530009,롯데쇼핑,KOSPI,,65800,1,1000,1.54,65000,66100,64100,26459,1733464850,1861400079000,28288755,STK
192820,KR7192820009,코스맥스,KOSPI,,162700,2,-4200,-2.52,167000,167500,162000,37505,6157764850,1846565114300,11349509,STK
000990,KR7000990002,DB하이텍,KOSPI,,40900,3,0,0.0,40750,41750,40550,73841,3032493525,1815902249200,44398588,STK
282330,KR7282330000,BGF리테일,KOSPI,,104000,2,-1000,-0.95,105300,106000,103800,11458,1195761050,1797526224000,17283906,STK
028670,KR7028670008,팬오션,KOSPI,,3305,2,-40,-1.2,3350,3350,3300,327463,1085426731,1766752237160,534569512,STK
161890,KR7161890009,한국콜마,KOSPI,,73300,2,-200,-0.27,73700,74400,72500,89444,6570194100,1730252144100,23605077,STK
006040,KR7006040000,동원산업,KOSPI,,43000,1,900,2.14,41800,43400,41550,60253,2587973675,1703835612000,39624084,STK
002790,KR7002790004,아모레G,KOSPI,,21400,3,0,0.0,21650,21650,21200,34300,733621150,1700405052000,79458180,STK
204320,KR7204320006,HL만도,KOSPI,,35100,2,-850,-2.36,36000,36050,35000,89453,3157011175,1648194912000,46957120,STK
007310,KR7007310006,오뚜기,KOSPI,,402500,2,-2000,-0.49,404500,406000,401000,507,204401250,1613151575000,4007830,STK
139130,KR7139130009,iM금융지주,KOSPI,,9460,3,0,0.0,9460,9490,9400,114389,1082670760,1574076200180,166392833,STK
375500,KR7375500006,DL이앤씨,KOSPI,,40500,2,-500,-1.22,41000,41700,40400,48141,1974101450,1567091731500,38693623,STK
361610,KR7361610009,SK아이이테크놀로지,KOSPI,,21850,2,-400,-1.8,22200,22600,21800,73709,1626601900,1557852385200,71297592,STK
062040,KR7062040001,산일전기,KOSPI,,51000,2,-500,-0.97,51500,51600,50500,101079,5145687350,1552705200000,30445200,STK
003690,KR7003690005,코리안리,KOSPI,,7910,3,0,0.0,7910,7930,7860,33097,261800715,1541034355210,194821031,STK
042670,KR7042670000,HD현대인프라코어,KOSPI,,7990,2,-10,-0.13,8080,8130,7970,338859,2722294940,1539320377330,192655867,STK
103140,KR7103140000,풍산,KOSPI,,54100,2,-300,-0.55,54900,54900,54000,53565,2913078100,1516113439800,28024278,STK
069620,KR7069620003,대웅제약,KOSPI,,130200,2,-1300,-0.99,130700,131400,129500,3924,512456900,1508572065000,11586575,STK
008770,KR7008770000,호텔신라,KOSPI,,38200,2,-400,-1.04,38650,38700,38000,44308,1698924750,1499278222200,39248121,STK
112610,KR7112610001,씨에스윈드,KOSPI,,35350,2,-150,-0.42,35400,36150,34950,39796,1418782725,1490759096050,42171403,STK
004170,KR7004170007,신세계,KOSPI,,153200,2,-700,-0.45,153600,154000,152000,7430,1138730100,1477641729200,9645181,STK
294870,KR7294870001,HDC현대산업개발,KOSPI,,22300,2,-150,-0.67,22550,22700,22050,42562,951543500,1469733459000,65907330,STK
005850,KR7005850003,에스엘,KOSPI,,31400,2,-300,-0.95,31900,31900,31300,71307,2250867875,1458483528000,46448520,STK
009420,KR7009420001,한올바이오파마,KOSPI,,27350,1,100,0.37,27300,27600,26950,81151,2217909750,1428781449300,52240638,STK
006360,KR7006360002,GS건설,KOSPI,,16570,2,-80,-0.48,16620,16770,16530,87693,1458774390,1418085289300,85581490,STK
006280,KR7006280002,녹십자,KOSPI,,118200,2,-1400,-1.17,119800,120000,118000,5693,677616950,1381348791600,11686538,STK
047040,KR7047040001,대우건설,KOSPI,,3285,2,-10,-0.3,3315,3340,3275,312998,1033770683,1365320365830,415622638,STK
007340,KR7007340003,DN오토모티브,KOSPI,,23200,2,-100,-0.43,23700,24300,22750,86986,2039426250,1357452068000,58510865,STK
395400,KR7395400005,SK리츠,KOSPI,,4900,1,15,0.31,4900,4910,4850,90408,442515235,1353324992600,276188774,STK
000080,KR7000080002,하이트진로,KOSPI,,19255,2,-75,-0.39,19330,19390,19240,34227,660600200,1350422679805,70133611,STK
000240,KR7000240002,한국앤컴퍼니,KOSPI,,14160,2,-80,-0.56,14220,14240,14080,65084,920220205,1344282998400,94935240,STK
014680,KR7014680003,한솔케미칼,KOSPI,,115800,1,4800,4.32,111000,117600,110200,39705,4588139600,1312615581000,11335195,STK
457190,KR7457190007,이수스페셜티케미컬,KOSPI,,43250,1,1550,3.72,41600,44400,41250,260240,11199982175,1306508110000,30208280,STK
069960,KR7069960003,현대백화점,KOSPI,,57200,2,-500,-0.87,57700,57800,56700,8207,468599400,1294368103600,22628813,STK
073240,KR7073240004,금호타이어,KOSPI,,4460,1,40,0.9,4460,4535,4450,152129,683708838,1281180880020,287260287,STK
001720,KR7001720002,신영증권,KOSPI,,77000,3,0,0.0,77000,77000,76300,1804,138767350,1265880000000,16440000,STK
009970,KR7009970005,영원무역홀딩스,KOSPI,,91800,1,600,0.66,92000,92500,90600,2667,244319200,1251747345600,13635592,STK
005070,KR7005070008,코스모신소재,KOSPI,,38150,2,-750,-1.93,38600,39250,38050,65118,2510844800,1240285341400,32510756,STK
010060,KR7010060002,OCI홀딩스,KOSPI,,65100,2,-1000,-1.51,66100,68700,63700,102459,6855363050,1224851096700,18814917,STK
192080,KR7192080000,더블유게임즈,KOSPI,,54600,1,300,0.55,54500,54900,54000,24024,1312447450,1173676467600,21495906,STK
103590,KR7103590006,일진전기,KOSPI,,24550,2,-250,-1.01,24950,25050,24100,165226,4054715775,1170676324500,47685390,STK
007070,KR7007070006,GS리테일,KOSPI,,13860,2,-230,-1.63,14100,14110,13850,94525,1318725535,1158798771900,83607415,STK
020150,KR7020150009,롯데에너지머티리얼즈,KOSPI,,22100,2,-50,-0.23,22150,22550,21850,33948,753338900,1157276732300,52365463,STK
300720,KR7300720000,한일시멘트,KOSPI,,16680,1,610,3.8,16260,16870,16100,55076,912079390,1155282487200,69261540,STK
011210,KR7011210002,현대위아,KOSPI,,42150,2,-700,-1.63,42800,43100,41900,34077,1445720950,1146272748450,27195083,STK
003090,KR7003090008,대웅,KOSPI,,19680,2,-120,-0.61,19620,19880,19580,6765,133470745,1144234166400,58141980,STK
267270,KR7267270007,HD현대건설기계,KOSPI,,64400,3,0,0.0,65200,65700,63800,34219,2207826450,1140754938400,17713586,STK
034230,KR7034230003,파라다이스,KOSPI,,12190,1,50,0.41,12230,12390,12100,228059,2792840120,1118696084370,91771623,STK
003570,KR7003570009,SNT다이내믹스,KOSPI,,33550,2,-150,-0.45,33950,34250,32800,73523,2458082150,1115627984350,33252697,STK
071970,KR7071970008,HD현대마린엔진,KOSPI,,32850,2,-1100,-3.24,33500,33950,32200,575472,18900018150,1114321110750,33921495,STK
137310,KR7137310009,에스디바이오센서,KOSPI,,8970,3,0,0.0,8990,9080,8950,40056,361276790,1092089444940,121749102,STK
280360,KR7280360009,롯데웰푸드,KOSPI,,115300,2,-4300,-3.6,120000,120000,115000,11919,1392916600,1087806382200,9434574,STK
185750,KR7185750007,종근당,KOSPI,,78600,2,-100,-0.13,79000,79300,77300,8429,661760300,1084898508000,13802780,STK
012630,KR7012630000,HDC,KOSPI,,18050,2,-140,-0.77,18290,18310,17800,48640,877560260,1078338064050,59741721,STK
001800,KR7001800002,오리온홀딩스,KOSPI,,16710,1,120,0.72,16590,16830,16540,44633,747326560,1046805001620,62645422,STK
089860,KR7089860001,롯데렌탈,KOSPI,,28600,2,-350,-1.21,29000,29000,28550,12441,357268825,1038448496800,36309388,STK
330590,KR7330590001,롯데리츠,KOSPI,,3535,2,-15,-0.42,3545,3580,3520,139969,497072069,1021505004940,288968884,STK
365550,KR7365550003,ESR켄달스퀘어리츠,KOSPI,,4750,1,20,0.42,4730,4770,4685,91166,432452615,1012172750000,213089000,STK
082640,KR7082640004,동양생명,KOSPI,,6170,1,230,3.87,5970,6230,5940,289181,1752357200,995582469450,161358585,STK
009450,KR7009450008,경동나비엔,KOSPI,,68000,2,-2000,-2.86,70500,70500,67900,21428,1475532700,990664256000,14568592,STK
001120,KR7001120005,LX인터내셔널,KOSPI,,25550,2,-100,-0.39,25700,25800,25500,19206,491956675,990318000000,38760000,STK
005300,KR7005300009,롯데칠성,KOSPI,,106400,2,-900,-0.84,107100,107600,106000,2528,270067350,987273257600,9278884,STK
014820,KR7014820005,동원시스템즈,KOSPI,,33200,1,50,0.15,33350,33700,33050,6620,220288350,962510562400,28991282,STK
229640,KR7229640008,LS에코에너지,KOSPI,,31350,2,-250,-0.79,31850,31850,31075,30330,951661625,960089956650,30624879,STK
017960,KR7017960006,한국카본,KOSPI,,18380,2,-500,-2.65,18690,18690,17970,439252,8027710735,954077347760,51908452,STK
003030,KR7003030004,세아제강지주,KOSPI,,228500,2,-4000,-1.72,232000,233000,227500,2147,494547500,946368624500,4141657,STK
005180,KR7005180005,빙그레,KOSPI,,94800,2,-900,-0.94,95800,97000,94600,20077,1922008950,933897646800,9851241,STK
023590,KR7023590003,다우기술,KOSPI,,20750,1,400,1.97,20400,20950,20350,38898,807248350,930982302750,44866617,STK
336260,KR7336260005,두산퓨얼셀,KOSPI,,14170,2,-140,-0.98,14420,14490,14110,47975,684839095,928046097420,65493726,STK
