Date,005930,000660,373220,207940,005380,012450,068270,000270,105560,329180,035420,055550,042660,012330,138040,005490,028260,259960,035720,086790,011200,000810,034020,015760,032830,009540,051910,010130,096770,033780,316140,030200,064350,017670,010140,006400,267260,024110,066570,402340,323410,003550,003670,352820,000100,034730,018260,009150,047050,086280,326030,047810,003490,042700,272210,443060,003230,090430,079550,005830,010950,021240,267250,006800,180640,088980,010120,010620,064400,032640,051900,000150,161390,029780,271560,298040,005940,000720,241560,034220,016360,009830,377300,071050,006260,028050,251270,011790,022100,450080,097950,036460,078930,175330,035250,011070,001040,000880,307950,138930,454910,462870,128940,011780,302440,004020,039490,036570,489790,017800,278470,383220,011170,026960,052690,004370,139480,012750,031210,018880,004990,007660,018670,066970,088350,001440,002380,081660,030000,082740,111770,020560,008930,012510,000120,051600,001450,023530,192820,000990,282330,028670,161890,006040,002790,204320,007310,139130,375500,361610,062040,003690,042670,103140,069620,008770,112610,004170,294870,005850,009420,006360,006280,047040,007340,395400,000080,000240,014680,457190,069960,073240,001720,009970,005070,010060,192080,103590,007070,020150,300720,011210,003090,267270,034230,003570,071970,137310,280360,185750,012630,001800,089860,330590,365550,082640,009450,001120,005300,014820,229640,017960,003030,005180,023590,336260,004490,009240,415640,001740,298020,950210,085620,002840,192400,003540,077970,004000,001530,484870,004800,248070,145720,000500,001680,108320,120110,100090,039130,005440,298050,003850,114090,268280,079160,032350,006120,003240,009410,049770,181710,030190,353200,064960,100840,214320,451800,030610,003530,293940,000670,008730,381970,079900,069260,025540,003620,000640,000210,001570,097230,285130,006380,005250,001430,005690,071320,017810,057050,016380,005420,002030,006650,003470,336370,014830,010780,005610,348950,089590,002710,306200,000400,453340,036530,001060,456040,002350,000070,284740,005880,016800,344820,281820,383800,475150,403550,145990,084690,271940,377740,075580,272450,007700,093370,002240,000370,178920,241590,003920,002960,091810,460860,192650,017860,357120,003300,026890,090460,093050,105630,170900,017940,097520,475560,195870,009900,034310,448730,499790,029530,183190,013890,019170,094800,005810,432320,003160,003280,084010,092790,003520,018250,058650,004690,003960,093230,006110,001500,130660,034120,020000,025860,001790,006220,060980,004700,031430,161000,027410,037270,005090,033270,024720,249420,126560,200880,016590,006390,072710,104700,003220,900140,035150,007690,322000,002310,005390,004980,015360,088260,005010,001940,009290,013580,123890,011760,377190,002020,002320,011930,126720,339770,001340,001270,004430,008060,001390,286940,000520,003000,008970,010690,000490,009680,122900,226320,000680,001820,006060,108670,009160,034830,012030,016610,033240,017390,002810,005720,005500,029460,001200,092230,334890,007570,000480,011500,030210,007810,007460,298690,003350,000430,001630,452260,096760,039570,001510,016580,001230,002150,138490,001130,037710,058430,004360,001250,025000,117580,004380,214420,000540,044450,102460,053210,003120,272550,001780,070960,005680,084680,006340,002630,101530,293480,033920,002900,417310,028100,213500,000140,003200,013360,271980,006490,000320,019680,460850,102260,083420,404990,095720,009580,004560,014160,018470,035510,009470,015860,007110,037560,092200,234080,008350,002100,000050,078520,010820,134380,053690,003650,068290,000020,001460,071840,081000,011330,007160,107590,100250,011000,095570,007860,090350,000970,009270,007210,036420,003070,000300,000390,001750,462520,008110,004100,210980,002390,027970,400760,000860,350520,139990,003610,105840,004090,011280,016450,008040,487570,003580,008490,079430,010770,298000,004250,005430,004970,001520,003830,025820,020120,003060,092220,000700,015230,128820,001360,015890,002170,024090,001020,136490,012320,004080,094280,003720,006890,014280,012610,480370,004710,014580,003460,006840,214330,214390,450140,317400,210540,033180,010580,005950,002620,267850,063160,004140,248170,015590,010100,077500,120030,003480,012800,007540,006660,014530,058850,005870,023450,031440,014440,009070,012600,017370,033530,035000,069460,017550,019440,002450,011150,016710,007280,001080,089470,123690,002200,002700,008700,004310,012690,011810,002990,034590,194370,396690,004830,264900,002780,363280,093240,017900,044820,014710,267290,013570,004150,002210,004890,002720,016740,002460,227840,111380,244920,163560,010660,004540,002600,010040,023000,011700,071090,008260,000910,014790,024900,067830,005800,011390,004920,023800,079980,129260,058860,016090,032560,016880,004840,005740,009200,001560,000180,001380,372910,013520,011690,006880,047400,005960,000590,006370,078000,338100,004960,007590,001260,090080,021820,010960,001470,006090,000220,031820,111110,004770,036580,011420,013870,072130,004720,004450,014990,101140,018500,009190,011230,002140,003780,004910,100220,004870,015020,013700,007980,102280,000230,092440,011300,465770,000890,481850,025750,023350,085310,005750,091090,357250,004060,002760,009770,003010,000850,003560,055490,155660,134790,008250,041650,075180,001550,001210,092780,017040,009180,004410,058730,378850,109070,021050,001620,023810,008870,000650,008600,027740,017180,118000,007610,069730,004440,002410,002220,019180,006740,011090,026940,003080,446070,023960,002360,008420,196170,247540,028300,086520,277810,145020,214150,087010,141080,214450,950160,000250,298380,058470,041510,035900,263750,310210,068760,257720,403870,036930,007390,065350,348370,328130,237690,005290,082270,039030,140860,042000,357780,214370,096530,018290,253450,078600,035760,122870,086900,089030,039200,293490,140410,178320,240810,095340,195940,226950,376300,160190,064760,112040,137400,067160,098460,281740,358570,388720,225570,232140,204270,053800,084370,031980,067310,056190,161580,067630,014620,101490,336570,033500,213420,417200,086450,251970,083650,115450,121600,183300,036830,323280,058970,003380,084110,347850,460930,047920,085660,025980,348210,025320,340570,101730,475830,082920,222080,023160,041190,048410,222800,166090,319660,030520,383310,440110,058610,052400,053030,060370,009520,241710,215200,095660,131290,399720,033100,078340,099320,290650,036540,108490,317330,319400,099430,466100,131970,051980,194480,335890,101360,272290,025950,074600,069080,200670,080220,032190,015750,099190,029960,098070,220100,064550,304100,094170,025900,065500,189300,052020,095610,437730,314930,215000,206650,079370,445680,034950,035890,050890,036810,253590,093320,372320,217270,218410,091700,445090,204620,108860,365340,206640,214430,211050,046890,102710,101930,006730,179900,200130,094360,171090,114840,228760,058820,455900,041960,036620,082800,450950,389650,089010,038500,237880,013030,060280,094480,278280,030530,452450,102940,484810,176750,215600,144510,119610,334970,352480,347700,059090,402030,119850,032820,136480,032500,101970,115180,397030,083450,068240,039440,378340,041830,419530,060250,199800,043150,418550,475400,420770,027360,243070,394280,018310,439090,078160,044490,105550,101160,024850,067080,348340,025770,045100,267980,079940,023410,065680,256840,056080,045390,003800,100790,049070,051500,182360,039840,473980,031330,298830,416180,013990,054950,338220,252990,476060,179290,216080,230360,041020,089970,950170,372170,110990,122640,389470,047560,265520,151860,148150,357550,048870,900290,138610,371950,285490,260970,389140,051360,393890,095500,096040,389020,241520,123860,448280,045660,308430,104830,053610,114810,230240,475960,014940,035600,394800,060150,304360,389260,126700,084850,295310,090360,100120,089980,240550,263720,112290,168360,086820,127120,294570,090710,458650,368770,071280,377450,067390,256940,060720,091120,255220,117730,236200,107640,293780,456010,096250,118990,013120,039240,080160,043370,067280,356680,078020,461300,950140,200710,293580,360070,092730,065660,144960,068930,054450,032620,035810,393970,299900,039980,005160,083930,481070,034810,042370,425420,017890,290690,086980,064260,086390,203400,095700,190510,018000,131370,036890,121440,472850,435570,051370,270520,036220,143240,061970,086890,036030,199820,432720,053350,036560,482630,323990,441270,064820,321820,122990,092040,950130,020710,016790,462350,078150,225530,036800,053300,356860,322510,322310,035080,077360,109610,463480,211270,114190,080420,194700,305090,064090,337930,317770,443670,102120,023760,382150,143160,205470,036200,078070,464080,163280,297890,315640,122450,353810,011040,019210,038290,092130,063570,093520,123330,086710,457550,489500,270660,060590,042420,126600,089600,047310,053580,254490,200350,475580,336680,243840,008830,038390,073010,203650,458870,108380,048430,206560,124500,084650,192440,274090,033160,365330,303810,456070,046440,214180,474170,088800,108230,376270,310200,267320,024060,037460,033640,049950,307750,083790,096240,006620,032300,079960,299030,126340,205100,023910,083310,104460,036190,041440,053080,407400,078350,027830,451760,354320,029480,298540,158430,214680,405100,092460,263860,453450,052330,226400,251370,005710,297090,205500,092190,071200,388050,005860,078140,317870,393210,290550,026150,282880,123040,030960,439580,095190,051160,140670,073490,006910,136540,048530,382840,424960,234690,005990,044990,049720,115500,425040,278650,106190,048550,094820,014470,040300,272110,163730,027710,037070,264850,207760,104480,023440,217730,333430,234340,332570,092870,208370,900250,452430,311690,067990,452190,389500,461030,370090,119830,064800,039340,443250,052420,411080,330860,052260,033230,156100,339950,049520,048910,950220,191420,100130,063170,042940,149950,382900,264660,214260,063080,072870,065710,064290,060560,069510,417010,066620,396270,007330,123410,092070,023600,079810,159580,289220,090850,072770,060570,160980,361390,099750,408900,226590,047820,054050,019550,479960,060310,049960,377480,476080,309960,054620,043610,054210,277880,226330,241770,066590,220260,251120,396470,142210,099440,089890,452280,307930,950110,300080,021080,321550,147830,052710,199550,003310,373160,041590,050960,038540,033790,018120,065450,460870,228670,173130,033290,402490,067900,453860,025550,059210,338840,058400,355390,448900,023900,053280,084990,013310,451250,382800,041920,066700,012860,085670,362320,067000,039860,209640,175140,417500,235980,086960,246710,289930,039610,124560,264450,042510,111710,322180,282720,234300,146320,228850,009780,035610,432430,082850,413640,273640,088340,357230,093640,039560,365590,166480,261200,061040,056090,126730,381620,100700,084730,003100,009300,418470,311390,204610,302550,011560,064240,413390,440320,109740,217820,033320,044340,102370,093190,232680,187420,038110,069920,084180,348150,012700,052220,212710,183490,306620,058630,115310,376930,950190,110790,131030,289080,246690,417790,066410,019010,042600,093920,091580,162300,054670,002800,062970,073560,040350,365270,366030,225190,042520,017510,136410,021320,215100,382480,126880,200470,224110,140070,419050,039020,101670,072020,210120,352090,037950,253840,007820,448710,098120,185490,027050,006140,378800,170920,444530,053700,314130,445180,141000,351870,259630,065510,078860,054800,347890,138080,217330,067570,408920,170030,478560,300120,065370,120240,145170,061250,216050,032850,107600,040420,007720,388870,255440,432470,277070,311320,302430,125210,357880,452200,376980,131400,094850,067290,383930,043910,208140,001540,011370,089850,036120,013720,004650,195990,419080,330350,054780,038680,033830,080580,041930,064850,465480,317830,137950,462860,046210,215360,010470,290670,036640,373200,451220,042500,049430,241840,171120,186230,066790,067370,045970,260930,418420,038460,265560,330730,384470,053050,033340,459100,074430,000440,036090,049480,142280,054920,199430,081150,086670,007680,177900,024880,460940,340360,148250,038880,109960,475460,043650,041910,204840,105740,049630,307180,218150,041520,263800,083500,091440,090410,053450,037440,040910,261780,347000,320000,900340,291230,250060,299660,007370,012790,452400,187870,369370,122310,053260,123420,011320,128660,153710,219130,104620,024800,333620,095270,403490,222040,002230,363250,348350,052790,417970,175250,066310,294140,172670,045340,054040,462510,361570,457370,024830,189980,101000,241690,094840,024740,187660,446540,066130,250000,115440,099220,388790,015710,090470,057030,049550,104540,466410,063440,101330,317690,222110,038620,391710,198440,377030,036670,130580,450520,262260,054300,109860,464280,237820,127980,017480,234100,042110,033310,027580,059120,474610,072990,059270,263600,223250,256630,105330,088390,251630,009730,347860,041460,097780,260660,313760,065530,032940,246960,380540,212560,065130,317850,105760,462980,294630,450330,054930,024840,101170,457600,038070,033130,357580,032540,352700,239610,159010,950200,054540,004590,420570,129920,308080,192250,046120,347740,217190,064480,047770,036010,043260,336060,035200,317530,239340,011080,094940,155650,068050,053160,263700,246720,276040,010170,097800,057540,340930,219420,037350,039830,024910,010240,206400,140430,301300,039420,308100,053270,039010,087260,036710,066980,471820,321260,133750,057680,053980,033170,263690,226360,075130,168330,038870,289010,036000,189690,377220,137940,351330,004780,043710,304840,071670,024950,286750,033560,046940,039290,138360,359090,017650,067920,239890,032860,019990,376290,014190,396300,150900,083660,419120,290740,201490,051490,087600,096350,065950,032790,036170,223310,066900,115160,037330,160550,460470,363260,096690,037370,033540,288620,016920,043340,417180,080530,290090,332370,123570,430690,073110,263050,066670,053620,318160,038010,195500,352910,178780,171010,092300,044960,097870,440290,037760,036180,096630,204020,046390,241790,236810,078890,010280,220180,356890,452300,321370,189330,900310,100590,088130,014570,242040,036630,417840,113810,900100,050110,046970,064520,351320,049120,217500,434480,080010,006920,056360,299170,053950,007530,126640,040610,368600,096610,355150,109080,100030,464580,019540,353590,303530,099410,387570,075970,170790,103840,307870,413630,373170,173940,323350,048470,005670,142760,013810,052900,056730,277410
2025-04-22,55000,174800,331500,1070000,187400,839000,159000,87800,83200,359500,195100,48650,78400,241500,118200,251500,115900,382000,39700,60000,19030,358000,26000,25050,82800,228750,216500,699000,92400,115200,17080,49500,116000,58600,14090,177100,330000,14770,69800,82200,21150,63600,125000,231500,115400,130400,118900,120000,51500,112100,105000,84500,20400,72500,39300,161900,961000,114500,311500,86700,52200,78500,71400,9950,79900,11190,177900,131900,51850,11530,319000,291500,39100,41100,121000,469000,13820,38650,44300,8150,47200,23600,30200,73700,118400,18930,43250,95900,23550,52000,241000,37300,37500,17890,15860,138600,114400,44700,118500,10340,49200,53500,238000,116500,38700,23300,126300,135300,55800,72000,70600,67400,62000,25150,63400,405000,89500,63200,34100,3410,21200,33850,233500,59000,2525,11380,240000,35500,18170,25200,45900,9510,27750,61800,84100,42050,20900,67100,162250,40550,103500,3320,72900,43500,21100,35150,403000,9620,40550,21600,50500,7900,8010,54700,130100,38050,35950,154900,22400,31500,27600,16680,119200,3265,23150,4860,19250,14310,115500,45450,57700,4480,78500,93800,37650,65800,54600,24100,13960,21900,17040,42050,19780,64700,12400,35000,33250,9020,116600,79100,18520,17030,29000,3530,4720,6220,70200,25600,106500,33150,30650,18830,236500,95500,21150,14220,66800,39700,7495,4150,211000,15090,5160,185700,24300,17290,22100,33500,43850,96700,49900,16330,74400,49500,23750,50500,29800,14050,50400,5210,176100,8550,12070,149800,4435,9800,40500,713000,2450,38100,21700,12640,14250,27600,36400,17700,3890,6300,3280,5660,367500,26450,13790,45000,15860,61700,3260,96900,30650,9900,7440,36850,3660,13330,17130,10020,50900,15730,48350,5650,14410,266500,86100,2765,7550,80700,17700,63000,2650,6540,19750,184200,1717,15580,31400,21950,57000,5180,59200,22150,1552,42800,30950,23450,6400,14850,14600,46700,13270,12870,4605,8370,8740,11980,4275,17120,3985,15560,7350,72900,340000,2075,9140,6380,25450,4430,14140,10380,12310,14570,10590,44550,60900,23000,27900,23800,7720,10890,4400,20100,39350,10740,17680,7400,4230,26750,3875,13620,1593,16450,14430,2020,13910,90700,90400,39200,1392,23700,5730,10600,18390,15250,6800,3675,11100,36000,51500,9430,6920,3510,5150,23100,20450,9020,11370,2870,11300,7590,15950,65300,8200,13410,1746,14070,32600,26800,7310,2055,14320,49300,4555,5220,20350,5520,31300,2300,21000,3120,23250,18400,1342,19150,5440,6020,26700,11510,7900,3880,17740,12430,3920,1697,7550,10200,9440,7840,11890,3295,24550,4625,28900,3940,1008,1235,5960,11190,49700,13470,4600,17780,18170,2555,58200,4655,12260,5140,15320,3460,9940,737,2000,50200,3660,45200,1159,3020,8630,470,11660,7010,6530,6580,132300,27550,36300,11280,2580,44200,7730,10140,8710,3325,9070,11190,4345,15570,13620,2125,4230,10250,1428,2685,1646,6870,11340,7130,4450,4910,14580,8300,8420,8510,3390,12740,1689,14410,2230,6360,4025,10140,3335,1594,3025,12430,1671,1441,12130,27650,3655,2320,2325,4880,11240,1385,9110,6570,6710,3585,78600,16160,99600,17730,6150,27150,7240,11890,1778,34325,72600,3020,2095,3700,7150,8230,7030,1655,2415,8360,8490,1984,6000,12490,13300,15040,4320,8530,11570,825,3565,23850,4210,3915,3860,7600,12010,2170,3820,1095,40200,2975,13840,7230,9490,38900,4115,46100,9200,598,108600,4295,3690,713,723,5560,5100,3150,1509,4870,47050,12220,801,5860,60200,14525,11880,3970,11780,4660,3255,12330,4245,4810,2370,10120,634,5530,2120,3360,11710,6630,1152,5580,7950,11320,22650,2650,26900,515,4000,5620,96200,4190,1323,41500,14650,3450,2820,8260,33800,31400,5520,3900,2490,6300,4340,6990,1674,1861,13380,1267,3170,7100,1863,27000,3605,6890,2745,1543,1414,3415,3125,3480,2905,24450,7600,2670,6700,8620,722,2065,2590,1788,10770,5910,17450,3945,2435,3800,41250,4705,3170,9820,10910,17100,4385,7050,4440,2910,156200,2315,2360,2895,4625,3345,5720,2475,2820,2265,10260,88500,1494,5780,2780,2985,2565,1994,5210,1072,4515,5900,2180,8800,1248,1978,3145,1714,2315,7330,1986,3725,73500,7970,9450,4535,7260,6130,8340,1466,8270,4305,347,8490,4700,651,8260,1987,2075,2570,3915,5440,4140,34100,998,7180,1502,1720,4380,2930,5470,5660,5540,620,1611,1195,1395,13450,6010,2385,496,9450,493,1568,856,6170,861,4045,1270,2680,328,1100,26150,5120,29400,10760,13580,4030,31950,6010,2920,3215,11860,1217,4560,1420,2165,164,3155,3170,1200,1239,518,5620,55500,39250,864,859,1617,327,3000,3690,4265,1935,1964,2885,954,823,2545,2540,4805,1389,459,2495,386000,94800,53600,47350,285000,356500,62800,174000,112600,355500,44450,140700,66700,172300,114500,62900,33800,114300,47400,32800,23550,35350,33250,59400,77000,54300,75800,29550,33350,114700,203500,57800,177000,25500,25550,37200,43450,78800,56100,64300,163500,30550,30800,13590,38950,19450,21950,49100,37550,51900,42850,32900,82900,28550,39950,81100,13340,13490,15850,74600,12750,9940,13990,70200,32950,34350,11060,20650,31850,6130,26950,36000,8240,25450,28650,10290,15320,54600,21800,7790,53300,61200,30700,20050,52700,5740,50500,60200,17550,19080,11180,6750,55600,6710,69400,6900,27600,23550,7190,20850,6480,11110,16700,26850,18090,21950,25900,10340,24650,35850,15830,15700,12110,47250,46850,23000,43800,41550,30600,38350,44300,20900,2885,35775,22750,3970,7730,18920,23650,4585,38800,7920,25550,22350,51300,16760,12760,39850,12670,11500,5470,15870,8900,41750,19100,16410,34650,20100,8220,12810,38350,6140,20650,12660,13670,64400,11170,12840,24900,88200,1695,6490,18170,9020,78400,27950,8620,14710,6910,33000,5360,13990,32400,16350,53900,7500,6510,26750,39750,5770,20400,12430,17040,37650,21250,14760,2650,24050,5170,3735,6970,9850,42900,22350,3365,18530,27950,8320,8320,34050,4445,9240,27450,21750,11320,3045,21350,24900,4215,32150,8490,9660,28500,21650,1917,3060,8030,22850,9990,15250,17090,8260,19520,14650,23400,36400,7790,37650,20650,9360,26300,23900,2515,24750,13710,20150,17950,8550,14990,3740,17820,2030,17195,25450,7700,15890,36550,21300,3450,30700,4125,7380,4060,25275,5470,16020,23750,18040,18120,24900,2700,5090,29400,9220,21850,19380,4605,26150,8190,7460,8290,5140,10530,4985,32400,13340,12110,23450,21350,16680,5260,7010,46200,3105,3045,23450,11770,22850,86300,28900,15440,7320,7950,271,37800,8480,19990,26900,28600,18540,18910,21550,7950,17600,18340,5260,8660,7210,5120,21050,14520,15690,10190,19700,23800,24250,14360,11070,17470,22050,10360,26700,9220,22750,2010,14690,6620,14420,12610,548,11630,9260,12640,2210,11340,29700,23650,7680,15900,15400,8420,2315,7070,10910,9930,35600,7260,3790,15630,10740,15400,2015,24950,13040,20750,4680,7390,13280,3785,3240,13720,1171,2585,3665,13390,13540,6340,7590,16770,9310,3990,3155,2855,9240,6890,4345,12780,1205,3600,8730,4540,6010,26800,8250,1128,13200,16670,3325,5260,3935,8630,13340,9220,12150,17180,8330,5110,6180,11920,6760,3360,4990,9650,994,19980,1966,4922,18570,4335,18280,7200,19330,13480,4035,3730,14530,12290,7220,2270,9720,10100,3660,6150,8100,7220,10020,573,15620,16750,1378,5780,9780,9990,23550,2415,7600,3845,5440,5710,5670,16080,14440,5100,10810,21550,13900,18130,26850,13880,6980,19830,2875,14520,4550,12380,11470,16400,12100,8630,4265,18600,9990,4120,3260,12970,17560,13790,6370,6760,2195,26300,12450,7380,5430,10090,14920,4200,12130,9010,701,4160,22450,3525,3350,10460,9780,6760,17780,3145,2030,14080,5620,14500,19950,19400,24200,2135,25950,8620,14600,25550,8560,11570,13130,9700,2620,9870,23400,2730,10050,5780,1997,12000,8900,16560,19450,9100,7280,9080,7290,5330,2570,3155,5920,7590,3660,12840,16660,9030,7130,8140,12630,2260,8860,12990,2160,9230,15220,18210,2870,11610,4150,9160,8830,7880,10000,17290,9870,11300,6490,1609,13070,1426,8950,2280,3255,16810,13180,1226,6685,4485,1407,1535,1818,2430,4420,14070,2970,10060,5010,1036,16370,10080,4580,5530,21700,9580,15130,6100,1013,5770,11560,1463,8680,10520,4295,2420,6550,2980,3975,10060,1277,15490,2260,7030,30150,8140,14710,13080,14150,19180,10610,24750,9600,983,11560,6130,16820,6970,8350,4500,10770,8040,5680,7810,5680,5340,1707,1631,11250,16530,18020,3645,11170,4935,7530,742,17870,2275,12920,17320,15360,6630,5970,2075,4730,5940,7880,11880,3055,5080,13750,7280,6580,2895,7190,6790,7190,4885,21200,2380,4640,5890,8170,9760,2800,8650,789,16400,2005,5110,17350,4020,6170,7500,8890,2020,13740,6350,20350,4190,4815,7570,842,13090,17810,8890,4665,2425,2900,10990,3485,5985,3000,1512,4525,5360,1554,3425,7670,4435,3510,3185,1151,5070,9050,10610,2845,7280,1923,5110,5190,10090,3935,8240,6420,6240,3895,6110,2220,14460,9610,27650,2570,3230,2700,692,3280,6680,3360,1005,12290,8110,2415,9500,15990,16400,12310,7970,1647,3420,10000,3025,8830,10780,4055,2190,5420,5780,3600,5320,8200,3505,2930,2905,5690,5230,3850,4380,10570,1209,2330,5180,32000,2750,7370,4330,6230,1742,2160,9030,1153,2070,8040,5300,7330,2395,7010,7200,4925,1426,500,6940,4280,1900,7090,6570,8620,4410,4620,2400,4355,2215,17420,2560,1672,4250,1839,9770,4120,3515,1093,5580,4640,18150,11130,3390,2330,5590,3095,9750,14980,4045,3005,5610,7700,8140,7620,7570,1540,8920,5450,8700,4355,2195,2140,5920,3740,4310,11520,12845,5370,1095,7030,5260,16090,5790,865,6880,6790,10380,6180,7010,8910,5370,2395,4020,9600,1454,6250,1645,7050,758,2710,6710,870,6030,2460,1586,9480,303,8240,6600,4385,4355,837,4700,5460,7365,8270,7940,4215,3190,1960,9260,6940,10640,5160,809,10610,4410,9570,8520,2335,7630,1242,6780,3070,4560,2750,3150,7750,4400,5770,2755,834,6550,936,13070,688,2580,3775,2915,7710,3255,9050,5650,8220,3910,12280,1797,8220,208,401,14970,4530,5840,1022,7880,932,2875,3855,6450,5080,9230,2860,1755,5290,5570,4230,2900,2485,2680,1543,1717,2430,3570,6080,6520,8460,10960,1535,5320,4140,6700,4025,3085,5200,12570,4780,2295,7240,5340,1667,3700,3915,10600,7310,6650,11830,1954,8050,3535,8210,8570,4690,8540,2520,9175,8750,1833,2305,3005,6940,2230,1691,3475,5680,10840,6680,1292,2425,4135,4190,4400,3670,6670,14070,1537,3115,3965,5580,1009,1682,1258,1873,6360,4640,4555,4925,1370,7830,12640,5430,5940,4470,1066,1440,1918,1177,7110,5540,9310,6340,4350,2900,1189,4210,7380,4325,1056,1753,3555,1014,4480,6500,1270,3730,8050,1712,8730,4120,8120,6860,3735,2815,8660,22800,1911,5000,4905,7430,1800,5920,4825,2520,12160,4825,3710,5160,4370,11180,4385,3225,9290,2365,2180,7330,5440,1673,4845,1055,1341,5920,6810,2300,1961,7730,3305,2290,10640,3160,4665,5150,575,541,1055,1821,5570,4095,6350,1779,5220,1657,3065,4715,2630,6870,2330,7250,1910,1292,1148,5190,2175,2680,848,3265,700,5350,2555,3610,1929,5590,4700,2575,2225,2085,686,7310,3770,691,2800,5980,4445,2750,3445,3145,6740,1168,1047,6580,5400,5910,1437,5900,3330,1656,2195,4835,927,7430,5690,1876,4030,7090,347,2055,1298,948,2510,2515,1257,1298,2000,3760,1731,1692,6440,1499,8260,2035,585,3010,1191,7610,4230,2475,5150,6180,1520,2910,6470,6350,6160,3425,4365,3150,3750,2885,4350,6440,2050,1596,577,683,2660,1264,5290,3140,3005,820,2690,4440,3475,1228,8530,812,3325,3015,4790,1524,527,7220,1560,1138,698,1193,2330,2520,1006,1638,4210,5280,4810,5320,1733,660,2250,1409,1578,3075,2965,6510,9060,15600,5600,3780,3900,7030,3660,9040,2660,7320,3125,993,1329,9470,3265,6250,5150,5010,1341,3375,915,688,1293
