Date,Code,Name,MarketCap,Price,Sales (2024),OpIncome (2024),NetIncome (2024),Sales (2025),OpIncome (2025),NetIncome (2025),FY-PER,FY-PBR,FY-ROE,FY-SalesGrowth,FY-OpGrowth,FY-NetGrowth,DivYield,DivPayout
2025-4-22,052690,한전기술,24575,63400,5534.0,548.0,548.0,5971.0,576.0,,25.28,3.75,15.8,7.9,5.11,63.93,1.58,65.25
2025-4-22,004370,농심,24543,405000,34387.0,1631.0,1631.0,36591.0,1959.0,,14.0,0.86,6.46,6.41,20.11,11.93,1.23,19.33
2025-4-22,139480,이마트,24391,89500,290209.0,471.0,471.0,297377.0,4454.0,,12.12,0.23,1.94,2.47,845.65,-135.4,2.23,-9.45
2025-4-22,012750,에스원,24167,63200,28047.0,2092.0,2092.0,29597.0,2246.0,,12.39,1.27,11.4,5.53,7.36,9.68,4.27,58.05
2025-4-22,018880,한온시스템,23077,3410,99987.0,955.0,955.0,104827.0,2251.0,,-131.15,0.92,-0.65,4.84,135.71,-95.51,,
2025-4-22,004990,롯데지주,22083,21200,157570.0,3405.0,3405.0,164700.0,4410.0,,20.19,0.29,1.84,4.52,29.52,-115.15,5.66,-12.45
2025-4-22,007660,이수페타시스,21788,33850,8369.0,1019.0,1019.0,10070.0,1614.0,,19.25,4.23,27.2,20.33,58.39,68.24,0.43,12.84
2025-4-22,018670,SK가스,21726,233500,70959.0,2872.0,2872.0,87209.0,4435.0,,6.5,0.72,11.63,22.9,54.42,87.35,3.43,41.29
2025-4-22,066970,엘앤에프,21633,59000,19075.0,-5587.0,-5587.0,22276.0,-564.0,,-30.94,3.03,-9.79,16.78,-89.91,-81.61,,
2025-4-22,001440,대한전선,21348,11380,32913.0,1152.0,1152.0,35923.0,1328.0,,22.14,1.34,6.29,9.15,15.28,36.79,,
2025-4-22,002380,KCC,21016,240000,66588.0,4711.0,4711.0,68940.0,4842.0,,6.72,0.38,6.13,3.53,2.78,9.27,4.17,28.61
2025-4-22,081660,미스토홀딩스,21003,35500,42687.0,3608.0,3608.0,43284.0,4996.0,,9.2,0.96,11.15,1.4,38.47,71.35,3.38,85.84
2025-4-22,030000,제일기획,20902,18170,43443.0,3207.0,3207.0,45547.0,3442.0,,9.2,1.16,15.25,4.84,7.33,10.03,6.77,68.18
2025-4-22,111770,영원무역,20095,45900,35178.0,3156.0,3156.0,37375.0,4882.0,,4.93,0.51,10.84,6.25,54.69,38.61,3.05,14.53
2025-4-22,012510,더존비즈온,19080,61800,4023.0,881.0,881.0,4468.0,1009.0,,28.19,2.94,12.36,11.06,14.53,-14.1,0.77,25.55
2025-4-22,000120,CJ대한통운,19002,84100,121168.0,5307.0,5307.0,126573.0,5441.0,,6.88,0.43,6.9,4.46,2.52,7.83,0.95,7.34
2025-4-22,051600,한전KPS,18945,42050,15571.0,2095.0,2095.0,16120.0,2182.0,,10.78,1.34,12.81,3.53,4.15,1.8,5.87,64.43
2025-4-22,023530,롯데쇼핑,18614,67100,139866.0,4731.0,4731.0,141953.0,5871.0,,8.51,0.13,1.47,1.49,24.1,-123.05,5.66,-11.1
2025-4-22,192820,코스맥스,18465,162250,21661.0,1754.0,1754.0,24959.0,2190.0,,14.49,3.14,23.99,15.23,24.86,45.36,1.42,30.42
2025-4-22,000990,DB하이텍,18159,40550,11312.0,1908.0,1908.0,12620.0,2290.0,,7.38,0.77,11.77,11.56,20.02,6.58,3.03,23.86
2025-4-22,282330,BGF리테일,17975,103500,86988.0,2516.0,2516.0,91206.0,2688.0,,8.67,1.35,16.46,4.85,6.84,5.53,3.96,36.3
2025-4-22,028670,팬오션,17667,3320,51612.0,4712.0,4712.0,53851.0,4784.0,,5.26,0.3,5.85,4.34,1.53,24.88,3.61,23.9
2025-4-22,161890,한국콜마,17302,72900,24521.0,1939.0,1939.0,27376.0,2468.0,,14.6,1.94,14.03,11.64,27.28,23.62,0.99,18.8
2025-4-22,002790,아모레G,17004,21100,42599.0,2493.0,2493.0,44827.0,3918.0,,16.92,0.57,3.55,5.23,57.16,-58.85,1.56,12.57
2025-4-22,204320,HL만도,16481,35150,88482.0,3588.0,3588.0,93636.0,4012.0,,7.17,0.64,9.04,5.82,11.82,62.52,1.99,25.3
2025-4-22,007310,오뚜기,16131,403000,35391.0,2220.0,2220.0,36282.0,2408.0,,10.09,0.64,7.53,2.52,8.47,16.28,2.23,26.39
2025-4-22,139130,iM금융지주,15740,9620,41749.0,2634.0,2634.0,41604.0,5578.0,,3.79,0.25,6.88,-0.35,111.77,109.87,5.2,39.37
2025-4-22,375500,DL이앤씨,15670,40550,83184.0,2709.0,2709.0,78252.0,4626.0,,5.06,0.34,6.88,-5.93,70.76,51.4,1.33,10.1
2025-4-22,361610,SK아이이테크놀로지,15578,21600,2179.0,-2910.0,-2910.0,3897.0,-1417.0,,-12.05,0.72,-5.74,78.84,-51.31,-48.22,,
2025-4-22,042670,HD현대인프라코어,15393,8010,41142.0,1842.0,1842.0,44184.0,2364.0,,10.54,0.78,7.64,7.39,28.34,35.98,0.87,12.73
2025-4-22,103140,풍산,15161,54700,45544.0,3238.0,3238.0,49414.0,3155.0,,7.2,0.65,9.38,8.5,-2.56,-9.75,4.75,30.87
2025-4-22,069620,대웅제약,15085,130100,14227.0,1479.0,1479.0,15364.0,1705.0,,10.81,1.63,16.24,7.99,15.28,453.65,0.46,28.1
2025-4-22,008770,호텔신라,14992,38050,39476.0,-52.0,-52.0,42610.0,673.0,,43.24,1.3,2.99,7.94,-1394.23,-157.24,,
2025-4-22,112610,씨에스윈드,14907,35950,30725.0,2555.0,2555.0,30813.0,3076.0,,7.56,1.16,16.65,0.29,20.39,41.48,2.78,29.64
2025-4-22,004170,신세계,14776,154900,65704.0,4770.0,4770.0,68089.0,5301.0,,7.62,0.32,4.54,3.63,11.13,47.48,2.91,41.1
2025-4-22,294870,HDC현대산업개발,14697,22400,42562.0,1846.0,1846.0,43452.0,3136.0,,5.94,0.45,7.76,2.09,69.88,59.67,3.12,29.62
2025-4-22,005850,에스엘,14584,31500,49733.0,3952.0,3952.0,51008.0,4314.0,,4.09,0.56,14.63,2.56,9.16,-3.56,3.81,15.13
2025-4-22,009420,한올바이오파마,14287,27600,1389.0,2.0,2.0,1594.0,124.0,,96.5,6.9,8.2,14.76,6100.0,-933.33,,
2025-4-22,006360,GS건설,14180,16680,128638.0,2860.0,2860.0,125900.0,4241.0,,5.71,0.3,5.5,-2.13,48.29,2.16,1.8,10.46
2025-4-22,006280,녹십자,13813,119200,16799.0,321.0,321.0,18426.0,726.0,,60.32,1.08,1.84,9.69,126.17,-164.55,1.26,-66.7
2025-4-22,047040,대우건설,13653,3265,105036.0,4031.0,4031.0,87629.0,3852.0,,5.72,0.3,5.41,-16.57,-4.44,2.35,,
2025-4-22,000080,하이트진로,13504,19250,25992.0,2081.0,2081.0,26463.0,2282.0,,10.74,1.07,10.99,1.81,9.66,33.86,3.64,52.04
2025-4-22,000240,한국앤컴퍼니,13442,14310,13910.0,4183.0,4183.0,15414.0,5235.0,,2.65,0.28,11.0,10.81,25.15,45.99,6.99,27.07
2025-4-22,014680,한솔케미칼,13126,115500,7764.0,1288.0,1288.0,8491.0,1562.0,,9.76,1.2,13.16,9.36,21.27,8.41,1.82,19.4
2025-4-22,069960,현대백화점,12943,57700,41876.0,2840.0,2840.0,43304.0,3804.0,,6.2,0.28,4.7,3.41,33.94,-31500.0,2.43,-90.73
2025-4-22,073240,금호타이어,12811,4480,45322.0,5886.0,5886.0,49963.0,6594.0,,3.38,0.63,20.27,10.24,12.03,16.01,,
2025-4-22,010060,OCI홀딩스,12248,65800,35774.0,1015.0,1015.0,37187.0,2311.0,,7.39,0.31,4.19,3.95,127.68,64.29,3.34,43.96
2025-4-22,192080,더블유게임즈,11736,54600,6335.0,2487.0,2487.0,6993.0,2676.0,,6.43,0.9,15.42,10.39,7.6,-2.75,2.2,13.78
2025-4-22,103590,일진전기,11706,24100,15772.0,797.0,797.0,16665.0,1180.0,,14.1,2.02,15.26,5.66,48.06,76.41,1.24,30.52
2025-4-22,007070,GS리테일,11587,13960,116269.0,2391.0,2391.0,120697.0,2756.0,,7.73,0.29,4.22,3.81,15.27,1481.63,3.58,2000.0
2025-4-22,020150,롯데에너지머티리얼즈,11572,21900,9023.0,-644.0,-644.0,9540.0,-106.0,,-277.22,0.79,-0.29,5.73,-83.54,-119.1,,
2025-4-22,011210,현대위아,11462,42050,81809.0,2188.0,2188.0,84320.0,2278.0,,8.21,0.3,3.83,3.07,4.11,2.32,2.62,24.84
2025-4-22,267270,HD현대건설기계,11407,64700,34381.0,1904.0,1904.0,35807.0,1949.0,,9.41,0.64,7.21,4.15,2.36,41.28,0.77,9.48
2025-4-22,034230,파라다이스,11186,12400,10721.0,1361.0,1361.0,11576.0,1618.0,,14.99,0.69,4.67,7.98,18.88,-6.32,1.21,18.23
2025-4-22,071970,HD현대마린엔진,11143,33250,3158.0,332.0,332.0,4241.0,517.0,,27.28,3.06,12.2,34.29,55.72,-45.51,,
2025-4-22,280360,롯데웰푸드,10878,116600,40443.0,1571.0,1571.0,42062.0,1822.0,,11.03,0.5,4.6,4.0,15.98,20.49,2.83,36.79
2025-4-22,185750,종근당,10848,79100,15864.0,995.0,995.0,16702.0,999.0,,12.91,1.07,9.12,5.28,0.4,-23.79,1.32,13.26
2025-4-22,001800,오리온홀딩스,10468,17030,31952.0,5062.0,5062.0,34334.0,5774.0,,6.88,0.43,6.39,7.45,14.07,-3.65,4.7,31.2
2025-4-22,089860,롯데렌탈,10384,29000,27924.0,2848.0,2848.0,30034.0,3245.0,,7.44,0.68,9.32,7.56,13.94,33.59,4.14,41.14
2025-4-22,009450,경동나비엔,9906,70200,13539.0,1326.0,1326.0,15868.0,1585.0,,7.6,1.24,17.7,17.2,19.53,8.13,0.93,7.62
2025-4-22,001120,LX인터내셔널,9903,25600,166376.0,4892.0,4892.0,166963.0,4179.0,,4.42,0.36,8.38,0.35,-14.57,14.1,7.81,44.12
2025-4-22,005300,롯데칠성,9872,106500,40245.0,1849.0,1849.0,41998.0,2219.0,,8.57,0.67,8.09,4.36,20.01,112.33,3.19,57.84
2025-4-22,229640,LS에코에너지,9600,30650,8690.0,448.0,448.0,9763.0,559.0,,27.12,4.52,17.78,12.35,24.78,7.65,0.65,19.61
2025-4-22,017960,한국카본,9540,18830,7417.0,454.0,454.0,8392.0,887.0,,15.04,1.74,12.91,13.15,95.37,195.57,0.69,33.25
2025-4-22,003030,세아제강지주,9463,236500,36751.0,2116.0,2116.0,38190.0,2740.0,,7.65,0.46,6.21,3.92,29.49,70.94,0.76,17.41
2025-4-22,005180,빙그레,9338,95500,14630.0,1313.0,1313.0,15385.0,1422.0,,8.36,1.14,14.76,5.16,8.3,8.91,3.46,31.49
2025-4-22,336260,두산퓨얼셀,9280,14220,4118.0,-17.0,-17.0,5510.0,54.0,,-192.16,2.36,-1.21,33.8,-417.65,-42.86,,
2025-4-22,004490,세방전지,9268,66800,20595.0,1797.0,1797.0,23808.0,2646.0,,4.19,0.54,14.02,15.6,47.25,44.98,1.65,9.09
2025-4-22,009240,한샘,9201,39700,19084.0,312.0,312.0,19398.0,413.0,,27.49,1.49,9.59,1.65,32.37,-77.5,21.49,132.82
2025-4-22,001740,SK네트웍스,9105,4150,76573.0,1139.0,1139.0,77752.0,1393.0,,14.51,0.42,3.08,1.54,22.3,37.37,7.23,140.19
2025-4-22,298020,효성티앤씨,9001,211000,77761.0,2707.0,2707.0,81739.0,3037.0,,6.35,0.6,9.69,5.12,12.19,1.31,4.74,32.17
2025-4-22,192400,쿠쿠홀딩스,8712,24300,8338.0,1032.0,1032.0,8950.0,1080.0,,6.0,0.65,11.63,7.34,4.65,5.11,4.94,31.08
2025-4-22,003540,대신증권,8677,17290,5983.0,836.0,836.0,7065.0,2110.0,,6.39,0.43,7.32,18.08,152.39,73.02,6.94,74.63
2025-4-22,077970,STX엔진,8671,22100,7246.0,422.0,422.0,7826.0,464.0,,34.1,2.66,8.53,8.0,9.95,-4.41,,
2025-4-22,004000,롯데정밀화학,8578,33500,16705.0,504.0,504.0,18122.0,951.0,,7.55,0.35,4.76,8.48,88.69,218.68,4.18,99.29
2025-4-22,484870,엠앤씨솔루션,8430,96700,2828.0,348.0,348.0,3998.0,526.0,,20.35,3.94,22.29,41.37,51.15,61.85,1.53,44.05
2025-4-22,004800,효성,8328,49900,22728.0,2211.0,2211.0,22913.0,1530.0,,10.06,0.34,3.63,0.81,-30.8,-80.03,6.01,12.46
2025-4-22,248070,솔루엠,8326,16330,15944.0,691.0,691.0,18297.0,1212.0,,8.84,1.43,19.08,14.76,75.4,137.4,,
2025-4-22,145720,덴티움,8268,74400,4078.0,985.0,985.0,4391.0,1136.0,,9.8,1.29,14.29,7.68,15.33,15.88,0.81,9.13
2025-4-22,000500,가온전선,8155,49500,17271.0,450.0,450.0,25190.0,834.0,,14.78,2.0,12.39,45.85,85.33,110.63,,
2025-4-22,001680,대상,8142,23750,42551.0,1769.0,1769.0,44323.0,2041.0,,7.28,0.56,8.0,4.16,15.38,24.41,3.58,32.16
2025-4-22,108320,LX세미콘,8132,50500,18656.0,1671.0,1671.0,19063.0,1870.0,,5.67,0.7,12.87,2.18,11.91,10.96,4.75,29.91
2025-4-22,120110,코오롱인더,8131,29800,48430.0,1587.0,1587.0,50856.0,2113.0,,8.28,0.27,3.13,5.01,33.14,13.65,4.36,39.93
2025-4-22,100090,SK오션플랜트,8115,14050,6626.0,418.0,418.0,10672.0,646.0,,20.66,1.12,5.54,61.06,54.55,142.6,,
2025-4-22,039130,하나투어,8067,50400,6166.0,509.0,509.0,7122.0,655.0,,13.35,3.96,35.12,15.5,28.68,-28.15,4.56,45.28
2025-4-22,005440,현대지에프홀딩스,8060,5210,74093.0,1981.0,1981.0,86395.0,3230.0,,3.05,0.23,7.69,16.6,63.05,-56.87,4.03,4.68
2025-4-22,298050,HS효성첨단소재,7889,176100,33112.0,2197.0,2197.0,34733.0,2332.0,,9.84,0.87,8.22,4.9,6.14,36.96,3.69,58.43
2025-4-22,003850,보령,7472,8550,10171.0,705.0,705.0,11432.0,869.0,,12.48,1.07,8.16,12.4,23.26,-15.37,1.17,10.2
2025-4-22,114090,GKL,7465,12070,3964.0,383.0,383.0,4358.0,577.0,,15.2,1.7,11.5,9.94,50.65,43.2,2.34,52.81
2025-4-22,079160,CJ CGV,7451,4435,19579.0,759.0,759.0,24187.0,1265.0,,-316.79,1.04,-0.33,23.54,66.67,-100.06,,
2025-4-22,032350,롯데관광개발,7444,9800,4715.0,390.0,390.0,5642.0,873.0,,-34.51,1.99,-6.26,19.66,123.85,-81.39,,
2025-4-22,049770,동원F&B,7216,38100,44836.0,1835.0,1835.0,46042.0,1902.0,,5.7,0.62,11.37,2.69,3.65,0.94,2.1,12.08
2025-4-22,181710,NHN,7209,21700,24561.0,-326.0,-326.0,26647.0,1154.0,,12.82,0.47,3.87,8.49,-453.99,-130.32,2.3,-12.81
2025-4-22,030190,NICE평가정보,7170,12640,5350.0,868.0,868.0,5715.0,945.0,,9.71,1.58,17.65,6.82,8.87,1.97,3.64,36.31
2025-4-22,353200,대덕전자,7125,14250,8921.0,113.0,113.0,9573.0,351.0,,18.36,0.81,4.48,7.31,210.62,68.07,2.81,86.77
2025-4-22,064960,SNT모티브,7099,27600,9689.0,981.0,981.0,10391.0,1103.0,,7.23,0.61,9.78,7.25,12.44,-2.78,3.4,23.88
2025-4-22,100840,SNT에너지,7072,36400,2943.0,222.0,222.0,4762.0,500.0,,14.99,2.08,15.35,61.81,125.23,45.09,1.37,29.85
2025-4-22,214320,이노션,7028,17700,21206.0,1557.0,1557.0,22178.0,1651.0,,6.94,0.69,10.07,4.58,6.04,2.24,6.64,46.89
2025-4-22,079900,전진건설로봇,6442,45000,1698.0,313.0,313.0,1846.0,396.0,,19.06,4.11,22.2,8.72,26.52,9.87,2.84,61.87
2025-4-22,069260,TKG휴켐스,6438,15860,11882.0,808.0,808.0,14132.0,891.0,,7.81,0.67,9.27,18.94,10.27,7.1,6.31,52.63
2025-4-22,025540,한국단자,6436,61700,15098.0,1713.0,1713.0,16178.0,1794.0,,4.45,0.53,12.66,7.15,4.73,1.26,3.57,16.11
2025-4-22,000640,동아쏘시오홀딩스,6366,96900,13332.0,821.0,821.0,14812.0,1002.0,,7.64,0.56,7.63,11.1,22.05,42.71,1.7,18.59
2025-4-22,000210,DL,6349,30650,56154.0,4125.0,4125.0,56376.0,3515.0,,11.25,0.17,1.51,0.4,-14.79,-18.78,3.26,25.34
2025-4-22,001430,세아베스틸지주,6082,17130,36361.0,523.0,523.0,36043.0,1143.0,,8.35,0.31,3.76,-0.87,118.55,263.55,7.01,212.77
2025-4-22,005690,파미셀,6013,10020,649.0,47.0,47.0,1339.0,348.0,,17.96,4.97,32.3,106.32,640.43,439.68,0.2,19.05
2025-4-22,071320,지역난방공사,5870,50900,35703.0,3279.0,3279.0,36565.0,3474.0,,2.83,0.24,8.79,2.41,5.95,-0.81,7.62,21.37
2025-4-22,017810,풀무원,5862,15730,32137.0,918.0,918.0,34171.0,1125.0,,11.65,1.78,16.38,6.33,22.55,45.93,0.65,10.98
2025-4-22,057050,현대홈쇼핑,5838,48350,38535.0,1301.0,1301.0,38292.0,1563.0,,4.46,0.24,5.78,-0.63,20.14,-18.48,5.79,21.31
2025-4-22,016380,KG스틸,5630,5650,33010.0,2060.0,2060.0,34573.0,2217.0,,3.11,0.27,8.93,4.73,7.62,34.11,4.42,18.75
2025-4-22,336370,솔루스첨단소재,5371,7550,5709.0,-544.0,-544.0,6905.0,-168.0,,-52.07,0.97,-1.78,20.95,-69.12,7.03,0.13,23.81
2025-4-22,014830,유니드,5346,80700,11116.0,954.0,954.0,13065.0,1174.0,,5.99,0.5,8.68,17.53,23.06,19.69,2.23,15.98
2025-4-22,010780,아이에스동서,5340,17700,15146.0,1697.0,1697.0,11764.0,1243.0,,16.92,0.4,2.34,-22.33,-26.75,-120.54,5.65,-20.37
2025-4-22,005610,SPC삼립,5332,63000,34279.0,950.0,950.0,36170.0,1080.0,,8.07,0.95,13.45,5.52,13.68,-22.08,2.86,17.96
2025-4-22,089590,제주항공,5265,6540,19358.0,799.0,799.0,19236.0,857.0,,6.72,1.29,21.49,-0.63,7.26,261.75,,
2025-4-22,002710,TCC스틸,5229,19750,5821.0,123.0,123.0,5845.0,156.0,,38.35,1.92,5.15,0.41,26.83,-30.69,0.51,13.0
2025-4-22,306200,세아제강,5190,184200,18094.0,2029.0,2029.0,18796.0,1851.0,,3.64,0.43,12.29,3.88,-8.77,4.67,3.8,14.49
2025-4-22,453340,현대그린푸드,5165,15580,22704.0,967.0,967.0,23917.0,1111.0,,5.54,0.71,13.44,5.34,14.89,19.87,2.15,15.33
2025-4-22,036530,SNT홀딩스,5094,31400,18205.0,2312.0,2312.0,19800.0,2190.0,,3.85,0.37,10.3,8.76,-5.28,-9.94,5.1,18.25
2025-4-22,002350,넥센타이어,5020,5180,28479.0,1721.0,1721.0,30496.0,2049.0,,4.15,0.28,6.83,7.08,19.06,3.39,2.51,10.72
2025-4-22,005880,대한해운,4969,1552,17472.0,3286.0,3286.0,14324.0,2588.0,,3.36,0.24,7.21,-18.02,-21.24,9.89,,
2025-4-22,383800,LX홀딩스,4828,6400,1945.0,1560.0,1560.0,2320.0,1765.0,,3.02,0.26,8.65,19.28,13.14,2.93,4.53,14.06
2025-4-22,475150,SK이터닉스,4826,14850,3322.0,376.0,376.0,3696.0,476.0,,17.83,1.9,11.12,11.26,26.6,25.45,,
2025-4-22,403550,쏘카,4758,14600,4318.0,-98.0,-98.0,5277.0,158.0,,-71.22,2.67,-3.71,22.21,-261.22,-79.35,,
2025-4-22,075580,세진중공업,4673,8370,3524.0,360.0,360.0,4358.0,483.0,,15.82,2.25,15.07,23.67,34.17,49.09,2.39,100.0
2025-4-22,241590,화승엔터프라이즈,4483,7350,16096.0,826.0,826.0,19021.0,1173.0,,5.3,0.73,14.76,18.17,42.01,147.38,0.61,8.24
2025-4-22,091810,티웨이항공,4447,2075,15368.0,-123.0,-123.0,17344.0,500.0,,18.53,3.22,22.0,12.86,-506.5,-136.72,,
2025-4-22,090460,비에이치,4273,12310,17544.0,871.0,871.0,17998.0,1038.0,,4.6,0.49,12.23,2.59,19.17,19.85,2.03,12.85
2025-4-22,093050,LF,4236,14570,19563.0,1261.0,1261.0,19800.0,1179.0,,5.3,0.25,4.98,1.21,-6.5,0.11,4.8,27.12
2025-4-22,105630,한세실업,4224,10590,17978.0,1422.0,1422.0,19149.0,1520.0,,4.31,0.53,13.2,6.51,6.89,68.32,4.72,34.46
2025-4-22,170900,동아에스티,4199,44550,6979.0,-250.0,-250.0,7200.0,-110.0,,-59.56,0.82,-1.2,3.17,-56.0,-52.59,1.54,-523.66
2025-4-22,017940,E1,4150,60900,111924.0,2176.0,2176.0,136967.0,2455.0,,3.86,0.23,6.33,22.38,12.82,73.78,5.67,37.65
2025-4-22,097520,엠씨넥스,4125,23000,10571.0,444.0,444.0,12294.0,584.0,,7.83,0.94,13.37,16.3,31.53,-16.82,3.48,22.61
2025-4-22,195870,해성디에스,4105,23800,6030.0,569.0,569.0,6345.0,624.0,,7.14,0.67,9.8,5.22,9.67,-3.41,3.36,23.17
2025-4-22,009900,명신산업,4076,7720,15738.0,1481.0,1481.0,15552.0,1119.0,,4.2,0.51,12.99,-1.18,-24.44,-25.33,1.94,6.1
2025-4-22,183190,아세아시멘트,3966,10740,11103.0,1408.0,1408.0,10710.0,1410.0,,4.79,0.33,7.32,-3.54,0.14,4.87,2.42,12.31
2025-4-22,003160,디아이,3879,13620,2140.0,31.0,31.0,4175.0,527.0,,8.87,1.92,25.01,95.09,1600.0,1560.71,0.73,256.41
2025-4-22,084010,대한제강,3807,16450,12245.0,103.0,103.0,12230.0,305.0,,8.56,0.42,5.62,-0.12,196.12,20.0,3.04,31.19
2025-4-22,018250,애경산업,3649,13910,6791.0,468.0,468.0,7096.0,494.0,,9.23,0.8,9.53,4.49,5.56,-6.35,4.17,35.98
2025-4-22,034120,SBS,3444,18390,10467.0,-192.0,-192.0,9865.0,312.0,,12.28,0.37,3.04,-5.75,-262.5,-8.58,,
2025-4-22,020000,한섬,3444,15250,14853.0,635.0,635.0,15101.0,770.0,,5.98,0.23,4.01,1.67,21.26,30.72,4.92,39.6
2025-4-22,060980,HL홀딩스,3371,36000,13711.0,904.0,904.0,13511.0,967.0,,7.65,0.32,4.25,-1.46,6.97,122.22,5.56,102.2
2025-4-22,031430,신세계인터내셔날,3343,9430,13086.0,268.0,268.0,13599.0,445.0,,7.66,0.37,5.03,3.92,66.04,34.25,4.24,43.96
2025-4-22,005090,SGC에너지,3270,23100,23550.0,1896.0,1896.0,25948.0,1900.0,,4.7,0.42,9.11,10.18,0.21,110.31,7.36,37.68
2025-4-22,003220,대원제약,3003,13410,5982.0,282.0,282.0,6673.0,415.0,,9.12,0.99,11.69,11.55,47.16,266.67,2.24,47.32
2025-4-22,035150,백산,2983,14070,4970.0,765.0,765.0,5333.0,800.0,,4.64,0.98,23.43,7.3,4.58,5.68,2.49,12.69
2025-4-22,322000,HD현대에너지솔루션,2956,26800,4224.0,35.0,35.0,5183.0,227.0,,18.53,0.79,4.32,22.7,548.57,15900.0,,
2025-4-22,004980,성신양회,2949,14320,11626.0,532.0,532.0,10940.0,400.0,,17.21,0.61,3.62,-5.9,-24.81,-53.74,2.44,19.55
2025-4-22,123890,한국자산신탁,2790,2300,2264.0,518.0,518.0,2020.0,580.0,,6.89,0.26,3.87,-10.78,11.97,9.63,4.35,33.11
2025-4-22,011760,현대코퍼레이션,2784,21000,69957.0,1335.0,1335.0,72524.0,1377.0,,2.56,0.33,14.85,3.67,3.15,-10.25,3.33,7.65
2025-4-22,002320,한진,2756,18400,30155.0,1001.0,1001.0,31365.0,1375.0,,5.5,0.19,3.59,4.01,37.36,-7100.0,3.26,-209.79
2025-4-22,339770,교촌에프앤비,2728,5440,4808.0,154.0,154.0,5204.0,515.0,,7.53,1.29,18.56,8.24,234.42,4337.5,1.84,232.56
2025-4-22,286940,롯데이노베이트,2673,17740,11804.0,257.0,257.0,12744.0,437.0,,9.45,0.63,6.71,7.96,70.04,266.67,3.95,82.84
2025-4-22,010690,화신,2653,7550,17123.0,653.0,653.0,19503.0,925.0,,4.02,0.45,11.93,13.9,41.65,24.44,1.99,9.78
2025-4-22,001820,삼화콘덴서,2593,24550,2954.0,178.0,178.0,2969.0,242.0,,11.57,0.9,8.04,0.51,35.96,0.0,2.04,23.81
2025-4-22,108670,LX하우시스,2578,28900,35720.0,975.0,975.0,35300.0,975.0,,5.48,0.32,5.94,-1.18,0.0,19.19,3.46,22.57
2025-4-22,034830,한국토지신탁,2542,1008,2363.0,339.0,339.0,2250.0,460.0,,12.14,0.25,2.19,-4.78,35.69,-211.11,6.94,-107.69
2025-4-22,033240,자화전자,2479,11190,6811.0,450.0,450.0,7284.0,492.0,,7.49,0.57,8.02,6.94,9.33,98.8,,
2025-4-22,007810,코리아써키트,2345,9940,14070.0,-332.0,-332.0,14796.0,671.0,,6.26,0.74,11.65,5.16,-302.11,-142.09,,
2025-4-22,001630,종근당홀딩스,2269,45200,9578.0,355.0,355.0,10349.0,429.0,,10.29,0.37,3.7,8.05,20.85,-23.08,3.1,20.88
2025-4-22,016580,환인제약,2191,11660,2596.0,215.0,215.0,2683.0,235.0,,9.15,0.54,6.15,3.35,9.3,1.28,2.57,23.87
2025-4-22,138490,코오롱ENP,2185,6580,4862.0,398.0,398.0,5082.0,432.0,,7.71,0.77,9.99,4.52,8.54,-17.97,3.04,19.25
2025-4-22,058430,포스코스틸리온,2175,36300,12099.0,519.0,519.0,12090.0,520.0,,5.44,0.52,9.94,-0.07,0.19,16.15,5.95,37.83
2025-4-22,053210,스카이라이프,2072,4345,10229.0,-11.0,-11.0,10387.0,183.0,,17.31,0.36,2.13,1.54,-1763.64,-107.5,8.06,-12.24
2025-4-22,070960,모나용평,2048,4230,2678.0,270.0,270.0,2850.0,350.0,,9.84,0.49,5.15,6.42,29.63,162.03,,
2025-4-22,005680,삼영전자,2042,10250,1630.0,73.0,73.0,1690.0,96.0,,13.4,0.37,2.86,3.68,31.51,37.84,2.93,54.05
2025-4-22,213500,한솔제지,1961,8300,22158.0,220.0,220.0,22820.0,1066.0,,2.92,0.31,10.18,2.99,384.55,-322.37,6.02,-39.15
2025-4-22,019680,대교,1888,2230,6635.0,-16.0,-16.0,6715.0,41.0,,247.78,0.54,0.29,1.21,-356.25,-77.5,0.0,0.0
2025-4-22,095720,웅진씽크빅,1863,1594,8672.0,92.0,92.0,8859.0,151.0,,24.52,0.59,2.55,2.16,64.13,-137.69,5.65,-53.57
2025-4-22,037560,LG헬로비전,1792,2325,11964.0,135.0,135.0,12160.0,348.0,,7.99,0.38,4.88,1.64,157.78,-121.19,,
2025-4-22,234080,JW생명과학,1782,11240,2225.0,359.0,359.0,2435.0,396.0,,6.16,0.83,14.15,9.44,10.31,-34.32,4.45,18.0
2025-4-22,053690,한미글로벌,1753,16160,4248.0,339.0,339.0,4571.0,357.0,,8.43,0.74,9.82,7.6,5.31,0.87,2.48,21.88
2025-4-22,095570,AJ네트웍스,1656,3700,10142.0,728.0,728.0,10596.0,879.0,,5.39,0.4,7.2,4.48,20.74,43.98,7.3,56.13
2025-4-22,036420,콘텐트리중앙,1627,8360,8795.0,-474.0,-474.0,10183.0,92.0,,-8.05,3.1,-25.87,15.78,-119.41,-70.62,,
2025-4-22,210980,SK디앤디,1573,8530,8709.0,537.0,537.0,4759.0,1383.0,,1.53,0.19,14.87,-45.36,157.54,134.16,7.03,26.57
