Date,Code,Name,Sector,MarketCap,Price,Sales (2024),OpIncome (2024),NetIncome (2024),Sales (2025),OpIncome (2025),NetIncome (2025),FY-PER,FY-PBR,FY-ROE,FY-SalesGrowth,FY-OpGrowth,FY-NetGrowth,DivYield,DivPayout
2025-5-20,067310,하나마이크론,반도체 장비,7644,10930,12507.0,1068.0,1068.0,14795.0,1383.0,,25.54,1.7,7.75,18.29,29.49,-502.68,0.64,-18.52
2025-5-20,039030,이오테크닉스,반도체 장비,16311,131600,3209.0,312.0,312.0,3703.0,561.0,,30.88,2.52,8.57,15.39,79.81,23.89,0.38,14.38
2025-5-20,140860,파크시스템스,반도체 장비,16286,233000,1751.0,385.0,385.0,2159.0,542.0,,30.88,6.76,24.73,23.3,40.78,23.6,0.21,8.15
2025-5-20,098460,고영,반도체 장비,12193,16660,2025.0,33.0,33.0,2328.0,210.0,,45.4,3.12,7.7,14.96,536.36,27.14,0.84,45.75
2025-5-20,064290,인텍플러스,반도체 장비,1247,9540,839.0,-156.0,-156.0,981.0,8.0,,87.52,2.57,3.12,16.92,-105.13,-111.76,,
2025-5-20,012450,한화에어로스페이스,방위산업,387355,822000,112401.0,17319.0,17319.0,255058.0,30592.0,,24.06,4.73,24.22,126.92,76.64,-19.16,0.43,7.46
2025-5-20,079550,LIG넥스원,방위산업,85800,407500,32763.0,2298.0,2298.0,39355.0,3502.0,,30.48,6.15,22.09,20.12,52.39,31.95,0.59,23.81
2025-5-20,047810,한국항공우주,방위산업,86850,87250,36337.0,2407.0,2407.0,40869.0,3280.0,,34.71,4.44,13.53,12.47,36.27,43.53,0.57,28.33
2025-5-20,099320,쎄트렉아이,방위산업,5355,46750,1713.0,-31.0,-31.0,2056.0,104.0,,43.37,2.19,5.03,20.02,-435.48,164.52,0.41,26.32
2025-5-20,272210,한화시스템,방위산업,83171,45050,28037.0,2193.0,2193.0,36612.0,2503.0,,43.78,3.2,7.61,30.58,14.14,-55.79,0.78,14.55
2025-5-20,032830,삼성생명,보험,167000,88100,108372.0,24998.0,24998.0,,27117.0,,7.82,0.53,7.31,,8.48,6.92,5.11,42.72
2025-5-20,000810,삼성화재,보험,174339,373500,174130.0,26496.0,26496.0,,27885.0,,8.92,1.03,13.01,,5.24,1.35,5.09,46.33
2025-5-20,112610,씨에스윈드,신재생에너지,20200,50800,30725.0,2555.0,2555.0,30910.0,3398.0,,9.16,1.57,18.93,0.6,32.99,67.5,1.97,29.64
2025-5-20,100840,SNT에너지,신재생에너지,7558,39250,2943.0,222.0,222.0,4908.0,531.0,,15.85,2.23,15.6,66.77,139.19,48.84,1.27,29.85
2025-5-20,009830,한화솔루션,신재생에너지,63256,36650,123940.0,-3002.0,-3002.0,147750.0,7180.0,,47.11,0.66,1.43,19.21,-339.17,-109.75,0.82,-3.73
2025-5-20,215000,골프존,엔터테인먼트,4148,65200,6200.0,958.0,958.0,5514.0,1057.0,,6.06,0.83,14.93,-11.06,10.33,51.43,6.13,50.4
2025-5-20,041510,에스엠,엔터테인먼트,27862,120400,9897.0,873.0,873.0,11516.0,1571.0,,10.55,3.02,34.05,16.36,79.95,33987.5,0.33,51.41
2025-5-20,048910,대원미디어,엔터테인먼트,1405,11440,2564.0,16.0,16.0,3355.0,164.0,,11.7,1.28,11.94,30.85,925.0,-862.5,,
2025-5-20,114090,GKL,엔터테인먼트,8035,13530,3964.0,383.0,383.0,4436.0,636.0,,15.88,1.9,12.33,11.91,66.06,58.01,2.08,52.81
2025-5-20,035900,JYP Ent.,엔터테인먼트,26294,75500,6018.0,1283.0,1283.0,7429.0,1499.0,,17.72,4.36,28.0,23.45,16.84,54.45,0.71,19.41
2025-5-20,122870,와이지엔터테인먼트,엔터테인먼트,14130,73900,3649.0,-186.0,-206.0,5635.0,595.0,,26.05,2.57,10.45,54.43,-419.89,212.5,0.34,25.23
2025-5-20,253450,스튜디오드래곤,엔터테인먼트,13646,43450,5501.0,364.0,364.0,6423.0,486.0,,35.01,1.68,4.91,16.76,33.52,11.34,,
2025-5-20,005880,대한해운,운송/항공/물류,5059,1512,17472.0,3286.0,3286.0,14507.0,2592.0,,3.28,0.23,7.2,-16.97,-21.12,9.89,,
2025-5-20,028670,팬오션,운송/항공/물류,19404,3550,51612.0,4712.0,4712.0,56595.0,4938.0,,5.46,0.32,5.96,9.65,4.8,30.1,3.38,23.9
2025-5-20,086280,현대글로비스,운송/항공/물류,84900,110100,284074.0,17529.0,17529.0,301180.0,20252.0,,5.56,0.83,15.87,6.02,15.53,35.3,3.36,25.37
2025-5-20,003490,대한항공,운송/항공/물류,82849,22100,178707.0,21102.0,21102.0,242303.0,19952.0,,6.31,0.71,11.76,35.59,-5.45,0.37,3.39,21.03
2025-5-20,000120,CJ대한통운,운송/항공/물류,18113,78100,121168.0,5307.0,5307.0,126863.0,5209.0,,6.98,0.4,6.3,4.7,-1.85,2.24,1.02,7.34
2025-5-20,095570,AJ네트웍스,운송/항공/물류,1692,3640,10142.0,728.0,728.0,10802.0,828.0,,7.1,0.43,5.64,6.51,13.74,7.41,7.42,56.13
2025-5-20,002320,한진,운송/항공/물류,2961,19860,30155.0,1001.0,1001.0,30905.0,1310.0,,11.0,0.21,1.94,2.49,30.87,-7100.0,3.02,-209.79
2025-5-20,011200,HMM,운송/항공/물류,228071,22075,117002.0,35128.0,35128.0,102925.0,16287.0,,11.75,0.79,6.83,-12.03,-53.64,-49.08,2.72,13.98
2025-5-20,039130,하나투어,운송/항공/물류,8179,48650,6166.0,509.0,509.0,6768.0,633.0,,12.24,3.22,33.21,9.76,24.36,-26.34,4.73,45.28
2025-5-20,052690,한전기술,원자력,23008,63400,5534.0,548.0,548.0,5466.0,465.0,,22.15,3.68,17.85,-1.23,-15.15,87.01,1.58,65.25
2025-5-20,034020,두산에너빌리티,원자력,203378,37050,162331.0,10176.0,10176.0,159460.0,10980.0,,67.73,2.92,4.48,-1.77,7.9,40.64,,
2025-5-20,001120,LX인터내셔널,유통,10872,27650,166376.0,4892.0,4892.0,166079.0,4135.0,,3.99,0.37,9.73,-0.18,-15.47,19.26,7.23,44.12
2025-5-20,007070,GS리테일,유통,11834,13920,116269.0,2391.0,2391.0,119562.0,2567.0,,9.13,0.35,3.91,2.83,7.36,1240.82,3.59,2000.0
2025-5-20,023530,롯데쇼핑,유통,21640,76200,139866.0,4731.0,4731.0,141316.0,6111.0,,11.13,0.14,1.24,1.04,29.17,-119.86,4.99,-11.1
2025-5-20,139480,이마트,유통,23787,86700,290209.0,471.0,471.0,294116.0,5087.0,,11.7,0.22,1.96,1.35,980.04,-136.92,2.31,-9.45
2025-5-20,204620,글로벌텍스프리,유통,3703,5570,1297.0,218.0,218.0,1630.0,303.0,,24.43,3.37,14.44,25.67,38.99,161.9,,
2025-5-20,001740,SK네트웍스,유통,9006,3995,76573.0,1139.0,1139.0,66253.0,1078.0,,27.36,0.41,1.58,-13.48,-5.36,-30.24,7.51,140.19
2025-5-20,057050,현대홈쇼핑,유통/소매,6156,51000,38535.0,1301.0,1301.0,38111.0,1428.0,,4.98,0.26,5.47,-1.1,9.76,-23.48,5.49,21.31
2025-5-20,069960,현대백화점,유통/소매,14957,66500,41876.0,2840.0,2840.0,43901.0,4005.0,,6.69,0.32,5.02,4.84,41.02,-34325.0,2.11,-90.73
2025-5-20,089860,롯데렌탈,유통/소매,11165,30600,27924.0,2848.0,2848.0,29788.0,3250.0,,7.71,0.68,9.27,6.68,14.12,36.9,3.92,41.14
2025-5-20,004170,신세계,유통/소매,16367,169400,65704.0,4770.0,4770.0,68712.0,5179.0,,8.4,0.36,4.5,4.58,8.57,39.5,2.66,41.1
2025-5-20,282330,BGF리테일,유통/소매,17353,100300,86988.0,2516.0,2516.0,90945.0,2557.0,,8.99,1.33,15.49,4.55,1.63,-0.67,4.09,36.3
2025-5-20,035250,강원랜드,유통/소매,36797,16920,14269.0,2858.0,2858.0,14664.0,2995.0,,10.36,0.86,8.84,2.77,4.79,-23.53,6.91,54.78
2025-5-20,034230,파라다이스,유통/소매,11948,13500,10721.0,1361.0,1361.0,11380.0,1622.0,,15.92,0.67,4.5,6.15,19.18,-1.81,1.11,18.23
2025-5-20,008770,호텔신라,유통/소매,17602,47950,39476.0,-52.0,-52.0,41714.0,630.0,,63.34,1.43,2.4,5.67,-1311.54,-150.89,,
2025-5-20,080160,모두투어,유통/항공/물류,2096,10920,2516.0,47.0,47.0,2466.0,205.0,,10.83,1.75,24.22,-1.99,336.17,82.41,2.29,43.48
2025-5-20,015760,한국전력,유틸리티,169157,29200,933989.0,83647.0,83647.0,968876.0,138756.0,,2.46,0.4,17.53,3.74,65.88,113.83,0.73,3.92
2025-5-20,071320,지역난방공사,유틸리티,7271,68800,35703.0,3279.0,3279.0,39496.0,4324.0,,2.89,0.34,11.97,10.62,31.87,31.16,5.64,21.37
2025-5-20,036460,한국가스공사,유틸리티,33094,38050,383887.0,30034.0,30034.0,371631.0,24439.0,,3.77,0.3,8.32,-3.19,-18.63,-18.56,3.82,11.71
2025-5-20,005090,SGC에너지,유틸리티,3386,23450,23550.0,1896.0,1896.0,26282.0,1448.0,,6.38,0.43,6.87,11.6,-23.63,27.02,7.25,37.68
2025-5-20,024110,기업은행,은행,122963,15390,189549.0,35941.0,35941.0,190171.0,36638.0,,4.45,0.34,7.93,0.33,1.94,4.45,6.92,32.12
2025-5-20,086790,하나금융지주,은행,187855,67500,241166.0,48552.0,48552.0,238741.0,51694.0,,4.94,0.43,8.95,-1.01,6.47,4.76,5.33,27.97
2025-5-20,055550,신한지주,은행,257342,53400,292093.0,64587.0,64587.0,280557.0,68213.0,,5.39,0.45,8.57,-3.95,5.61,10.77,4.04,24.71
2025-5-20,105560,KB금융,은행,368736,96100,304914.0,80453.0,80453.0,304089.0,77281.0,,6.68,0.59,9.37,-0.27,-3.94,9.78,3.3,24.98
2025-5-20,051500,CJ프레시웨이,음식료,2932,25700,32248.0,940.0,940.0,34844.0,1071.0,,4.97,0.73,14.7,8.05,13.94,145.62,1.75,20.6
2025-5-20,049770,동원F&B,음식료,7322,39750,44836.0,1835.0,1835.0,46042.0,1902.0,,5.95,0.65,11.37,2.69,3.65,0.94,2.01,12.08
2025-5-20,031440,신세계푸드,음식료,1314,33450,15348.0,208.0,208.0,15524.0,349.0,,6.02,0.42,7.12,1.15,67.79,91.96,2.69,31.12
2025-5-20,267980,매일유업,음식료,2894,36550,18114.0,703.0,703.0,18658.0,707.0,,6.3,0.42,7.51,3.0,0.57,30.55,3.42,21.57
2025-5-20,001680,대상,음식료,8523,21050,42551.0,1769.0,1769.0,44307.0,2009.0,,6.61,0.51,7.85,4.13,13.57,21.2,4.04,32.16
2025-5-20,005610,SPC삼립,음식료,5125,53300,34279.0,950.0,950.0,36170.0,1071.0,,6.83,0.8,13.45,5.52,12.74,-22.08,3.38,17.96
2025-5-20,005180,빙그레,음식료,9279,84600,14630.0,1313.0,1313.0,15363.0,1385.0,,7.45,0.99,14.43,5.01,5.48,5.52,3.9,31.49
2025-5-20,097950,CJ제일제당,음식료,35076,226000,293591.0,15530.0,15530.0,301487.0,15750.0,,8.72,0.45,5.31,2.69,1.42,88.0,2.65,66.33
2025-5-20,005300,롯데칠성,음식료,9575,102000,40245.0,1849.0,1849.0,41294.0,2063.0,,9.28,0.65,7.19,2.61,11.57,87.5,3.33,57.84
2025-5-20,017810,풀무원,음식료,5607,12730,32137.0,918.0,918.0,34178.0,1081.0,,9.6,1.25,14.89,6.35,17.76,44.19,0.8,10.98
2025-5-20,007310,오뚜기,음식료,15931,387500,35391.0,2220.0,2220.0,36282.0,2408.0,,9.71,0.61,7.53,2.52,8.47,16.28,2.32,26.39
2025-5-20,271560,오리온,음식료,48392,117100,31043.0,5436.0,5436.0,33519.0,5917.0,,10.26,1.21,12.39,7.98,8.85,-13.86,2.13,18.84
2025-5-20,280360,롯데웰푸드,음식료,10906,111900,40443.0,1571.0,1571.0,42012.0,1719.0,,10.3,0.47,4.68,3.88,9.42,24.63,2.95,36.79
2025-5-20,000080,하이트진로,음식료,13339,19280,25992.0,2081.0,2081.0,26527.0,2305.0,,10.73,1.08,11.02,2.06,10.76,33.44,3.63,52.04
2025-5-20,004370,농심,음식료,25334,428500,34387.0,1631.0,1631.0,36365.0,1987.0,,14.53,0.89,6.51,5.75,21.83,14.15,1.17,19.33
2025-5-20,003380,하림지주,음식료,7649,7130,122730.0,7655.0,7655.0,125200.0,7740.0,,19.01,0.26,1.36,2.01,1.11,-3.32,1.68,51.06
2025-5-20,003230,삼양식품,음식료,74727,1142000,17280.0,3446.0,3446.0,23061.0,5445.0,,20.83,7.15,41.03,33.45,58.01,52.19,0.29,9.14
2025-5-20,194370,제이에스코퍼레이션,의류,2409,8670,11175.0,1213.0,1213.0,14128.0,1523.0,,3.0,0.45,15.96,26.43,25.56,-9.2,5.77,14.04
2025-5-20,105630,한세실업,의류,4440,10290,17978.0,1422.0,1422.0,19197.0,1408.0,,4.76,0.52,11.62,6.78,-0.98,48.46,4.86,34.46
2025-5-20,111770,영원무역,의류,22643,55800,35178.0,3156.0,3156.0,37514.0,4642.0,,5.79,0.6,11.03,6.64,47.08,32.33,2.51,14.53
2025-5-20,241590,화승엔터프라이즈,의류,4998,7910,16096.0,826.0,826.0,19076.0,1149.0,,6.77,0.8,12.58,18.51,39.1,109.01,0.57,8.24
2025-5-20,020000,한섬,의류,3493,15170,14853.0,635.0,635.0,14710.0,630.0,,7.06,0.23,3.39,-0.96,-0.79,9.93,4.94,39.6
2025-5-20,031430,신세계인터내셔날,의류,3672,10130,13086.0,268.0,268.0,13429.0,351.0,,9.91,0.41,4.25,2.62,30.97,10.09,3.95,43.96
2025-5-20,110790,크리스에프앤씨,의류,1045,4490,3313.0,121.0,121.0,3284.0,242.0,,9.93,0.33,3.26,-0.88,100.0,-142.23,4.45,-18.64
2025-5-20,006400,삼성SDI,이차전지 배터리,117381,161800,165922.0,2734.0,3633.0,151523.0,-1117.0,,54.11,0.52,1.02,-8.68,-140.86,-58.8,0.62,11.74
2025-5-20,078600,대주전자재료,이차전지 소재,12322,69200,2193.0,294.0,294.0,2654.0,382.0,,38.85,3.88,11.21,21.02,29.93,-23.9,0.14,4.2
2025-5-20,089980,상아프론테크,이차전지 소재,2695,16270,1718.0,59.0,59.0,1901.0,67.0,,86.54,1.31,1.52,10.65,13.56,-51.61,1.23,51.95
2025-5-20,003670,포스코퓨처엠,이차전지 소재,88850,107700,36999.0,7.0,7.0,38142.0,819.0,,147.33,2.66,1.86,3.09,11600.0,-124.04,,
2025-5-20,247540,에코프로비엠,이차전지 소재,96334,88400,27668.0,-341.0,-341.0,32484.0,750.0,,1637.04,5.32,0.32,17.41,-319.94,-126.84,,
2025-5-20,282880,코윈테크,이차전지 장비,1489,12040,2444.0,36.0,36.0,2387.0,139.0,,7.39,0.7,10.12,-2.33,286.11,40.91,1.61,13.74
2025-5-20,243840,신흥에스이씨,이차전지 장비,1605,3960,4328.0,132.0,132.0,4755.0,170.0,,19.51,0.5,2.59,9.87,28.79,-58.18,1.67,13.72
2025-5-20,000270,기아,자동차,364268,91200,1074488.0,126671.0,126671.0,1132468.0,117536.0,,3.88,0.58,15.78,5.4,-7.21,-4.37,7.13,26.63
2025-5-20,005380,현대차,자동차,407105,189900,1752312.0,142396.0,142396.0,1823483.0,136126.0,,4.24,0.43,10.63,4.06,-4.4,-3.95,6.32,26.06
2025-5-20,073240,금호타이어,자동차 부품,13817,4365,45322.0,5886.0,5886.0,49375.0,6088.0,,3.42,0.6,19.32,8.94,3.43,11.32,,
2025-5-20,043370,피에이치에이,자동차 부품,2095,10000,11529.0,515.0,515.0,12066.0,513.0,,3.66,0.24,6.95,4.66,-0.39,-7.27,3.5,11.86
2025-5-20,161390,한국타이어앤테크놀로지,자동차 부품,49735,38750,94119.0,17623.0,17623.0,157851.0,16769.0,,4.04,0.4,10.28,67.71,-4.85,4.84,5.16,22.23
2025-5-20,005850,에스엘,자동차 부품,15374,30900,49733.0,3952.0,3952.0,50631.0,4151.0,,4.06,0.56,14.48,1.81,5.04,-4.63,3.88,15.13
2025-5-20,009900,명신산업,자동차 부품,4444,8050,15738.0,1481.0,1481.0,15202.0,1257.0,,4.19,0.53,13.54,-3.41,-15.12,-21.92,1.86,6.1
2025-5-20,000240,한국앤컴퍼니,자동차 부품,15844,16630,13910.0,4183.0,4183.0,15152.0,4803.0,,4.22,0.32,7.97,8.93,14.82,6.64,6.01,27.07
2025-5-20,010690,화신,자동차 부품,2825,7960,17123.0,653.0,653.0,19503.0,925.0,,4.24,0.48,11.93,13.9,41.65,24.44,1.88,9.78
2025-5-20,025540,한국단자,자동차 부품,6665,60200,15098.0,1713.0,1713.0,15945.0,1602.0,,4.49,0.51,12.09,5.61,-6.48,-3.86,3.65,16.11
2025-5-20,002350,넥센타이어,자동차 부품,5791,6040,28479.0,1721.0,1721.0,31085.0,1996.0,,4.77,0.32,6.89,9.15,15.98,4.58,2.15,10.72
2025-5-20,017370,우신시스템,자동차 부품,1298,7450,5636.0,361.0,361.0,5058.0,330.0,,4.97,0.85,19.69,-10.26,-8.59,-18.88,0.67,2.7
2025-5-20,053080,케이엔솔,자동차 부품,1624,12560,5792.0,264.0,264.0,6817.0,421.0,,5.05,0.77,16.29,17.7,59.47,140.3,2.39,28.71
2025-5-20,012330,현대모비스,자동차 부품,238532,247000,572370.0,30735.0,30735.0,607369.0,35304.0,,5.35,0.46,9.0,6.11,14.87,5.84,2.43,13.8
2025-5-20,011210,현대위아,자동차 부품,11585,41150,81809.0,2188.0,2188.0,83851.0,2257.0,,7.33,0.29,4.19,2.5,3.15,23.71,2.67,24.84
2025-5-20,204320,HL만도,자동차 부품,17115,34200,88482.0,3588.0,3588.0,94506.0,4024.0,,7.66,0.62,8.2,6.81,12.15,50.95,2.05,25.3
2025-5-20,064960,SNT모티브,자동차 부품,7895,29300,9689.0,981.0,981.0,10402.0,1071.0,,8.13,0.65,9.25,7.36,9.17,-8.34,3.2,23.88
2025-5-20,097520,엠씨넥스,자동차 부품,4827,27900,10571.0,444.0,444.0,12756.0,654.0,,8.55,1.13,14.81,20.67,47.3,-7.7,2.87,22.61
2025-5-20,255220,SG,자동차 부품,2519,2580,1189.0,-61.0,-61.0,1308.0,161.0,,27.74,2.06,9.22,10.01,-363.93,-125.41,,
2025-5-20,108380,대양전기공업,전력기기,1855,21700,1963.0,157.0,157.0,2367.0,239.0,,8.84,0.77,9.16,20.58,52.23,19.9,0.46,4.88
2025-5-20,178320,서진시스템,전력기기,12824,24200,12138.0,1087.0,1087.0,17255.0,1774.0,,10.11,1.31,14.12,42.16,63.2,58.4,,
2025-5-20,082920,비츠로셀,전력기기,6084,27950,2108.0,519.0,519.0,2410.0,636.0,,11.45,1.9,18.21,14.33,22.54,13.84,1.65,20.53
2025-5-20,051600,한전KPS,전력기기,17932,41250,15571.0,2095.0,2095.0,15689.0,1875.0,,11.85,1.37,11.66,0.76,-10.5,-9.11,5.99,64.43
2025-5-20,006260,LS,전력기기,46915,148100,275447.0,10877.0,10729.0,294457.0,11604.0,,11.92,0.94,8.39,6.9,6.68,40.82,1.11,22.39
2025-5-20,103590,일진전기,전력기기,13351,30900,15772.0,797.0,797.0,17393.0,1212.0,,17.86,2.58,15.4,10.28,52.07,85.5,0.97,30.52
2025-5-20,267260,HD현대일렉트릭,전력기기,131752,376000,33223.0,6690.0,6690.0,41440.0,9170.0,,19.89,6.76,39.03,24.73,37.07,35.93,1.42,38.45
2025-5-20,010120,LS ELECTRIC,전력기기,72450,251000,45518.0,3897.0,3897.0,51186.0,4711.0,,22.65,3.6,16.96,12.45,20.89,37.94,1.16,36.45
2025-5-20,001440,대한전선,전력기기,22933,12370,32913.0,1152.0,1152.0,35215.0,1293.0,,24.5,1.47,6.19,6.99,12.24,33.15,,
2025-5-20,229640,LS에코에너지,전력기기,10825,35350,8690.0,448.0,448.0,9701.0,535.0,,30.63,5.07,17.9,11.63,19.42,9.92,0.57,19.61
2025-5-20,017940,E1,정유/화학/가스,4500,67500,111924.0,2176.0,2176.0,136967.0,2455.0,,4.28,0.26,6.33,22.38,12.82,73.78,5.11,37.65
2025-5-20,018670,SK가스,정유/화학/가스,20247,212000,70959.0,2872.0,2872.0,80297.0,4502.0,,5.92,0.65,11.59,13.16,56.75,86.0,3.77,41.29
2025-5-20,014830,유니드,정유/화학/가스,6381,93400,11116.0,954.0,954.0,13408.0,1267.0,,6.51,0.57,9.16,20.62,32.81,27.43,1.93,15.98
2025-5-20,138490,코오롱ENP,정유/화학/가스,2561,6440,4862.0,398.0,398.0,5082.0,432.0,,7.55,0.75,9.99,4.52,8.54,-17.97,3.11,19.25
2025-5-20,004000,롯데정밀화학,정유/화학/가스,9429,35900,16705.0,504.0,504.0,18130.0,903.0,,7.8,0.38,4.93,8.53,79.17,226.1,3.9,99.29
2025-5-20,011780,금호석유화학,정유/화학/가스,29687,110200,71550.0,2728.0,2728.0,75131.0,3975.0,,7.85,0.51,6.71,5.0,45.71,19.48,2.0,19.43
2025-5-20,120110,코오롱인더,정유/화학/가스,8503,30450,48430.0,1587.0,1587.0,50570.0,2037.0,,8.31,0.25,3.04,4.42,28.36,17.9,4.27,39.93
2025-5-20,023160,태광,정유/화학/가스,4849,18390,2668.0,399.0,399.0,3035.0,543.0,,9.39,0.78,8.79,13.76,36.09,16.27,1.36,14.75
2025-5-20,069260,TKG휴켐스,정유/화학/가스,6556,15930,11882.0,808.0,808.0,12175.0,742.0,,9.41,0.69,7.84,2.47,-8.17,-10.45,6.28,52.63
2025-5-20,014680,한솔케미칼,정유/화학/가스,14452,125800,7764.0,1288.0,1288.0,8429.0,1523.0,,10.69,1.3,13.05,8.57,18.25,8.65,1.67,19.4
2025-5-20,033500,동성화인텍,정유/화학/가스,7557,25400,5974.0,540.0,540.0,7129.0,714.0,,13.42,3.0,25.29,19.33,32.22,40.46,1.38,26.68
2025-5-20,285130,SK케미칼,정유/화학/가스,9248,53900,17368.0,-452.0,-452.0,22104.0,700.0,,16.63,0.47,2.86,27.27,-254.87,-1536.36,2.13,252.19
2025-5-20,006650,대한유화,정유/화학/가스,5486,80000,28001.0,-599.0,-599.0,27835.0,-6.0,,25.68,0.28,1.11,-0.59,-99.0,-500.0,1.25,-76.22
2025-5-20,051910,LG화학,정유/화학/가스,144008,189900,489161.0,-5632.0,9168.0,503036.0,18587.0,,27.5,0.42,1.58,2.84,-430.02,93.51,0.53,-11.33
2025-5-20,010950,S-Oil,정유/화학/가스,58768,50700,366370.0,4222.0,4222.0,346487.0,3802.0,,76.47,0.68,0.89,-5.43,-9.95,-140.1,0.25,-7.55
2025-5-20,036530,SNT홀딩스,조선/기계/중공업,6146,39650,18205.0,2312.0,2312.0,21200.0,2460.0,,4.93,0.48,10.22,16.45,6.4,-8.72,4.04,18.25
2025-5-20,241560,두산밥캣,조선/기계/중공업,44381,47950,85512.0,8714.0,8714.0,86857.0,8135.0,,8.83,0.66,7.6,1.57,-6.64,-7.24,3.34,28.47
2025-5-20,009540,HD한국조선해양,조선/기계/중공업,202764,280000,255386.0,14341.0,14341.0,288537.0,35528.0,,9.1,1.5,17.91,12.98,147.74,78.47,1.82,30.79
2025-5-20,017800,현대엘리베이터,조선/기계/중공업,29006,74800,28853.0,2257.0,2257.0,29359.0,2650.0,,10.94,2.09,21.18,1.75,17.41,48.27,7.35,117.37
2025-5-20,042670,HD현대인프라코어,조선/기계/중공업,16857,8870,41142.0,1842.0,1842.0,43098.0,2373.0,,12.13,0.88,7.41,4.75,28.83,32.38,0.79,12.73
2025-5-20,267270,HD현대건설기계,조선/기계/중공업,12842,72300,34381.0,1904.0,1904.0,35413.0,1590.0,,12.76,0.72,5.96,3.0,-16.49,8.95,0.69,9.48
2025-5-20,017960,한국카본,조선/기계/중공업,11056,20850,7417.0,454.0,454.0,8634.0,980.0,,13.37,1.88,15.85,16.41,115.86,234.98,0.62,33.25
2025-5-20,089970,브이엠,조선/기계/중공업,2958,12920,703.0,-86.0,-86.0,1090.0,178.0,,16.65,1.96,14.69,55.05,-306.98,-668.57,,
2025-5-20,064350,현대로템,조선/기계/중공업,117327,114000,43766.0,4566.0,4566.0,55322.0,8818.0,,17.56,4.55,29.66,26.4,93.12,71.97,0.18,5.36
2025-5-20,075580,세진중공업,조선/기계/중공업,5423,9360,3524.0,360.0,360.0,4358.0,483.0,,17.69,2.52,15.07,23.67,34.17,49.09,2.14,100.0
2025-5-20,010140,삼성중공업,조선/기계/중공업,126808,14320,99031.0,5027.0,5027.0,108870.0,7231.0,,25.85,2.35,11.9,9.94,43.84,821.89,,
2025-5-20,010620,HD현대미포,조선/기계/중공업,69059,175100,46300.0,885.0,885.0,50519.0,3365.0,,28.94,3.1,11.24,9.11,280.23,124.12,0.41,26.87
2025-5-20,071970,HD현대마린엔진,조선/기계/중공업,13534,39250,3158.0,332.0,332.0,4078.0,511.0,,29.73,3.63,13.24,29.13,53.92,-40.9,,
2025-5-20,042660,한화오션,조선/기계/중공업,245130,77800,107760.0,2379.0,2379.0,127666.0,9967.0,,32.15,4.24,14.15,18.47,318.96,42.79,,
2025-5-20,077970,STX엔진,조선/기계/중공업,9474,25500,7246.0,422.0,422.0,7826.0,464.0,,39.35,3.07,8.53,8.0,9.95,-4.41,,
2025-5-20,083650,비에이치아이,조선/기계/중공업,9871,38650,4047.0,219.0,219.0,6522.0,466.0,,39.89,8.42,23.21,61.16,112.79,53.06,,
2025-5-20,100090,SK오션플랜트,조선/기계/중공업,11004,21000,6626.0,418.0,418.0,10446.0,546.0,,44.3,1.71,3.91,57.65,30.62,66.86,,
2025-5-20,039490,키움증권,증권,36127,144300,18459.0,10982.0,10982.0,19451.0,11506.0,,4.6,0.62,14.62,5.37,4.77,3.14,5.2,25.59
2025-5-20,071050,한국금융지주,증권,51825,97000,37361.0,11997.0,11997.0,38040.0,14604.0,,4.83,0.56,12.23,1.82,21.73,16.62,4.1,23.57
2025-5-20,016360,삼성증권,증권,48400,54400,22398.0,12058.0,12058.0,22504.0,11855.0,,5.36,0.61,11.9,0.47,-1.68,1.06,6.43,34.76
2025-5-20,003540,대신증권,증권,10119,20100,5983.0,836.0,836.0,7065.0,2110.0,,7.43,0.5,7.32,18.08,152.39,73.02,5.97,74.63
2025-5-20,005940,NH투자증권,증권,52333,15860,20120.0,9011.0,9011.0,21189.0,9944.0,,7.47,0.65,8.89,5.31,10.35,7.72,5.99,48.08
2025-5-20,006800,미래에셋증권,증권,72202,12890,28315.0,11881.0,11881.0,29994.0,12134.0,,9.97,0.71,7.57,5.93,2.13,0.14,1.94,20.34
2025-5-20,011760,현대코퍼레이션,지주회사,3102,24350,69957.0,1335.0,1335.0,73210.0,1447.0,,2.94,0.41,15.44,4.65,8.39,-9.17,2.87,7.65
2025-5-20,005440,현대지에프홀딩스,지주회사,9681,6860,74093.0,1981.0,1981.0,84648.0,3465.0,,3.0,0.29,10.09,14.25,74.91,-44.82,3.06,4.68
2025-5-20,139130,iM금융지주,지주회사,17604,10560,41749.0,2634.0,2634.0,40180.0,5755.0,,4.08,0.28,7.06,-3.76,118.49,116.82,4.73,39.37
2025-5-20,138930,BNK금융지주,지주회사,33462,10340,69490.0,8759.0,8759.0,68499.0,9539.0,,4.3,0.3,7.05,-1.43,8.91,5.16,6.29,28.68
2025-5-20,175330,JB금융지주,지주회사,34631,17430,36358.0,9061.0,9061.0,36055.0,9306.0,,4.94,0.56,11.83,-0.83,2.7,0.95,5.71,28.68
2025-5-20,005810,풍산홀딩스,지주회사,4173,29950,4494.0,1048.0,1048.0,4590.0,960.0,,5.08,0.36,7.43,2.14,-8.4,-15.0,4.67,20.32
